#tail	head
BCCIP	LSM8
GCFC2	PRPF19
GCFC2	PPIL6
GCFC2	RBM5
GCFC2	DDX23
GCFC2	SNRPE
DDX23	PPIL6
DDX23	LSM8
DDX23	LSM6
DDX23	RBM5
DDX23	SNRPE
DDX23	TCERG1
DDX23	PRPF40A
DDX23	PRPF19
DDX23	RNPS1
SNRPE	PRPF19
SNRPE	LSM8
SNRPE	TCERG1
SNRPE	PRPF40A
SNRPE	RBM5
SNRPE	PPIL6
SNRPE	LSM6
SNRPE	RNPS1
PPIL6	LSM8
PPIL6	PRPF19
PPIL6	RNPS1
PPIL6	LSM6
PPIL6	RBM5
RNPS1	RBM5
RNPS1	LSM6
RNPS1	PRPF19
RNPS1	TCERG1
RNPS1	LSM8
RNPS1	PRPF40A
PRPF40A	LSM6
PRPF40A	TCERG1
PRPF40A	RBM5
PRPF40A	PRPF19
TCERG1	PRPF19
TCERG1	LSM6
RBM5	LSM8
RBM5	LSM6
RBM5	PRPF19
LSM8	PRPF19
LSM8	LSM6
PRPF19	LSM6
