#tail	head
NEFL	ATP1B2
NEFL	ATP1B3
NEFL	CAMK2G
NEFL	RANGRF
NEFL	SLC23A2
NEFL	GRIN2D
NEFL	FXYD1
NEFL	SLC34A3
RANGRF	GRIN2D
RANGRF	FXYD1
RANGRF	ATP1B2
RANGRF	ATP1B3
FXYD1	SLC34A3
FXYD1	KCNU1
FXYD1	SLC23A2
FXYD1	HCN4
FXYD1	ATP1B3
FXYD1	GRIN2D
FXYD1	ATP1B2
FXYD1	CAMK2G
HCN4	ATP1B2
HCN4	ATP1B3
HCN4	NKAIN4
KCNU1	ATP1B3
KCNU1	ATP1B2
CAMK2G	GRIN2D
CAMK2G	ATP1B2
CAMK2G	ATP1B3
ATP1B3	GRIN2D
ATP1B3	SLC23A2
ATP1B3	SLC34A3
ATP1B3	ATP1B2
SLC34A3	ATP1B2
SLC34A3	NKAIN4
SLC34A3	GRIN2D
SLC23A2	ATP1B2
SLC23A2	GRIN2D
ATP1B2	GRIN2D
