#tail	head
NDUFB8	MT-ND6
NDUFB8	NDUFC1
NDUFB8	NDUFB7
NDUFB8	NDUFS4
NDUFB8	TIMM23
NDUFB8	NDUFB3
NDUFB8	CFAP410
NDUFB8	NDUFA7
CFAP410	NDUFA7
CFAP410	NDUFS4
CFAP410	NDUFB3
CFAP410	NDUFB7
CFAP410	ENTPD1
NDUFA7	NDUFC1
NDUFA7	NDUFS4
NDUFA7	NDUFB3
NDUFA7	ENTPD1
NDUFA7	NDUFB7
TIMMDC1	NDUFB7
TIMMDC1	NDUFS4
TIMMDC1	NDUFC1
ENTPD1	NDUFC1
ENTPD1	NDUFS4
ENTPD1	ALDH7A1
MT-ND6	NDUFC1
MT-ND6	NDUFB3
ALDH7A1	NDUFC1
ALDH7A1	NDUFB3
ALDH7A1	NDUFB7
NDUFS4	NDUFB3
NDUFS4	NDUFC1
NDUFB7	NDUFB3
NDUFB7	NDUFC1
NDUFB3	NDUFC1
