#tail	head
GNG3	TAS1R1
GNG3	VEGFA
GNG3	CD3G
GNG3	LEF1
ARFGEF1	RAB8B
ARFGEF1	LEF1
XPO5	UCHL5
XPO5	ITGB1BP2
RPL36A	HACD2
RPL36A	SSR1
ALDH1A1	CAMK2G
ALDH1A1	VEGFA
ALDH1A1	AKR1B10
SLC30A1	XPO1
SLC30A1	VEGFA
ITGB1BP2	TKT
ITGB1BP2	DDIT3
ITGB1BP2	VEGFA
LYPLA2	PLA2G2A
LYPLA2	TKT
HOXA1	TLE1
HOXA1	FST
HOXA1	VASN
COL4A5	LAMB3
COL4A5	ACTN4
COL4A5	ILK
COL4A5	ANXA7
CD274	MTOR
CD274	PDX1
CD274	LEF1
CD274	CD3G
TAS1R1	GGT1
FST	DDIT3
FST	LEF1
XPO1	ILK
XPO1	PHGDH
XPO1	MTOR
RAB8B	RAB3IL1
RAB8B	LEF1
ILK	ATXN10
ILK	MTOR
ILK	ACTN4
ILK	SSR1
ILK	LAMB3
TRAPPC9	RAB3IL1
TRAPPC9	RAB30
VASN	PHGDH
HACD2	GGT1
PRDM1	NR3C1
PRDM1	LEF1
PRDM1	TLE1
PRDM1	DDIT3
PRDM1	PDX1
ATXN10	LAMB3
CD3G	VEGFA
CD3G	NR3C1
AKR1B10	PHGDH
AKR1B10	PLA2G2A
UCHL5	ACTN4
UCHL5	ANXA7
UCHL5	PLA2G2A
ORAI1	CAMK2G
ORAI1	VEGFA
LAMB3	LEF1
LAMB3	ACTN4
MTOR	GNB1L
MTOR	VEGFA
LEF1	RAB30
LEF1	GNB1L
LEF1	TLE1
ANXA7	TKT
ANXA7	TLE1
ANXA7	SSR1
ANXA7	PHGDH
GNB1L	NR3C1
VEGFA	DDIT3
VEGFA	NR3C1
NR3C1	RAB30
ACTN4	PHGDH
ACTN4	CAMK2G
ACTN4	SSR1
PHGDH	SSR1
NPAS3	PDX1
NPAS3	DDIT3
TLE1	PDX1
