#tail	head
HDAC10	SPG7
HDAC10	HIST1H4B
HIST1H4B	FUS
HIST1H4B	COPS5
HIST1H4B	RAD21
HIST1H4B	FOXA1
MED20	TRA2B
MED20	DNAJB1
PHETA1	SPG7
PHETA1	SORBS3
FOXJ1	GRIK2
FOXJ1	RAD21
FOXJ1	NTN1
BCAR1	TMOD3
BCAR1	NTN1
BCAR1	CTTN
BCAR1	BGN
BCAR1	GPC4
SORBS3	SORBS1
SORBS3	CTTN
SORBS3	GRIN2B
SORBS3	GRIK2
GPC4	BGN
GPC4	SOX5
GRIK2	TMOD3
GRIK2	CALCOCO1
GRIK2	FOXA1
GRIK2	GRIN2B
GRIK2	SORBS1
COMMD3	SOX5
COMMD3	COPS5
MCFD2	TMOD3
RAD21	FOXA1
RAD21	CTTN
RAD21	EIF3A
SOX5	FOXA1
TMOD3	CTTN
TMOD3	GRIN2B
TMOD3	FOXA1
TMOD3	SORBS1
SORBS1	EIF3A
SORBS1	FUS
SORBS1	CTTN
SORBS1	GRIN2B
SORBS1	CALCOCO1
SORBS1	DNAJB1
CTTN	CALCOCO1
CTTN	DNAJB1
CTTN	FUS
CTTN	EIF3A
NTN1	FOXA1
FOXA1	CALCOCO1
FOXA1	DNAJB1
EIF3A	GIMAP8
GIMAP8	FUS
FUS	COPS5
FUS	TRA2B
COPS5	TRA2B
