#tail	head
ALOX5	CASP9
ALOX5	NFKB1
ALOX5	MPO
ALOX5	POMC
ALOX5	PPARA
ALOX5	ALOX5AP
ALOX5	TACR1
ALOX5	RYR1
BCL7A	UBP1
BCL7A	PHACTR4
DDIT3	PPARA
DDIT3	PCDH9
DDIT3	NFKB1
DDIT3	CASP9
MPO	CASP9
MPO	JAK2
MPO	PPARA
MPO	NFKB1
CD3G	FGF7
CD3G	IL1RL1
CD3G	FNBP1L
CD3G	PTPN11
CD3G	SH3KBP1
CD3G	ZMYM2
CD3G	JAK2
PTPN11	SH3KBP1
PTPN11	JAK2
PTPN11	DUSP13
PTPN11	FGF7
PTPN11	SRMS
PTPN11	ZMYM2
JAK2	NFKB1
JAK2	SH3KBP1
JAK2	UBP1
JAK2	ZMYM2
JAK2	DUSP13
JAK2	FGF7
PPARA	CACNB1
PPARA	FNBP1L
PPARA	PCDH9
PPARA	DUSP13
PPARA	ALOX5AP
PPARA	IL1RL1
IL1RL1	SH3KBP1
IL1RL1	FGF7
IL1RL1	ZMYM2
CPNE1	RYR1
CPNE1	CACNB1
CPNE1	SH3KBP1
CPNE1	CACNA2D3
CACNA2D3	POMC
CACNA2D3	TACR1
CACNA2D3	RYR1
CACNA2D3	ACTN3
CACNA2D3	CACNB1
RYR1	ACTN3
RYR1	POMC
RYR1	TACR1
SH3KBP1	ZMYM2
SH3KBP1	FGF7
SH3KBP1	TACR1
SH3KBP1	PHACTR4
SH3KBP1	FNBP1L
DUSP13	SRMS
FGF7	ZMYM2
TACR1	FNBP1L
PCDH9	UBP1
CACNB1	ACTN3
ACTN3	UBP1
ZMYM2	UBP1
