#tail	head
UCHL1	NMRAL1
UCHL1	SF1
UCHL1	CDK5
SF1	PRKAG1
SF1	TUFM
SF1	JUN
SF1	NAPG
SF1	RCN1
SF1	C1orf198
SF1	CCT6A
SF1	GNAI2
SF1	LIMA1
SF1	MAP7D2
SF1	SHKBP1
SF1	SPTBN1
SF1	CGB8
CDK5	JUN
CDK5	CCT6A
CASTOR1	MIOS
CASTOR1	CASTOR2
CASTOR1	ZC2HC1B
C1orf198	NAPG
C1orf198	SPTBN1
C1orf198	SHKBP1
DISC1	ARHGEF11
DISC1	CGB8
DISC1	SPTBN1
DISC1	PTGER2
CATSPER1	PYGB
CATSPER1	GNAI2
CATSPER1	AGR2
CATSPER1	SLC24A3
ARHGEF11	RHOU
CASTOR2	MIOS
HUWE1	SLC10A1
HUWE1	TUFM
HUWE1	CCT6A
HUWE1	AGR2
RFPL4B	MIOS
GPHA2	CGB8
GPHA2	PPP6R3
INHBA	FKBP1A
INHBA	CGB8
INHBA	PTGER2
SHKBP1	GNAI2
SHKBP1	LIMA1
SHKBP1	MAP7D2
SHKBP1	PRKAG1
SHKBP1	TUFM
SHKBP1	SPTBN1
SHKBP1	NAPG
SHKBP1	RCN1
SHKBP1	CCT6A
UNC50	SLC10A1
UNC50	JUN
GNAI2	TRPV5
GNAI2	NAPG
GNAI2	SPTBN1
GNAI2	FKBP1A
MIOS	PPM1H
TUFM	JUN
TUFM	NAPG
TUFM	PPP6C
TUFM	SPTBN1
TUFM	ZC2HC1B
TRPV5	PYGB
TRPV5	SLC24A3
RCN1	NAPG
RCN1	PPP6C
RCN1	SPTBN1
LIMA1	PPM1H
LIMA1	SPTBN1
LIMA1	NAPG
AGR2	CGB8
AGR2	JUN
SLC24A3	SLC10A1
SPTBN1	MAP7D2
SPTBN1	CCT6A
SPTBN1	PRKAG1
SPTBN1	NAPG
FKBP1A	NMRAL1
PPP6R1	PPP6R3
PPP6R1	STK40
PPP6R1	PPP6C
PTGER2	CGB8
CCT6A	NAPG
CCT6A	PPP6C
CCT6A	JUN
PPP6C	PPP6R3
PPP6C	STK40
CGB8	HSD17B13
CGB8	JUN
RHOU	HSD17B13
MAP7D2	JUN
MAP7D2	NAPG
STK40	PPP6R3
STK40	JUN
PYGB	SEPHS2
PYGB	NMRAL1
HSD17B13	TMEM60
NAPG	PRKAG1
SLC10A1	TMEM60
NMRAL1	PRKAG1
SEPHS2	PRKAG1
