#tail	head
NOG	LEF1
NOG	PRDM1
NOG	SLC39A11
NOG	KLF4
NOG	AES
NOG	LPCAT1
NOG	AMBP
NOG	FYN
NOG	DPEP3
NOG	MGAT5
NOG	SP3
NOG	GALC
NOG	TLE2
NOG	GALE
NOG	SLC7A5
NOG	CCM2L
NOG	PFKP
AES	TLE2
AES	CRX
AES	KLF4
AES	PPARD
AES	PRDM1
AES	HDAC1
AES	DVL3
AES	LEF1
HDAC7	PPARD
HDAC7	KLF4
HDAC7	TLE2
HDAC7	HDAC1
SP3	TSEN54
SP3	CRX
SP3	HDAC1
SP3	E2F1
SP3	PPARD
CES3	E2F1
CES3	OLAH
GALC	MGAT5
GALC	E2F1
GALC	B3GNT3
GALC	PIGP
GALC	GALT
GALC	PFKP
HSPA5	NFKB1
HSPA5	PRDM1
HSPA5	HDAC1
HSPA5	MGAT5
HSPA5	PON2
HSPA5	DPEP3
CRX	TULP1
CRX	SLC6A5
DPEP3	SLC6A5
DVL3	FGFR2
DVL3	KLF4
DVL3	FYN
DVL3	PLCD1
DVL3	IGLV1-51
GCSH	MAGEA6
GCSH	SLC27A5
GCSH	NFKB1
TSEN54	LEF1
TNFSF13B	LEF1
TNFSF13B	CHST12
TNFSF13B	NFKB1
SLC39A11	AMBP
SLC39A11	HDAC1
SLC39A11	PON2
E2F1	PFKP
E2F1	KLF4
E2F1	NFKB1
E2F1	HDAC1
E2F1	SLC6A5
E2F1	LEF1
B3GNT3	PIGP
B3GNT3	MGAT5
B3GNT3	PFKP
PRDM1	HDAC1
PRDM1	TLE2
PRDM1	LEF1
CCM2L	LEF1
MAGEA6	HDAC1
LPCAT1	AACS
LPCAT1	SLC27A5
OLAH	SLC27A5
OLAH	LEF1
OLAH	AACS
PON2	CHST12
TULP1	FYN
GALE	PIGP
GALE	GALT
FGFR2	IGLV1-51
FGFR2	FYN
MGAT5	PIGP
MGAT5	PFKP
SLC7A5	SLC27A5
SLC7A5	SLC6A5
AMBP	IGLV1-51
PPARD	AACS
PPARD	SLC27A5
PPARD	HDAC1
SLC27A5	SLC6A5
SLC27A5	PFKP
SLC27A5	AACS
SLC6A5	LEF1
FYN	IGLV1-51
FYN	LEF1
NFKB1	KLF4
NFKB1	PFKP
NFKB1	HDAC1
TLE2	HDAC1
TLE2	LEF1
PLCD1	TEX35
LEF1	HDAC1
KLF4	HDAC1
PIGP	PFKP
