#tail	head
DAZAP1	ESRRA
DAZAP1	DAZ1
DAZAP1	DAZL
SP3	TMEM255A
SP3	ESRRA
SP3	PIAS1
SP3	ESR2
MYL6B	CACNA2D2
MYL6B	DNMT3B
PKD2	CACNA2D2
PKD2	PKHD1
PNMA1	PKHD1
PNMA1	LNX1
PNMA1	RNF41
PIAS1	ESRRA
PIAS1	DNMT3B
PIAS1	ESR2
SIPA1L2	ESR2
SIPA1L2	PPARA
PPARA	HRH3
PPARA	PKHD1
PPARA	ESRRA
PPARA	SLC7A5
TMEM255A	ZIC1
DAZL	DAZ1
DZIP1	DAZ1
DZIP1	IFT88
ATG9B	ATG14
ATG9B	SLC7A5
ESRRA	CCDC151
ESRRA	HRH3
ESRRA	ESR2
ATG14	FSD2
IFT88	CCDC151
PKHD1	ESR2
CACNA2D2	ESR2
CACNA2D2	SLC7A5
LNX1	FSD2
LNX1	UBE2G2
SLC7A5	ESR2
UBE2G2	RNF41
