#tail	head
TONSL	XRCC6
TONSL	HIST1H3D
TONSL	SSRP1
KRTAP19-5	BHLHE40
KRTAP19-5	GRINA
KRTAP19-5	KRTAP6-2
KRTAP19-5	PATZ1
PUM3	DDX24
PUM3	DDX52
PUM3	FBL
MSX2	PATZ1
MSX2	XRCC6
MSX2	TENT5D
TNFRSF1A	PRKAA1
TNFRSF1A	MAP3K5
TNFRSF1A	STAT1
TNFRSF1A	PTPN6
PTPN6	HLA-DRB4
PTPN6	STAT1
MPG	TERF2IP
MPG	FLG
MPG	EIF2A
PRKAA1	HNF4A
PRKAA1	KLC2
PRKAA1	STAT1
PRKAA1	BHLHE40
KLC2	DCTN6
KLC2	HLA-DRB4
HNF4A	BMI1
HNF4A	XRCC6
HNF4A	RPS5
HNF4A	HIST2H3A
HNF4A	IFITM2
HNF4A	STAT1
HNF4A	TERF2IP
HNF4A	PATZ1
HNF4A	SNRPD3
STAT1	MAP3K5
STAT1	IFITM2
STAT1	EIF2A
STAT1	RTF1
STAT1	HIST2H3A
STAT1	STK4
HLA-DRB4	KIF26A
RTF1	SSRP1
RTF1	ETF1
DCTN6	KIF26A
HIST2H3A	ASH1L
HIST2H3A	BMI1
HIST2H3A	HIST1H3D
HIST2H3A	SSRP1
DDX52	HIST1H3D
DDX52	FBL
DDX52	RPS5
SNRPD3	METTL14
SNRPD3	HIST1H3D
SNRPD3	BZW1
ETF1	RPS5
ETF1	BZW1
BHLHE40	KRTAP6-2
RASSF3	STK4
RASSF3	TENT5D
PKP1	BMI1
PKP1	CIDEA
PKP1	FLG
FBL	TERF2IP
FBL	BMI1
FBL	DDX24
FBL	RPS5
FBL	SSRP1
MAP3K5	NF2
HIST1H3D	DDX24
HIST1H3D	METTL14
HIST1H3D	ASH1L
HIST1H3D	XRCC6
HIST1H3D	BMI1
HIST1H3D	SSRP1
DDX24	TERF2IP
STK4	XRCC6
STK4	FLG
TERF2IP	XRCC6
EIF2A	RPS5
KRTAP6-2	PATZ1
KRTAP6-2	GRINA
KRTAP6-2	TENT5D
RPS5	NF2
RPS5	METTL14
FLG	METTL14
SSRP1	XRCC6
SSRP1	BMI1
SSRP1	NF2
UBE2D2	BMI1
XRCC6	NF2
XRCC6	METTL14
