#tail	head
SMC1A	CKAP5
SMC1A	CUL7
SMC1A	DNM1
SMC1A	PAFAH1B1
SMC1A	PLK1
SMC1A	NF2
LIPT1	NADSYN1
LIPT1	LARS2
LIPT1	APP
NINL	SIPA1L1
NINL	PAFAH1B1
NINL	ZNF646
NINL	PLK1
NINL	PCNT
NINL	CKAP5
OPRM1	APP
OPRM1	CES2
OPRM1	SIN3A
DNM1	APP
DNM1	TGFA
DNM1	GAPDH
DNM1	PLCG1
NADSYN1	GAPDH
NADSYN1	LARS2
NADSYN1	APP
NEDD8	UBE2D3
NEDD8	SPOP
NEDD8	KLHL22
NEDD8	GAPDH
NEDD8	CUL7
NEDD8	COPS3
NEDD8	KLHL13
DNA2	RBBP8
CKAP5	PCNT
CKAP5	PLK1
CKAP5	NF2
CKAP5	PLCG1
CKAP5	PAFAH1B1
TRAF1	TBC1D8
TRAF1	GAPDH
TRAF1	SPOP
SIPA1L1	MAGI1
KLHDC8A	LONP1
KLHDC8A	NUDCD3
PAFAH1B1	DYNLRB2
PAFAH1B1	NUDCD3
PAFAH1B1	VDR
PAFAH1B1	PCNT
PAFAH1B1	DYNLT1
PAFAH1B1	PLK1
PAFAH1B1	TNNC1
PLCG1	IRS4
PLCG1	TGFA
PCNT	PLK1
PCNT	APP
TGFA	CES2
TGFA	TNNC1
NUDCD3	DYNLT1
NUDCD3	IRS4
NUDCD3	SPOP
NUDCD3	KLHL22
NUDCD3	KLHL13
NUDCD3	DYNLRB2
IRS4	TCF3
IRS4	NF2
GAPDH	TCF3
GAPDH	CUL7
GAPDH	APP
GAPDH	VDR
GAPDH	ZNF646
GAPDH	COPS3
DYNLT1	DYNLRB2
DYNLT1	APP
RBBP8	PLK1
TNNC1	REPIN1
TNNC1	APP
TNNC1	MYH3
LONP1	CUL7
LONP1	SOX2
TCF3	UBE2D3
TCF3	MAGI1
TCF3	REPIN1
TCF3	SOX2
TCF3	SIN3A
TCF3	SPOP
TCF3	TBC1D8
TCF3	KLHL13
TCF3	LARS2
TCF3	APP
TCF3	VDR
SIN3A	SOX2
SIN3A	VDR
UBE2D3	CUL7
UBE2D3	KLHL13
UBE2D3	KLHL22
UBE2D3	REPIN1
KLHL13	KLHL22
KLHL13	COPS3
APP	LARS2
APP	VDR
APP	MT4
APP	CES2
APP	CUL7
APP	DYNLRB2
APP	REPIN1
APP	PLK1
APP	MYH3
ZNF646	REPIN1
CUL7	SOX2
CUL7	REPIN1
MYH3	REPIN1
REPIN1	MAGI1
REPIN1	DYNLRB2
REPIN1	SPOP
REPIN1	SOX2
PLK1	KLHL22
KLHL22	COPS3
COPS3	SOX2
COPS3	SPOP
VDR	MAGI1
