#tail	head
INS	SRC
INS	PSMA1
INS	AKR7A2
INS	PRXL2A
INS	KRT8
INS	EFTUD2
INS	ARPC1B
INS	CXCL8
INS	STX12
INS	ADA
INS	CD302
INS	ADPGK
SERPINH1	VCP
SERPINH1	EFTUD2
SERPINH1	ARPC1B
SERPINH1	EPS15L1
SERPINH1	CYLD
SERPINH1	ADA
SERPINH1	SRC
ADA	AKR7A2
ADA	SRC
ACSL3	CYP2A6
ACSL3	SLC5A9
ACSL3	CYLD
CD302	ERGIC3
VCP	EFTUD2
VCP	RPL22
VCP	PSMA1
VCP	RFC2
VCP	SRC
VCP	CYLD
RFC2	EFTUD2
RFC2	PSMA1
RFC2	BLM
AKR7A2	CXCL8
AKR7A2	SLC5A9
PNKP	TMEM239
PNKP	BLM
CYLD	KRT8
CYLD	RPL22
CYLD	EFTUD2
CYLD	PSMA1
ADPGK	STX12
ADPGK	PRXL2A
ADPGK	SLC5A9
CYP2A6	CXCL8
STX12	ERGIC3
PSMA1	EFTUD2
PRXL2A	SLC18A1
CXCL8	LCK
CXCL8	SRC
RPL22	EFTUD2
RPL22	LCK
SRC	ARPC1B
SRC	EPS15L1
SRC	LCK
TMEM239	SLC18A1
KRT8	EFTUD2
EPS15L1	ARPC1B
