#tail	head
PPARA	PRTN3
PPARA	LRRK2
PPARA	CYP1A2
PPARA	PYGB
PPARA	HMGB1
PPARA	PTPRZ1
PPARA	CAT
PPARA	PRKACA
PPARA	CKMT1A
PPARA	RASGRP2
KCNJ2	PRKACA
IGLC6	TEC
IGLC6	IGLV2-8
IGLC6	RASGRP2
IGLC6	HCK
IGLC6	FGF2
IGLC6	DGKH
IGLC6	LYN
TEC	LYN
TEC	FGF2
TEC	PTPRZ1
TEC	DUPD1
TEC	RASGRP2
TEC	IGLV2-8
PRKACA	LRRK2
PRKACA	FGF2
PRKACA	CYP1A2
PRKACA	SF1
PRKACA	RASGRP2
PTPRZ1	LYN
PTPRZ1	PYGB
PTPRZ1	HCK
PTPRZ1	HMGB1
HCK	IGLV2-8
HCK	RASGRP2
HCK	DUPD1
PYGB	LRRK2
PYGB	DUPD1
SF1	CKMT1A
SF1	RASGRP2
CYP1A2	FGF2
CYP1A2	CAT
CYP1A2	HMGB1
RASGRP2	LYN
RASGRP2	IGLV2-8
HMGB1	CAT
IGLV2-8	FGF2
IGLV2-8	DGKH
IGLV2-8	LYN
PRTN3	CKMT1A
CAT	LYN
CAT	FGF2
FGF2	LYN
DUPD1	LYN
