#tail	head
NFKBIE	HDAC5
NFKBIE	ESR2
NFKBIE	KLF12
NFKBIE	FOXA1
NFKBIE	NFKB2
NFKB2	POLR1E
NFKB2	DHX9
NFKB2	HDAC5
NFKB2	NR3C1
NFKB2	GEMIN4
NFKB2	FASN
NFKB2	ESR2
NFKB2	TNF
NFKB2	PSMA6
TNF	DUSP1
TNF	DAXX
TNF	NR1I2
TNF	CASP7
TNF	SERBP1
TNF	CTNNB1
TNF	PSMA6
TNF	IRF1
TNF	HIST1H4B
TNF	FN1
TNF	SPTAN1
TNF	HNF4A
TNF	FASN
TNF	DCD
TNF	COL3A1
TNF	PPARA
TNF	NR3C1
TNF	IL2RB
TNF	ABCC2
TNF	FGF8
TNF	EGF
TNF	PHB2
TNF	THRAP3
TNF	DISC1
TNF	VIM
TNF	IL1RAP
TNF	ELK1
HMGA1	OBSL1
HMGA1	HIST1H3J
HMGA1	HIST2H3A
HMGA1	HIST2H3C
HMGA1	POU2F2
HMGA1	HIST1H4B
HMGA1	FGF8
HMGA1	ETS2
HMGA1	HIST1H3B
HMGA1	HIST1H3C
HMGA1	HTT
HMGA1	CDKN1A
HMGA1	FN1
HMGA1	MYOD1
HMGA1	FOXA1
CTNNB1	SNRPD2
CTNNB1	ABCC2
CTNNB1	SMARCE1
CTNNB1	MAP1LC3B
CTNNB1	RPRD1B
CTNNB1	FGF8
CTNNB1	SMARCA4
CTNNB1	DHX9
CTNNB1	TBL1X
CTNNB1	FZD4
CTNNB1	TADA3
CTNNB1	EGF
CTNNB1	PPARA
CTNNB1	HIST2H3C
CTNNB1	DAXX
CTNNB1	GAPDH
CTNNB1	HIST1H3J
CTNNB1	OBSL1
CTNNB1	PDCD6IP
CTNNB1	HIST1H2BG
CTNNB1	ESR2
CTNNB1	SMN2
CTNNB1	HIST1H3B
CTNNB1	SPTAN1
CTNNB1	MCM7
CTNNB1	HIST1H4B
CTNNB1	CBFB
CTNNB1	SMAD3
CTNNB1	HIST1H3C
CTNNB1	TFG
CTNNB1	ACTBL2
CTNNB1	EPHA2
CTNNB1	AP1M1
CTNNB1	AR
CTNNB1	CDH23
CTNNB1	THRAP3
CTNNB1	HNF4A
CTNNB1	MITF
CTNNB1	SMARCD1
KITLG	IL2RB
KITLG	FGF19
KITLG	FGF8
KITLG	IL1RAP
KITLG	NCK1
KITLG	PIK3R2
KITLG	KLB
KITLG	IGLC7
KITLG	IGLV1-47
KITLG	MYO18A
MYO18A	TWF1
MYO18A	FGF19
MYO18A	ACTBL2
MYO18A	IRAK1
MYO18A	IGLC7
MYO18A	ETS2
MYO18A	IL1RAP
MYO18A	SMARCA4
MYO18A	MYOD1
MYO18A	DAB2
MYO18A	NCK1
MYO18A	HBEGF
MYO18A	PIK3R2
MYO18A	EGF
MYO18A	SPTAN1
MYO18A	RAC1
MYO18A	GRB2
MYO18A	ESR2
MITF	IRF1
MITF	SMARCA4
MITF	HNF4A
MITF	PAX6
MITF	FOXA1
MITF	MEF2A
MITF	EGF
MITF	PPARA
MITF	RXRB
MITF	CDKN1A
MITF	NR3C1
SNRPA	HNF4A
SNRPA	ESR2
SNRPA	HNRNPH1
SNRPA	HIST1H3J
SNRPA	DDX20
SNRPA	SMN2
SNRPA	SF3B1
SNRPA	CCAR1
SNRPA	SNRPD2
SNRPA	DHX9
SNRPA	POLR2C
SNRPA	AAR2
SNRPA	HNRNPA3
SNRPA	OBSL1
SNRPA	POLR2D
SNRPA	HIST1H3C
SNRPA	DDIT4L
SNRPA	POLR2F
SNRPA	SNRPA1
SNRPA	GEMIN4
SNRPA	FN1
SMARCE1	HIST1H3B
SMARCE1	NR3C1
SMARCE1	GTF2H4
SMARCE1	HIST1H3C
SMARCE1	DAZAP1
SMARCE1	HIST1H4B
SMARCE1	AR
SMARCE1	SMARCD1
SMARCE1	SMARCA4
SMARCE1	ESR2
SMARCE1	HIST1H3J
SMARCE1	ARC
SMARCE1	DISC1
SMARCE1	ETS2
SMARCE1	WDR77
PXDNL	SPTAN1
PXDNL	DUOX2
HIST1H3J	SNRPD2
HIST1H3J	MCM7
HIST1H3J	HIST1H4B
HIST1H3J	WDR77
HIST1H3J	CCAR1
HIST1H3J	KIAA1143
HIST1H3J	PHF20L1
HIST1H3J	THRAP3
HIST1H3J	POLR2D
HIST1H3J	CSTB
HIST1H3J	MYOD1
HIST1H3J	HNRNPA3
HIST1H3J	PAX6
HIST1H3J	SMARCD1
HIST1H3J	HIST2H3C
HIST1H3J	IRF1
HIST1H3J	ZNF292
HIST1H3J	POLR2F
HIST1H3J	HIST2H3A
HIST1H3J	ACTBL2
HIST1H3J	TWISTNB
HIST1H3J	RFC4
HIST1H3J	SMARCA4
HIST1H3J	HDAC5
HIST1H3J	FOXA1
HIST1H3J	SERBP1
HIST1H3J	GRB2
HIST1H3J	ESR2
HIST1H3J	PRKCD
HIST1H3J	POLR2C
HIST1H3J	RAC1
HIST1H3J	DAXX
HIST1H3J	POLR1E
HIST1H3J	HIST1H2BG
