#tail	head
COX6B1	VPS26A
COX6B1	ALDH1B1
POLR2D	CTR9
POLR2D	SF3A1
POLR2D	WTAP
POLR2D	HIST1H2AJ
POLR2D	PCBP1
POLR2D	POU2F2
POLR2D	USP39
POLR2D	PRPF31
POLR2D	HIST1H4C
POLR2D	HIST1H3J
POLR2D	HIST1H4J
POLR2D	ESR1
POLR2D	MYB
POLR2D	POLR2H
POLR2D	CPSF3
POLR2D	WDR5
HEMGN	HMGA1
HEMGN	ODC1
POLR2H	POU2F2
POLR2H	ESR1
POLR2H	CTR9
POLR2H	GABPA
POLR2H	BAG3
POLR2H	HIST1H4C
POLR2H	HIST1H3J
POLR2H	SF3A1
POLR2H	USP39
POLR2H	PRPF31
POLR2H	HIST1H2AJ
POLR2H	MYB
POLR2H	PCBP1
POLR2H	WDR5
POLR2H	CPSF3
POLR2H	WTAP
POLR2H	RELA
POLR2H	HIST1H4J
SEPT7	SORD
SEPT7	SDC4
SEPT7	TUBA1B
SEPT7	MAPK1
SEPT7	PROCR
SEPT7	WDR5
SEPT7	EPB41L5
SEPT7	CAPZA2
SEPT7	PRMT1
SEPT7	MYH9
SEPT7	GNAS
SEPT7	NAPG
SEPT7	GAPDH
SEPT7	OSBPL8
SEPT7	SFPQ
SEPT7	SET
SEPT7	PCBP1
SEPT7	NUDC
SEPT7	SEC23B
SEPT7	LMNA
SEPT7	CPSF3
SEPT7	CTTN
SEPT7	VPS26A
SEPT7	MYOF
SEPT7	TNRC6B
LAMA3	MYB
LAMA3	SDC4
LAMA3	COL11A2
LAMA3	ELF1
LAMA3	ACTB
LAMA3	HSPG2
LAMA3	MET
LAMA3	DMD
LAMA3	ZEB1
ARL13B	C4orf3
ARL13B	STX1A
DCTN1	FBXW4
DCTN1	KIF20A
DCTN1	CENPJ
DCTN1	PCBP1
DCTN1	BAG3
DCTN1	ACTA2
DCTN1	CEP70
DCTN1	SDHC
DCTN1	ZEB1
DCTN1	CAPZA2
P3H2	IDH2
P3H2	SDHC
P3H2	COL11A2
P3H2	NOG
KCNMA1	PDZRN4
KCNMA1	PF4V1
KCNMA1	DMD
KCNMA1	KRT16
KCNMA1	NPHS1
KCNMA1	PRSS3
KCNMA1	TTN
KCNMA1	HTR3A
KCNMA1	DCD
KCNMA1	GCG
KCNMA1	ADRA1B
KCNMA1	PKM
KCNMA1	ACTA2
KCNMA1	BCL2
GCG	DDIT3
GCG	GNAS
GCG	ZEB1
GCG	ESR1
GCG	RELA
GCG	ADRA1B
GCG	PPARG
GCG	PKM
HIST1H4C	HDAC1
HIST1H4C	ASF1B
HIST1H4C	HMGA1
HIST1H4C	ACTB
HIST1H4C	LMNA
HIST1H4C	BRD7
HIST1H4C	ESR1
HIST1H4C	WDR5
HIST1H4C	TRIP4
HIST1H4C	PAX2
HIST1H4C	CENPH
HIST1H4C	MAPK1
HIST1H4C	SMARCC2
HIST1H4C	WTAP
HIST1H4C	RELA
HIST1H4C	PRMT1
HIST1H4C	MYB
HIST1H4C	GABARAPL1
HIST1H4C	HIST1H2AJ
HIST1H4C	DDC
HIST1H4C	NCOR1
HIST1H4C	BCL2
HIST1H4C	SET
HIST1H4C	SDR16C5
HIST1H4C	MCM2
HIST1H4C	HIST1H3J
HIST1H4C	PPARG
HIST1H4C	GAPDH
HIST1H4C	CENPU
HIST1H4C	ACTL6A
HIST1H4C	PKM
PRMT1	RELA
PRMT1	ESR1
PRMT1	SEC23B
PRMT1	SFPQ
PRMT1	ILF3
PRMT1	SDC4
PRMT1	SET
PRMT1	HDAC1
PRMT1	SDR16C5
PRMT1	PPARG
PRMT1	GABARAPL1
PRMT1	NOG
PRMT1	PKM
PRMT1	HIST1H3J
PRMT1	NAPG
PRMT1	HIST1H2AJ
PRMT1	GCLC
PRMT1	WDR5
PRMT1	CTTN
PRMT1	MCM2
PRMT1	HIST1H4J
MYO9B	SKAP1
MYO9B	PCBP1
MYO9B	RHOU
MYO9B	MCM2
CENPU	HIST1H4J
CENPU	HIST1H2AJ
CENPU	CENPH
CENPU	WTAP
CENPU	NOG
CENPU	NUDC
MET	CTTN
MET	PCBP1
MET	PIP5K1A
MET	NOG
MET	MAPK1
MET	DUSP10
MET	PKM
MET	WASL
SDHC	ACOT4
SDHC	HNF1A
SDHC	STIM1
CPSF3	SF3A1
CPSF3	NAPG
CPSF3	CTTN
CPSF3	CTR9
CPSF3	PCBP1
CPSF3	PIP5K1A
CPSF3	SEC23B
