#tail	head
ILF3	TUFM
ILF3	JUN
ILF3	RPL21
ILF3	EIF4A3
MTA3	ESR2
MTA3	BCLAF1
MTA3	JUN
MTA3	ZFPM2
CDX2	ZFPM2
CDX2	POFUT1
LZTS2	TXNL4A
LZTS2	ESR2
GATA6	POFUT1
GATA6	ITGB3BP
GATA6	ZFPM2
DNAJC8	CPSF3
DNAJC8	TXNL4A
DNAJC8	EIF4A3
ATF2	PLAA
ATF2	JUN
ATF2	ITGB3BP
ZNF768	ESR2
ZNF768	JUN
EIF4A3	TXNL4A
EIF4A3	BCLAF1
EIF4A3	CPSF3
EIF4A3	ESR2
EIF4A3	JUN
EIF4A3	RPL21
ITGB3BP	JUN
ESR2	BCLAF1
ESR2	JUN
ESR2	CPSF3
ESR2	TXNL4A
ESR2	FUT8
RPL21	JUN
RPL21	TUFM
PLAA	JUN
PLAA	TUFM
FUT8	POFUT1
JUN	TUFM
JUN	CPSF3
TXNL4A	CPSF3
