#tail	head
KRT83	NRF1
KRT83	STAT5A
KRT83	KRT14
ASH2L	CPSF1
ASH2L	NBN
CGB5	PDE4B
CGB5	CDKN1B
CGB5	KCNJ3
CHKB	LAT
CHKB	PDE4B
CHKB	AP4E1
CHKB	ATM
CHKB	KRT14
CHKB	PLAG1
CHKB	GABBR1
NRF1	STAT5A
NRF1	ATM
NRF1	NARF
NRF1	YWHAE
STAT5A	CDK7
STAT5A	NARF
STAT5A	AP4E1
AP4E1	LAT
AP4E1	KRT14
AP4E1	PDE4B
AP4E1	ATM
AP4E1	GABBR1
AP4E1	PLAG1
LAT	PDE4B
LAT	KRT14
LAT	PLAG1
LAT	ATM
LAT	GABBR1
CDK7	ATM
CDK7	CDKN1B
CDK7	NBN
CDKN1B	ATM
CDKN1B	YWHAE
GABBR1	KRT14
GABBR1	ATM
GABBR1	PDE4B
GABBR1	KCNJ3
GABBR1	PLAG1
KRT14	PDE4B
KRT14	PLAG1
KRT14	ATM
PLAG1	ATM
PLAG1	PDE4B
ATM	NBN
ATM	MDM4
ATM	PDE4B
MDM4	YWHAE
MDM4	NBN
