#tail	head
LAD1	SH3KBP1
LAD1	HDAC4
LAD1	STXBP5L
HIST1H2BC	POU2F1
HIST1H2BC	HIST2H4B
HIST1H2BC	FOXA1
HIST1H2BC	JUN
HIST1H2BC	EED
HIST1H2BC	TSR1
HIST1H2BC	RBBP5
SUMF2	ARSK
SUMF2	SUMF1
SUMF2	ARSD
DDB1	RBBP5
DDB1	PIAS1
DDB1	HDAC4
DDB1	EED
DDB1	HNRNPU
DDB1	JUN
DDB1	MAP3K1
GYS1	JUN
GYS1	OTUD5
GYS1	INS
DDX58	OTUD5
DDX58	MAP3K1
FZD8	FGF1
FZD8	POU2F1
FZD8	IFNA7
FZD8	INS
EED	FOXA1
EED	HIST2H4B
EED	HNRNPU
EED	NRF1
EED	DYNLL1
EED	HNRNPC
ARSK	NRF1
ARSK	SUMF1
IGF2BP2	TRIM50
IGF2BP2	SH3KBP1
IGF2BP2	PLPP1
IGF2BP2	JUN
PIK3R1	PIK3CG
PIK3R1	FGF1
PIK3R1	GRB2
PIK3R1	PDGFD
PIK3R1	INS
PIK3R1	CLTCL1
PIK3R1	SH3KBP1
INS	PDGFD
INS	STXBP5L
INS	NRF1
INS	SUMF1
INS	FOXA1
INS	GRB2
INS	SH3KBP1
INS	IL13RA2
INS	POU2F1
INS	SUGP2
INS	DYNLL1
INS	JUN
INS	PIAS1
INS	HNRNPC
NRF1	GRB2
NRF1	PIAS1
NRF1	DYNLL1
NRF1	POU2F1
NRF1	SUGP2
HDAC4	HNRNPU
HDAC4	HIST2H4B
HDAC4	GRB2
IL13RA2	GRB2
IL13RA2	IFNA7
IL13RA2	IL18R1
DYNLL1	GRB2
DYNLL1	STXBP5L
TSR1	PSPH
TSR1	FOXA1
TSR1	JUN
TSR1	HNRNPU
PHKA2	POU2F1
PHKA2	PLPP1
PHKA2	PSPH
PHKA2	MAP3K1
TRIM50	SUGP2
SUGP2	POU2F1
CLTCL1	PIK3CG
CLTCL1	GRB2
CLTCL1	SH3KBP1
COL23A1	HIST2H4B
COL23A1	POU2F1
PIK3CG	PDGFD
PIK3CG	SH3KBP1
PIK3CG	GRB2
PIK3CG	FGF1
RBBP5	SH3KBP1
RBBP5	JUN
RBBP5	HIST2H4B
SH3KBP1	HNRNPC
SH3KBP1	GRB2
SH3KBP1	FGF1
RRP15	HNRNPU
RRP15	FOXA1
RRP15	JUN
SUMF1	ARSD
OTUD5	GRB2
IL18R1	IFNA7
IL18R1	GRB2
PLPP1	POU2F1
HNRNPU	GRB2
HNRNPU	JUN
HNRNPU	HIST2H4B
HNRNPU	PIAS1
HNRNPU	HNRNPC
POU2F1	JUN
POU2F1	HIST2H4B
POU2F1	FOXA1
POU2F1	PIAS1
MAP3K1	GRB2
MAP3K1	JUN
MAP3K1	HIST2H4B
FGF1	JUN
FGF1	GRB2
JUN	FOXA1
JUN	HIST2H4B
JUN	HNRNPC
JUN	PIAS1
HIST2H4B	GRB2
HIST2H4B	FOXA1
GRB2	HNRNPC
PIAS1	FOXA1
PIAS1	HNRNPC
