#tail	head
REEP5	TNFRSF10B
REEP5	OR13C2
REEP5	SCAMP1
REEP5	ARFIP2
REEP5	GNB1
HNF4A	RPL37
HNF4A	FOXA1
HNF4A	POLD1
HNF4A	CEP85
HNF4A	SEC61B
HNF4A	BRCA1
HNF4A	HNRNPA1
HNF4A	IRS4
HNF4A	RPL12
HNF4A	ARFIP2
HNF4A	ARNT
FOXA1	VIM
FOXA1	PAX2
FOXA1	BRCA1
FOXA1	SLC38A3
FOXA1	IRS4
RPL37	RPS15
RPL37	MAST3
RPL37	RPL8
RPL37	PPP2R1A
RPL37	RPSA
RPL37	RPL12
RPL37	SMG7
RPL37	SEC61B
FOXF2	FRMD6
FOXF2	SLC38A3
FOXF2	IRS4
FOXF2	SCAMP1
FOXF2	ARNT
FOXF2	FYN
SLC38A3	SLC27A4
SCAMP1	TNFRSF10B
SCAMP1	ARFIP2
SYT17	CEP63
SYT17	FRMD6
POLD1	POLD3
POLD1	PARP1
POLD1	BRCA1
POLD1	FYN
POLD1	CUL4B
POLD3	PARP1
POLD3	BRCA1
POLD3	CUL4B
MAST3	CSNK2B
MAST3	PARP1
RPSA	VIM
RPSA	HNRNPA1
RPSA	RPL12
RPSA	RPS15
RPSA	BRCA1
RPSA	SMG7
RPSA	GNB1
RPSA	PPP2R1A
RPSA	SEC61B
RPSA	RPL8
PPP2R1A	SMG7
PPP2R1A	CEP63
PPP2R1A	RPS15
PPP2R1A	CSNK2B
PPP2R1A	RPL12
PPP2R1A	RPL8
PPP2R1A	ARNT
PPP2R1A	IRS4
PPP2R1A	HNRNPA1
FYN	TNFRSF10B
FYN	ARNT
FYN	GNB1
FYN	TRPC6
IRS4	CUL4B
IRS4	MTNR1B
IRS4	ARNT
RPS15	HNRNPA1
RPS15	RPL12
RPS15	SMG7
RPS15	SEC61B
RPS15	RPL8
ARFIP2	CEP63
AP4E1	SEC61B
AP4E1	MTNR1B
AP4E1	VAMP2
LTBR	ARNT
LTBR	MTNR1B
LTBR	TNFRSF10B
KCNJ16	KCNJ10
KCNJ16	GNB1
ARNT	SEC61B
ARNT	BRCA1
ARNT	HNRNPA1
ARNT	CUL4B
ARNT	CEP63
SLC27A4	ALPL
KCNJ10	GNB1
KCNJ10	PAX2
HNRNPA1	VIM
HNRNPA1	RPL12
HNRNPA1	PARP1
HNRNPA1	BRCA1
HNRNPA1	CUL4B
HNRNPA1	RPL8
VAMP2	TRPC6
VAMP2	CACNA2D1
ALPL	VIM
PAX2	BRCA1
CSNK2B	BRCA1
CSNK2B	PARP1
CACNA2D1	TRPC6
CACNA2D1	VIM
SEC61B	CUL4B
SEC61B	RPL8
SEC61B	RPL12
CEP63	CEP85
RPL8	BRCA1
RPL8	SMG7
RPL8	RPL12
RPL8	CUL4B
BRCA1	PARP1
BRCA1	RPL12
BRCA1	CUL4B
SMG7	RPL12
MTNR1B	GNB1
TRPC6	GNB1
TRPC6	VIM
CUL4B	PARP1
CUL4B	RPL12
CUL4B	VIM
VIM	RPL12
OR13C2	GNB1
PARP1	TNFRSF10B
