#tail	head
HIST1H3D	EHMT2
HIST1H3D	CCNB1
HIST1H3D	LEF1
HIST1H3D	SMARCD1
HIST1H3D	H2AFY2
ZBED1	CSTF1
SND1	SEM1
PPP3CA	GRB2
BUB1B	PMF1
H2AFY2	OBSL1
ZNF598	HSPA1B
ZNF598	NUP133
LEF1	HIST1H2BL
LEF1	HIST1H3E
LEF1	NDRG2
LEF1	LRRC20
LEF1	MAPT
LEF1	TFCP2
PNMA2	GRB2
CRTC2	CREBBP
HIST2H2BC	HIST1H2AJ
HSPA1B	GRB2
HSPA1B	CCNB1
HSPA1B	NFATC2
HECTD4	TFCP2
KRT15	KRT7
KRT15	GRB2
RFC2	HIST1H3E
CCNB1	CENPK
CCNB1	HIST1H2AJ
CCNB1	HIST1H1A
HIST1H2BL	TAF1D
SMARCD1	HIST1H3E
SMARCD1	BCL7A
SMARCD1	NFATC2
SMARCD1	FAM161A
SMARCD1	SGK1
GRB2	EHMT2
GRB2	SGK1
GRB2	KRT7
GRB2	PDGFRL
FAM161A	INO80E
CREBBP	HIST1H2AJ
CREBBP	NFATC2
NUDT21	SEM1
NUDT21	OBSL1
HIST1H1A	EHMT2
ZMYM4	HIST1H3E
ZMYM4	NHLH1
ADORA2B	PDGFA
ADORA2B	POMC
POMC	GNAT1
NHLH1	INO80E
EHMT2	HIST1H3E
SENP7	CSTA
NUP133	OBSL1
HIST1H3E	TAF1D
NFATC2	CHAMP1
KRT34	KRT6C
TAF1D	HIST1H2AJ
