#tail	head
FABP4	CREBBP
FABP4	MED14
STAT6	RPS6KA3
STAT6	PLK3
STAT6	VPS39
STAT6	IGHG4
STAT6	IL1R1
STAT6	TGFBR2
STAT6	GPX1
STAT6	FGFR3
STAT6	IL12RB2
STAT6	FBXW7
STAT6	ZNRF2
STAT6	CREBBP
GPX1	IL2
GPX1	HIF1A
GPX1	BAX
GPX1	CYBA
GPX1	MDM2
GPX1	AOC3
GPX1	CFTR
GPX1	ABL1
GPX1	IL1R1
HIST1H3B	XRCC5
HIST1H3B	MED14
HIST1H3B	RPS6KA3
HIST1H3B	CREBBP
HIST1H3B	POU2F1
HIST1H3B	PES1
HIST1H3B	LMNA
HIST1H3B	HSPA8
HIST1H3B	DEK
MDM2	HIF1A
MDM2	AOC3
MDM2	TMEM205
MDM2	HSP90AB1
MDM2	HSPA8
MDM2	ABL1
MDM2	LATS2
MDM2	FBXW7
MDM2	IFNA1
MDM2	CREBBP
MDM2	CHRM3
MED14	CREBBP
MED14	CCT8
MED14	ABL1
MED14	FBXW7
MED14	HIF1A
FGFR3	PTPN12
FGFR3	IGHG4
FGFR3	POU2F1
FGFR3	IGLV3-19
FGFR3	PIP5K1B
FGFR3	HSPA8
FGFR3	HSP90AB1
FGFR3	RPS6KA3
FGFR3	CPSF6
CFTR	AOC3
CFTR	HSP90AB1
CFTR	IL2
CFTR	DNAJC5
CFTR	PIP5K1B
CFTR	RAB7A
CFTR	MYH2
CFTR	CPNE1
CFTR	STX6
CFTR	XRCC5
CFTR	LMNA
CFTR	CCT8
CFTR	PRODH
CFTR	HSPA8
UBAC1	MYH2
UBAC1	CPSF6
FBXW7	HSPA8
FBXW7	HSP90AB1
FBXW7	HIF1A
FBXW7	POU2F1
FBXW7	CCT8
IFNA1	HIF1A
IFNA1	CREBBP
IFNA1	LMNA
IFNA1	IL2
IFNA1	IL1R1
IFNA1	IL12RB2
IFNA1	BAX
PIP5K1B	IGHG4
PIP5K1B	IGLV3-19
PIP5K1B	IL2
PIP5K1B	CPSF6
PIP5K1B	GNAI1
DEK	CREBBP
DEK	XRCC5
DEK	HIF1A
DEK	PTPN12
TSSK1B	HSP90AB1
TSSK1B	HSPA8
TSSK1B	TGFBR2
CCT8	RPSA
CCT8	TUBA4A
IL2	EBI3
IL2	PRODH
CPSF6	IGHG4
CPSF6	IGLV3-19
CPSF6	CREBBP
CPSF6	PTBP3
CPSF6	LMNA
CPNE1	POU2F1
CPNE1	CACNG1
CPNE1	RPSA
PLK3	HIF1A
PLK3	POU2F1
PLK3	HSP90AB1
HSP90AB1	ABL1
HSP90AB1	LATS2
HSP90AB1	RPSA
HSP90AB1	RPS6KA3
HSP90AB1	HIF1A
HSP90AB1	HSPA8
RPSA	HSPA8
RPSA	LMNA
RPSA	XRCC5
IL12RB2	EBI3
IL12RB2	IL1R1
ZNRF2	SMAD4
PTPN12	CSH2
PTPN12	ABL1
CREBBP	SMAD4
CREBBP	RPS6KA3
CREBBP	HSPA8
CREBBP	BAX
CREBBP	HIF1A
LMNA	BAX
LMNA	GPR25
LMNA	XRCC5
LMNA	AOC3
LMNA	STX6
LMNA	LATS2
LMNA	POU2F1
LMNA	CACNG1
MYH2	HIF1A
MYH2	PTBP3
CHRM3	GNAI1
CHRM3	TUBA4A
LATS2	ABL1
LATS2	HIF1A
XRCC5	HIF1A
XRCC5	PTBP3
XRCC5	POU2F1
XRCC5	BAX
IL1R1	AOC3
PES1	HIF1A
EIF4G2	RAB7A
EIF4G2	PTBP3
EIF4G2	HSPA8
HIF1A	TMEM205
HIF1A	SMAD4
HIF1A	PRODH
HIF1A	HSPA8
HIF1A	BAX
SMAD4	CSH2
SMAD4	RPS6KA3
SMAD4	VPS39
SMAD4	HSPA8
SMAD4	TGFBR2
GPR25	TMEM52B
CYBA	PRODH
CYBA	AOC3
HSPA8	TUBA4A
HSPA8	RPS6KA3
HSPA8	PRODH
HSPA8	POU2F1
HSPA8	DNAJC5
HSPA8	ABL1
ABL1	PTBP3
RAB7A	VPS39
DNAJC5	STX6
TGFBR2	VPS39
TMEM52B	TMEM205
CACNG1	GNAI1
IGHG4	IGLV3-19
STX6	TMEM205
TMEM205	BAX
AOC3	BAX
PRODH	TUBA4A
