#tail	head
RPL5	ESR1
RPL5	RPS5
RPL5	BCAR1
RPL5	TMPO
RPL5	RRBP1
RPL5	SEC61A2
RAF1	KRT8
RAF1	NUP133
RAF1	PRKCD
BCAR1	MICAL2
BCAR1	ESR1
KRT8	PRKCD
KRT8	ZNF708
KRT8	CCDC71
CCDC71	ELK1
HIST2H2AA3	MORF4L1
HIST2H2AA3	RPA3
HIST2H2AA3	POLR2A
HIST2H2AA3	GATAD2A
HIST2H2AA3	ESR1
ESR1	NFE2L2
ESR1	UBE2M
ESR1	HIST1H2BB
ESR1	TRIM28
ESR1	ILF3
RPS5	SEC61A2
RPS5	RPA3
RPS5	ELK1
RPS5	RPL15
APOBEC3F	RRBP1
APOBEC3F	ECH1
ZNF610	TRIM28
HERC3	UBE2U
TMPO	ILF3
TMPO	RPA3
TRIM28	NFE2L2
TRIM28	ZNF708
TRIM28	UBE2U
TRIM28	ARRB2
TRIM28	ZNF738
TRIM28	UBE2M
ELF1	XPR1
ELF1	MICAL2
SRSF5	ILF3
SRSF5	HNRNPK
SRSF5	POLR2A
SRSF5	SNRPB
UBE2M	SNRPB
RRBP1	HNRNPK
ARRB2	GABPA
ARRB2	ILF3
PRKRA	C1orf35
HIST1H2BB	GATAD2A
HIST1H2BB	RPA3
HNRNPK	PRKCD
HNRNPK	ILF3
HNRNPK	RPA3
HNRNPK	MORF4L1
NFE2L2	MMP9
MORF4L1	GOLGA2
MORF4L1	ILF3
SNRPB	GOLGA2
SNRPB	ELK1
GOLGA2	ECH1
GOLGA2	C1orf35
ILF3	PC
ILF3	PYROXD1
RPL15	RPA3
POLR2A	RPA3
