#tail	head
PPME1	SAFB
PPME1	CDH23
PPME1	NAPG
PPME1	LEF1
SAFB	HIST1H1C
SAFB	NAPG
SAFB	CMAS
SAFB	NCBP1
SAFB	TCEA1
SAFB	PPP1CA
UCN2	IL10RB
UCN2	BACH1
ARHGAP11B	RHOC
ARHGAP11B	RHOBTB2
ARHGAP11B	RHOH
LEF1	HIST1H4E
LEF1	VWA7
LEF1	APC
LEF1	CMAS
LEF1	BACH1
FASLG	IL10RB
FASLG	SRGAP3
FASLG	RGS20
FASLG	TYK2
NCBP1	NAPG
NCBP1	INTS12
NCBP1	RPRD2
TYW1	RGS20
TYW1	DLK2
SCRIB	PPP1CA
SCRIB	DLK2
SCRIB	APC
RHOH	ARHGAP19
RHOH	SRGAP3
RHOH	DEPDC7
HIST1H4E	CLOCK
HIST1H4E	HIST1H1C
CMAS	NAPG
DEPDC7	RHOBTB2
DEPDC7	RHOC
NAPG	HIST1H1C
NAPG	TCEA1
NAPG	PPP1CA
TCEA1	INTS12
PPP1CA	CLOCK
PPP1CA	RPRD2
CDH23	BACH1
CDH23	CTNNA3
SRGAP3	CLOCK
SRGAP3	HIST1H1C
SRGAP3	RHOC
SRGAP3	RHOBTB2
ARHGAP19	RHOC
ARHGAP19	RHOBTB2
TYK2	IL10RB
APC	CTNNA3
INTS12	RPRD2
VWA7	BACH1
