#tail	head
DNAJC11	SCO1
DNAJC11	PITPNB
AKR1C3	RELA
AKR1C3	PTGER2
AKR1C3	APP
AKR1C3	IL11
AKR1C3	LEPR
AKR1C3	EDN1
AKR1C3	POU5F1
PHKG1	ATP1B1
PHKG1	APP
KCNH2	GTF3A
KCNH2	ATP1B1
KCNH2	CALR
DCTN6	APP
DCTN6	KDELR2
DCTN6	INAVA
DCTN6	KIF3A
ATP1B1	GNGT1
ATP1B1	POU2F1
ATP1B1	LEF1
ATP1B1	RELA
PTGER2	GNGT1
PTGER2	APP
LYL1	GTF2A2
LYL1	GATA1
GNGT1	OR1M1
GNGT1	REEP4
GNGT1	GRM4
GNGT1	RTP5
GNGT1	APP
GNGT1	OR5F1
GNGT1	REEP2
GNGT1	RTP1
GNGT1	RTP2
GNGT1	OR10H4
GNGT1	OR2W1
GNGT1	GRM2
GNGT1	EDN1
GNGT1	OR4C11
LEF1	SCD
LEF1	NINJ2
LEF1	RTP1
LEF1	GTF2A2
LEF1	MKRN1
LEF1	PGAP2
LEF1	OIP5
LEF1	GRM2
LEF1	INAVA
LEF1	KIF3A
LEF1	APP
TCTEX1D1	KIF3A
TCTEX1D1	POU2F1
OR13H1	RTP5
OR13H1	REEP2
OR13H1	RTP1
OR13H1	RTP2
OR13H1	REEP4
OR5F1	RTP5
OR5F1	REEP2
OR5F1	RTP2
OR5F1	REEP4
OR2W1	APP
OR2W1	REEP2
OR2W1	RTP5
LEPR	IL11
LEPR	EDN1
LEPR	CSF3R
LEPR	RELA
ASPM	CALR
ASPM	THAP7
KDELR2	GTF2A2
KDELR2	KIF3A
KDELR2	POU5F1
ZNF655	TALDO1
ZNF655	OIP5
INAVA	CALR
ADH1C	SCD
ADH1C	CSF2
POU5F1	NDUFS2
POU5F1	GTF3A
POU5F1	APP
PGAP2	GPR152
PGAP2	CFAP298
CFAP298	APP
CFAP298	HNRNPH1
RTP5	OR4C11
RTP5	OR1M1
RTP5	OR10H4
RTP5	NFKBID
POU2F1	EDN1
POU2F1	GTF3A
POU2F1	GTF2A2
POU2F1	GATA1
POU2F1	RELA
POU2F1	APP
POU2F1	HNRNPH1
NINJ2	APP
NINJ2	VSIG1
NINJ2	GPR152
GPR152	SCD
GPR152	RTP2
GPR152	ABHD16A
GPR152	STX1B
CSF2	GRM4
CSF2	UBE2E2
CSF2	CSF3R
CSF2	EDN1
CSF2	GRM2
OIP5	DZIP3
UBE2E2	MKRN1
UBE2E2	RELA
UBE2E2	DZIP3
UBE2E2	APP
GTF2A2	REEP4
GTF2A2	IL11
GTF2A2	STX1B
GTF3A	IL11
GTF3A	NFKBID
GRM4	GRM2
VSIG1	GATA1
VSIG1	APP
RTP1	OR1M1
RTP1	OR10H4
RTP1	OR4C11
KIF3A	APP
CALR	APP
CALR	SCO1
RELA	APP
RELA	NFKBID
RELA	EDN1
GRM2	IL11
GRM2	EDN1
EDN1	GATA1
EDN1	APP
THAP7	APP
SCO1	HNRNPH1
SCO1	NDUFS2
SCO1	APP
ABHD16A	STX1B
GATA1	APP
GATA1	STX1B
CSF3R	IL11
OR4C11	RTP2
REEP2	OR10H4
REEP2	SCD
REEP2	OR1M1
REEP4	OR1M1
REEP4	RTP2
NFKBID	HNRNPH1
NDUFS2	APP
OR1M1	RTP2
APP	SCD
SCD	TMEM56
OR10H4	RTP2
