#tail	head
ACTR1A	GALNT1
ACTR1A	PTEN
ACTR1A	CAPZA2
ACTR1A	AHCY
ACTR1A	INS
ACTR1A	KIF18A
ACTR1A	HSP90AA1
BCAR1	HSP90AA1
BCAR1	RPS17
BCAR1	PTEN
BCAR1	IRS1
BCAR1	ITGAM
BCAR1	ITGA6
VASP	GTF2A1
VASP	INS
VASP	PTEN
VASP	ELK1
UBE2I	ELK1
UBE2I	SLX4
UBE2I	INS
UBE2I	PTEN
GTF2A1	IRS1
GTF2A1	POLR2I
GTF2A1	ELK1
GTF2A1	INS
POLR2I	ELOA3D
POLR2I	INS
POLR2I	FANCI
TAGLN	INS
TAGLN	ELK1
TAGLN	RNF14
TAGLN	ENO3
FANCI	SLX4
FANCI	INS
FANCI	ELOA3D
ITPRIP	ST8SIA4
ITPRIP	INS
ITPRIP	TMED6
INS	PTEN
INS	SETD2
INS	IRS1
INS	SPCS1
INS	RPS17
INS	HSP90AA1
INS	ENO3
INS	SLX4
INS	CSE1L
INS	RNF14
INS	SCARA3
INS	CAPZA2
CAPZA2	HSP90AA1
CAPZA2	AHCY
CAPZA2	KIF18A
CAPZA2	GALNT1
CAPZA2	UNC45A
UBE2Q2	RNF14
SLX4	TERF2IP
UNC45A	HSP90AA1
UNC45A	CSE1L
UNC45A	AHCY
SETD2	AHCY
SETD2	SCARA3
NME6	ENO3
NME6	GALNT1
AHCY	HSP90AA1
ST8SIA4	DNASE1L1
FBL	HSP90AA1
FBL	TERF2IP
FBL	RPS17
TMED6	ITGA6
ITGA6	ITGAM
RPS17	PTEN
RPS17	SPCS1
PTEN	HSP90AA1
PTEN	IRS1
DNASE1L1	SPCS1
CSE1L	KIF18A
