#tail	head
RPS7	GADD45A
RPS7	GABARAPL2
RPS7	NCBP1
RPS7	NCSTN
RPS7	HNRNPM
RPS7	RRP7A
RPS7	ESR2
RPS7	PTBP1
RPS7	ZC3H18
RPS7	RPL30
RPS7	ABCC1
RPS7	RPS15
RPS7	RBM8A
GTF2I	RPL30
GTF2I	SGTA
GTF2I	PRKG1
GTF2I	TOPORS
GTF2I	NOG
GTF2I	ESR2
GTF2I	GSE1
GTF2I	CBX4
NUP88	NUP205
NUP88	GABARAPL2
NUP88	NCBP1
NUP88	HNRNPC
NUP88	RBM8A
NUP88	NOG
NUP88	ESR2
NUP88	HSPA1B
NUP88	NUP43
NUP88	HSPA1A
NUP88	CPSF2
PTPN13	PIK3R6
PTPN13	CTNNB1
PTPN13	AP2A2
PTPN13	NOG
PTPN13	EFNB2
PTPN13	ESR2
PTPN13	AVP
TMOD2	ABCC1
TMOD2	ITPR1
TMOD2	NOG
PTBP1	CPSF2
PTBP1	SRSF7
PTBP1	SGTA
PTBP1	NOG
PTBP1	GABARAPL2
PTBP1	NCBP1
PTBP1	HNRNPC
PTBP1	XAB2
PTBP1	GSK3A
PTBP1	HNRNPM
PTBP1	RBM8A
PRMT7	CTCFL
PRMT7	H3F3C
LMO3	GTF2A2
LMO3	NOG
LMO3	KIF2A
LMO3	FOXJ1
LMO3	HNRNPC
LMO3	HNRNPM
AVP	NOG
AVP	ABCC1
AVP	ABCC11
AVP	PIK3R6
AVP	AP2A2
NOG	FOXJ1
NOG	CTCFL
NOG	GSE1
NOG	HNRNPC
NOG	LLGL2
NOG	ITPR1
NOG	FGD5
NOG	CTNNB1
NOG	MPP1
NOG	PRKG1
NOG	ESR2
NOG	HSPA1B
NOG	NAV3
NOG	CLASP2
NOG	KAT2B
NOG	HSPA1A
NOG	RPS15
NOG	CPSF2
NOG	TPI1
NOG	SMC1A
NOG	RBM8A
NOG	GADD45A
NOG	SRSF7
NOG	EFNB2
FGD5	MAB21L3
FGD5	ESR2
PIK3R6	AP2A2
NAV3	FOXJ1
