#tail	head
CTNND1	ACTR2
CTNND1	MAZ
CTNND1	SLC24A2
CTNND1	PIK3CA
CTNND1	CDC42
CTNND1	XPO1
CTNND1	CDH20
CTNND1	SDC4
PFAS	ADSL
PFAS	PYGM
PFAS	FTCD
PFAS	PYGL
PFAS	RIPK4
PFAS	GART
CLASP2	MIS12
CLASP2	NDE1
CLASP2	PYGM
CLASP2	CDC42
CLASP2	XPO1
EPS15L1	XPO1
EPS15L1	PIK3CA
EPS15L1	ACTR2
EPS15L1	CLTB
EPS15L1	ARPC1B
EPS15L1	SDC4
HNF4A	GART
HNF4A	MIS12
HNF4A	XPO1
HNF4A	NRBF2
HNF4A	CWC25
HNF4A	ABCF2
HNF4A	PYGL
HNF4A	RPS16
HNF4A	UBE2M
HNF4A	OAZ2
HNF4A	MAZ
HNF4A	EDEM3
HNF4A	ARFIP2
HNF4A	PSMD1
HNF4A	ARNT
CDC42	NDE1
CDC42	PIK3CA
CDC42	RAC2
CDC42	ACTR2
CDC42	MIS12
CDC42	XPO1
CDC42	ARPC1B
CDC42	HERC2
IGLV7-43	RAC2
IGLV7-43	CDC37
IGLV7-43	PIK3CA
PIK3CA	CLTB
PIK3CA	INPP5E
PIK3CA	ARPC1B
PIK3CA	ABCF2
PIK3CA	RAC2
PIK3CA	CDC37
PIK3CA	MTMR3
PIK3CA	PA2G4
PIK3CA	ACTR2
ASPG	FTCD
MAZ	GART
MAZ	AP3D1
MAZ	XPO1
MAZ	RTKN
MAZ	E2F1
MAZ	ATP5MC2
MAZ	PSMD2
MAZ	ARFIP2
MAZ	ARNT
MAZ	NOB1
FKBP1B	CAMK2B
FKBP1B	SLC24A2
FKBP1B	PYGM
FKBP1B	PYGL
PA2G4	ARNT
PA2G4	SDC4
PA2G4	PYGL
PA2G4	E2F1
PA2G4	NRBF2
ARPC1B	CLTB
ARPC1B	ACTR2
ARPC1B	RAC2
ARPC1B	SDC4
ARPC1B	XPO1
NCAPG2	HIST2H4B
NCAPG2	CLTB
DRG2	XPO1
DRG2	ADSL
DRG2	CUL1
ACTR2	CLTB
ACTR2	RAC2
ACTR2	SDC4
ACTR2	CEP128
ACTR2	XPO1
ACTR2	CDH20
POLR2B	CWC25
POLR2B	HIST2H4B
POLR2B	XPO1
POLR2B	RIPK4
MIS12	UBE2M
MIS12	NDE1
MIS12	XPO1
CLTB	UBE2M
CLTB	AP3D1
CLTB	SDC4
ARFIP2	RAC2
ARFIP2	CEP63
RPS16	HIST2H4B
RPS16	XPO1
RPS16	CUL1
RPS16	NOB1
ATP5MC2	PYGM
ATP5MC2	PYGL
ATP5MC2	E2F1
ATP5MC2	UBE2M
NRBF2	CEP128
RAC2	RTKN
RAC2	CUL1
SDC4	BCAN
SDC4	RIPK4
SDC4	NDE1
ATL3	GART
ATL3	ETFB
NT5C3B	PYGL
NT5C3B	PYGM
ARNT	PSMD2
ARNT	CEP63
ARNT	XPO1
ARNT	ADSL
ARNT	HERC2
NOB1	XPO1
NOB1	RIPK4
E2F1	PSMD2
E2F1	CUL1
E2F1	ABCF2
E2F1	OAZ2
CAMK2B	CDC37
CAMK2B	CATSPER2
OAZ2	PSMD2
OAZ2	PSMB3
OAZ2	PSME1
OAZ2	PSMD1
PYGM	GART
PYGM	CATSPER2
PYGM	INPP5E
PYGM	ADSL
PYGM	MTMR3
PYGM	PYGL
EDEM3	CDC37
EDEM3	PSMD1
EDEM3	RIPK4
PSME1	PSMD1
PSME1	CDC37
PSME1	PSMB3
PSME1	PSMD2
PSME1	CUL1
AP3D1	PSMD2
AP3D1	XPO1
CDC37	UBE2M
CDC37	RIPK4
NDE1	CEP63
NDE1	XPO1
NDE1	CEP128
PSMD2	PSMB3
PSMD2	UBE2M
PSMD2	CUL1
PSMD2	PSMD1
FTCD	GART
FTCD	SLC24A2
INPP5E	CWC25
INPP5E	RTKN
INPP5E	PYGL
GART	RIPK4
GART	PYGL
GART	UBE2M
GART	ADSL
CEP63	CEP128
RTKN	XPO1
CATSPER2	PYGL
CATSPER2	SLC24A2
CUL1	UBE2M
CUL1	HIST2H4B
CUL1	PSMD1
CUL1	PSMB3
CUL1	RIPK4
UBE2M	PSMD1
UBE2M	PYGL
UBE2M	HERC2
ETFB	XPO1
HERC2	HIST2H4B
HERC2	MTMR3
HERC2	PSMD1
ADSL	CEP128
PSMB3	PSMD1
PYGL	MTMR3
