#tail	head
PRKDC	CSNK2A2
PRKDC	POT1
PRKDC	SP1
PRKDC	RAD50
PRKDC	RBM14
PRKDC	CDK2
PRKDC	EP300
PRKDC	E2F4
PRKDC	MCM7
PRKDC	MDC1
PRKDC	CENPA
PRKDC	HIST1H4J
PDZK1	AKAP10
PDZK1	APP
PDZK1	CSNK2A2
NEK7	EML4
NEK7	STT3B
NEK7	TNF
NEK7	GPR107
AKR1C3	KMT2B
AKR1C3	TYR
AKR1C3	CYP1A1
AKR1C3	EP300
AKR1C3	APP
AKR1C3	TXNRD2
AKR1C3	NOG
AKR1C3	CDK2
AKR1C3	TNF
AKR1C3	SP1
SLC1A4	NME1-NME2
SLC1A4	SLC7A8
SLC1A4	NOG
SLC1A4	PFKP
TNF	CEBPA
TNF	SP1
TNF	SEC16A
TNF	SLCO5A1
TNF	TYR
TNF	COL1A2
TNF	APP
TNF	CYP1A1
TNF	ALOX5
TNF	KMT2B
TNF	CDK2
TNF	HIST1H4J
TNF	MAOB
TNF	TXNRD2
TNF	EP300
TNF	COL5A1
AKAP10	APP
AKAP10	MEF2A
AKAP10	NOG
CABP1	CSNK2A2
CABP1	MYOD1
CABP1	SP1
STMN1	CEBPA
STMN1	SP1
STMN1	MYOD1
STMN1	CDK2
STMN1	E2F4
STMN1	MYB
MCM7	CDK2
MCM7	HIST1H4J
MCM7	EP300
MCM7	E2F4
MCM7	NOG
MCM7	SP1
MCM7	APP
MCM7	RAD50
MCM7	RBM14
MCM7	STT3B
EP300	HIST1H4J
EP300	CYP1A1
EP300	TYR
EP300	HIST1H2AJ
EP300	MDC1
EP300	CEBPA
EP300	E2F4
EP300	COL1A2
EP300	MYOD1
EP300	APP
EP300	CSNK2A2
EP300	SP1
EP300	RAD50
EP300	MEF2A
EP300	RBM14
EP300	HIST1H2AK
EP300	MYB
EP300	KMT2B
EP300	CDX2
EP300	SLCO5A1
EP300	PYGO1
EP300	CDK2
EP300	ETS2
FGF12	POU1F1
FGF12	NOG
FGF12	APP
FGF12	ZNF460
FGF12	MYB
FGF12	MYOD1
FGF12	SP1
FGF12	MEF2A
FGF12	CEBPA
TXNRD2	TYR
TXNRD2	APP
TXNRD2	CYP1A1
TXNRD2	ALOX5
OR10A6	RTP1
OR10A6	REEP5
OR10A6	REEP1
OR10A6	REEP4
CDK2	MDC1
CDK2	HRH4
CDK2	CEBPA
CDK2	MYOD1
CDK2	CENPA
CDK2	FOXK2
CDK2	NOG
CDK2	MYB
CDK2	SLCO5A1
CDK2	SP1
CDK2	RAD50
CDK2	CDX2
CDK2	APP
CDK2	E2F4
CDK2	HIST1H4J
CDK2	SEC16A
RBM14	CSNK2A2
RBM14	POT1
RBM14	MOV10
RBM14	SEC16A
RBM14	MYB
RBM14	SP1
DTYMK	MOV10
DTYMK	NOG
DTYMK	NME1-NME2
REEP4	SLC7A8
REEP4	REEP1
REEP4	OR51E2
REEP4	OR4C6
REEP4	OR5M8
REEP4	OR52P1P
REEP4	SP1
REEP4	OR8B3
ETS2	HRH4
ETS2	OR51E2
ETS2	GPR107
ETS2	KMT2B
ETS2	GJA5
TYR	SLC7A8
TYR	SP1
TYR	SLCO5A1
TYR	APP
TYR	CYP1A1
TYR	TYRP1
OR5M8	RTP1
OR5M8	APP
OR5M8	REEP5
OR5M8	REEP1
ALOX5	HRH4
ALOX5	NOG
ALOX5	SP1
ALOX5	HHIPL2
ALOX5	APP
OR4C6	RTP1
OR4C6	REEP5
OR4C6	REEP1
REEP1	NOG
REEP1	OR52P1P
REEP1	MEF2A
REEP1	OR8B3
REEP1	OR51E2
REEP1	SP1
TRPM6	VAMP2
TRPM6	HIST1H4J
TRPM6	HIST1H2AK
OR51E2	REEP5
OR51E2	RTP1
OR51E2	APP
CEBPA	PYGO1
CEBPA	SP1
CEBPA	E2F4
CEBPA	CCDC183
CEBPA	KMT2B
CCDC183	NOG
CCDC183	SP1
CCDC183	E2F4
E2F4	STT3B
E2F4	PFKP
E2F4	MOV10
PYGO1	HIST1H4J
PYGO1	NOG
PYGO1	HIST1H2AJ
RABAC1	VAMP2
RABAC1	REEP5
RABAC1	MYOD1
RABAC1	APP
KMT2B	HIST1H2AJ
KMT2B	MYB
KMT2B	FOXK2
KMT2B	HIST1H4J
KMT2B	SP1
MAOB	VAMP2
MAOB	NOG
MAOB	SP1
MAOB	TYRP1
MOV10	NOG
MOV10	BABAM1
MOV10	APP
MOV10	ZNF460
HIST1H2AJ	BABAM1
HIST1H2AJ	KDM4B
HIST1H2AJ	MYB
HIST1H2AJ	HOXD3
HIST1H2AJ	POT1
HIST1H2AJ	CENPA
HIST1H2AJ	FOXK2
HIST1H2AJ	HIST1H4J
SLCO5A1	APP
SLCO5A1	SP1
SLCO5A1	MEF2A
SLCO5A1	CYP1A1
NME1-NME2	PFKP
MEF2A	CYLC2
MEF2A	NOG
MEF2A	MYOD1
MEF2A	EML4
MEF2A	WSB2
MEF2A	SLC7A8
MEF2A	COL1A2
STT3B	SP1
STT3B	NOG
STT3B	MYB
HHIPL2	NOG
POU1F1	NOG
POU1F1	HOXD3
POU1F1	SLC7A8
SP1	COL1A2
SP1	MYOD1
SP1	EML4
SP1	CYP1A1
SP1	VAMP2
SP1	MYB
SP1	SLC7A8
SP1	APP
OR52P1P	RTP1
OR52P1P	REEP5
CENPA	HIST1H4J
CENPA	NOG
MYB	COL1A2
MYB	MYOD1
MYB	HIST1H4J
MYB	NOG
MYB	KDM4B
MYB	HRH4
BABAM1	HIST1H4J
BABAM1	MDC1
BABAM1	HIST1H2AK
BABAM1	RAD50
CYP1A1	APP
CYP1A1	NOG
CYP1A1	MYOD1
COL1A2	NOG
COL1A2	COL5A1
COL1A2	APP
EML4	NOG
GPR107	APP
GPR107	REEP5
HOXD3	CDX2
HOXD3	MYOD1
HOXD3	HIST1H4J
NOG	CSNK2A2
NOG	REEP5
NOG	HIST1H2AK
NOG	SLC7A8
NOG	TYRP1
NOG	COL5A1
NOG	KDM4B
NOG	PFKP
NOG	RTP1
POT1	MDC1
POT1	HIST1H4J
POT1	RAD50
POT1	CYLC2
POT1	PFKP
RTP1	MYOD1
RTP1	OR8B3
CSNK2A2	COL5A1
CSNK2A2	MYOD1
HIST1H4J	MDC1
HIST1H4J	KDM4B
HIST1H4J	APP
HIST1H4J	HIST1H2AK
HIST1H4J	RAD50
REEP5	OR8B3
WSB2	CDX2
VAMP2	APP
RAD50	KDM4B
RAD50	MDC1
KDM4B	MDC1
HIST1H2AK	FOXK2
SLC7A8	MYOD1
GJA5	MYOD1
HRH4	APP
