#tail	head
RAB34	ZBP1
RAB34	SNX11
SORL1	TYW3
SORL1	NOG
SORL1	MYC
SORL1	AHR
FBXO4	COPS4
FBXO4	UBE2C
COPS4	PSMA7
PPP4R2	MCM4
PPP4R2	SLC4A1AP
PPP4R2	NOG
PPP4R2	MCM6
UBE2C	PJA2
UBE2C	PSMA7
UBE2C	NEDD4L
UBE2C	MYC
UBE2C	CCNA2
TYW3	CSF3
SYMPK	SNRPD3
SYMPK	CPSF3
SYMPK	SNRPE
SYMPK	THOC3
SYMPK	MBD3
SYMPK	MYC
SNX11	ORC3
SNX11	RABAC1
ORC3	CCNA2
ORC3	MCM6
ORC3	CBX5
ORC3	MCM4
ORC3	ZBP1
SNRPD3	MYC
SNRPD3	SNRPE
SNRPD3	CPSF3
SNRPD3	CACTIN
SNRPD3	DDX3X
SNRPD3	SPDL1
SNRPD3	THOC3
SLC4A1AP	SNRPE
SLC4A1AP	MCM4
CACTIN	DDX3X
CACTIN	THOC3
CACTIN	SNRPE
NEDD4L	NOG
LRIF1	CBX5
LRIF1	HIST1H2BE
MCM6	NOG
MCM6	MCM4
MCM6	CCNA2
MYC	CSF3
MYC	NOG
MYC	HIST1H2BE
MYC	PSMA7
MYC	CBX5
MYC	MCM4
MYC	MBD3
MYC	DDX3X
SNRPE	DDX3X
SNRPE	THOC3
SNRPE	CPSF3
HIST1H2BE	CCNA2
HIST1H2BE	MBD3
HIST1H2BE	CBX5
HIST1H2BE	DDX3X
CSF3	IL6R
CSF3	THOC3
PSMA7	CCNA2
CPSF3	THOC3
CBX5	NOG
MCM4	CCNA2
DDX3X	THOC3
DDX3X	NOG
DDX3X	MBD3
SPDL1	ATF7
NOG	AHR
NOG	IL6R
TNIP1	RABAC1
TNIP1	PJA2
MBD3	ATF7
MBD3	AHR
