#tail	head
RTP3	OR2T34
RTP3	OR51A2
RPS16	DDX5
RPS16	SEC61G
RPS16	JUN
SRSF4	DDX5
SRSF4	LUC7L3
SRSF4	ALYREF
SRSF4	PPIL1
SRSF4	SART1
SRSF4	DNAJC8
KDM1A	JUN
KDM1A	DYNLT1
KDM1A	KIFC3
KDM1A	FAM9A
TMEM86A	THAP4
ALYREF	ARRB2
ALYREF	GTF2F1
ALYREF	SART1
ALYREF	DNAJC8
ALYREF	JUN
DNAJC8	PPIL1
DNAJC8	LUC7L3
ADIPOQ	BSND
ADIPOQ	ARRB2
ADIPOQ	JUN
OR51A2	REEP4
OR51A2	RTP1
THAP4	BSND
NPM1	DDX5
NPM1	MRPL43
NPM1	ARRB2
UXT	PFDN6
KIFC3	TFIP11
KIFC3	PFDN6
JUN	KARS
JUN	LUC7L3
JUN	DDX5
JUN	TFIP11
JUN	REEP4
JUN	SART1
PPIL1	GTF2F1
PPIL1	TFIP11
PPIL1	SART1
RPL30	ARRB2
DDX5	TFIP11
DDX5	ARRB2
DDX5	GTF2F1
DDX5	SART1
DDX5	LUC7L3
ARRB2	MRPL43
LUC7L3	TFIP11
LUC7L3	SART1
TFIP11	SART1
RTP1	OR6B2
GTF2F1	SART1
REEP4	OR6B2
REEP4	OR2T34
