#tail	head
TRAF2	DHFR
TRAF2	HTRA2
TRAF2	HSPA4
TRAF2	RBCK1
PITX2	RALY
PITX2	SMARCA2
PITX2	FOXP3
PITX2	CFI
PITX2	NF1
PITX2	F12
PITX2	HIST1H4C
MED22	PCK1
MED22	RXRA
MED22	MED6
HIST1H4J	BRCA1
HIST1H4J	MEIS1
HIST1H4J	CBX6
HIST1H4J	NEB
HIST1H4J	POLR2D
HIST1H4J	HIST1H2BB
HIST1H4J	RALY
HIST1H4J	APP
HIST1H4J	UCHL5
HIST1H4J	RBBP4
HIST1H4J	HOXC4
RALY	FOXL1
RALY	LIN28A
RALY	SP1
RALY	NUP205
RALY	BRCA1
RALY	FOXP3
RALY	NF1
BRCA1	UBE2D3
BRCA1	TPM1
BRCA1	CASP9
BRCA1	HSP90AA1
BRCA1	UCHL5
BRCA1	NF1
FOXL1	HOXC4
FOXL1	CBX6
UCHL5	SP1
UCHL5	ZEB1
FOXP3	ZEB1
FOXP3	SRF
FOXP3	CBFA2T2
FOXP3	SP1
UBE2D3	SRF
UBE2D3	RBCK1
ADAR	DHFR
SP1	RXRA
SP1	CASP9
SP1	HTRA2
SP1	SRF
SP1	HOXC4
SP1	EGR2
SP1	RBBP4
SP1	NEB
SP1	SMARCA2
SP1	DHFR
SP1	LINGO1
SP1	DENND2C
SP1	APP
HIST1H4C	NEB
HIST1H4C	HIST1H2BB
HIST1H4C	RXRA
HIST1H4C	EGR2
HIST1H4C	RBBP4
HIST1H4C	CBX6
HIST1H4C	MEIS1
COIL	TCAF1
COIL	KPNA3
OTC	PYGM
OTC	SLC34A2
RPS5	RPN2
CASP9	SRF
CASP9	DHFR
CASP9	APP
POLR2D	MEIS1
POLR2D	EGR2
POLR2D	MED10
EGR2	HSPA4
EGR2	DENND2C
EGR2	ZEB1
EGR2	NF1
EGR2	HIST1H2BB
EGR2	SRF
RXRA	MED6
RXRA	PCK1
RXRA	ADCY8
RXRA	LIN28A
RXRA	MED10
RXRA	APP
RXRA	SRF
LINGO1	APP
LINGO1	KRTAP5-6
USP26	ZEB1
USP26	CBX6
SMARCA2	APP
SMARCA2	ZEB1
NEB	APP
NEB	TPM1
DENND2C	MEIS1
PCK1	SLC34A2
PCK1	MED6
PCK1	APP
ZEB1	SRF
ZEB1	LIN28A
ZEB1	HIST1H2BB
DHFR	HSP90AA1
KRTAP5-6	LCE3A
KRTAP5-6	KRTAP10-1
HIST1H2BB	CBX6
HIST1H2BB	APP
HIST1H2BB	MEIS1
SRPK1	APP
SRPK1	HSP90AA1
NGB	CBFA2T2
NGB	F12
NGB	APP
NGB	CFI
NUP205	KPNA3
NUP205	HSPA4
PYGM	PRPS1
PYGM	APP
LCE3A	KRTAP3-2
HSP90AA1	RBCK1
HSP90AA1	OFD1
HSP90AA1	HSPA4
HSP90AA1	RBBP4
MED10	MED6
RBBP4	NF1
RBBP4	RPN2
RBBP4	HOXC4
RBBP4	KPNA3
F12	APP
LIN28A	NF1
LIN28A	MEIS1
LIN28A	SRF
HSPA4	MARK4
HSPA4	OFD1
ITGAM	SPON2
KRTAP10-1	FAM76B
TPM1	SRF
CBX6	APP
DIABLO	CBFA2T2
SPON2	B3GLCT
HOXC4	SRF
NF1	APP
NF1	CFI
NF1	SRF
NF1	CBFA2T2
EXOC4	OFD1
TNXB	COL2A1
RBCK1	APP
APP	CBFA2T2
APP	COL2A1
