#tail	head
MBOAT1	TAP1
MBOAT1	ACOT2
FGF13	FGF18
RP2	RPRD1B
RP2	TARBP1
YY1	RPRD1B
YY1	NETO1
YY1	GLG1
YY1	STAT3
NFYC	PDGFRB
NFYC	EGR1
GLG1	PHGDH
PLA2G4A	BAAT
PLA2G4A	MOV10
NTRK1	EHHADH
NTRK1	SSR1
NTRK1	PHGDH
NTRK1	MOV10
NTRK1	PDGFRB
NTRK1	TXN
NTRK1	GNB1
NTRK1	STAT5B
AGPAT4	RUNX1
TGFB1	EMD
TGFB1	PDGFRB
RRM1	ALPG
EGR1	KCNAB3
EGR1	UCP2
UBQLN4	PPIC
UBQLN4	TXN
KCNS1	FXYD1
STAT3	STAT5B
BAAT	ACOT2
BAAT	PHGDH
BAAT	GNPNAT1
RUNX1	FXYD1
RUNX1	BAG3
BAG3	NETO1
BAG3	SKP1
GNB1	SSR1
GNB1	PHGDH
GNB1	ATP1A2
GNB1	RPRD1B
GNB1	PDGFRB
PSMD10	TAP1
SKP1	PSMD8
ALPG	RPRD1B
ALPG	SSR1
ALPG	PHGDH
SSR1	RPRD1B
SSR1	MOV10
PHGDH	CHMP4B
PHGDH	MOV10
PDGFRB	STAT5B
KCNAB3	FXYD1
MOV10	EMD
MOV10	RPRD1B
RPRD1B	STAT5B
PSMD8	TAP1
FXYD1	KCNA4
FXYD1	ATP1A2
FXYD1	STAT5B
