#tail	head
TUFM	HSPD1
TUFM	SMN2
TUFM	MRPS11
TUFM	MRPL16
TUFM	WTAP
TUFM	RARA
TUFM	C1QBP
TUFM	IFNG
TUFM	RPL6
TUFM	RIOK1
TUFM	SEPT7
TUFM	UBC
MRPS11	RPL6
MRPS11	HSPD1
WTAP	POLR2J
WTAP	TRIM28
WTAP	U2SURP
WTAP	UBC
MRPL16	HSPD1
AKR1C3	IFNG
AKR1C3	CYP51A1
AKR1C3	LCN2
AKR1C3	CA9
AKR1C3	ME1
UBC	RARA
UBC	TRIM28
UBC	HSPD1
UBC	CHUK
UBC	C1QBP
UBC	MVP
UBC	RPL6
FTSJ3	HIST1H3H
FTSJ3	RARA
FTSJ3	RIOK1
ESRP2	RBFOX2
ESRP2	POLR2J
SMN2	TRIM28
SMN2	HSPD1
SMN2	CHUK
SMN2	C1QBP
SMN2	MVP
SMN2	RBFOX2
SMN2	SEPT7
CYP51A1	DHRS4
CYP51A1	ME1
RBFOX2	RIOK1
RBFOX2	POLR2J
IFNG	TRIM28
IFNG	PLAT
IFNG	MVP
IFNG	RARA
MVP	SEPT7
U2SURP	HIST1H3H
U2SURP	POLR2J
U2SURP	HSPD1
C1QBP	SEPT7
C1QBP	HSPD1
C1QBP	HIST1H3H
C1QBP	LYRM4
C1QBP	RARA
C1QBP	RIOK1
CHUK	STAP2
CHUK	LCN2
CHUK	RPL6
TRIM28	SEPT7
TRIM28	RARA
POLR2J	HIST1H3H
POLR2J	RARA
RPL6	SEPT7
RPL6	RIOK1
RPL6	RARA
RPL6	SEC61G
NRDC	DHRS4
NRDC	LYRM4
NRDC	HSPD1
HIST1H3H	HSPD1
HIST1H3H	RARA
HIST1H3H	RIOK1
HSPD1	LYRM4
HSPD1	RIOK1
HSPD1	SEPT7
LCN2	SEC61G
SEPT7	STAP2
RAVER1	RTCB
RAVER1	CNOT7
RARA	RTCB
RTCB	RIOK1
RTCB	CA9
DHRS4	ME1
CA9	PCCA
