#tail	head
PPP5C	XPO1
PPP5C	MAPK1
AREG	GRAP2
AREG	HCAR2
AREG	PDGFA
AREG	FGF10
AREG	SEC22B
AREG	CYP1A1
AREG	JUN
AREG	KLB
CTSD	UQCRC2
CTSD	CTSB
CTSD	MAPK1
HEMGN	AXIN2
SRC	JUN
SRC	ITGB5
SRC	KLB
SRC	SPTBN2
SRC	STAT1
SRC	RPS6KB1
SRC	IKBKB
SRC	PDGFA
SRC	CBL
SRC	MAPK1
SNX20	SPDEF
SNX20	FAM9B
NFE2L1	YWHAG
NFE2L1	BCL6
PDK1	ALDH2
PDK1	NDUFA7
PINK1	VIM
ASB14	UBA52
CBL	KLB
CBL	SLA2
CBL	YWHAG
CBL	KRT84
BCL6	PLCG2
BCL6	STAT1
BCL6	KLHL12
FZD6	FGF18
ITGB5	GRAP2
ITGB5	SLA2
ITGB5	SACS
ELOC	GPS1
PDGFA	FGF10
PDGFA	RASA4
PDGFA	GRAP2
KIF24	B9D2
KIF24	FBF1
KLB	ERBB4
KLB	PLCG2
CCDC8	STAT1
CCDC8	XPO1
CCDC8	SACS
CCDC8	SEC22B
CCDC8	UQCRC2
SLA2	SACS
FGF10	ERBB4
FGF10	JUN
FGF10	MAPK1
FGF10	FGF18
PLCG2	RASA4
PLCG2	ERBB4
PLCG2	STAT1
ECSIT	SMURF1
PTPN23	GLUD1
FGF18	UBA52
FGF18	GRAP2
FGF18	MAPK1
IKBKB	STAT3
IKBKB	STAT1
IKBKB	JUN
PDS5B	NUP98
PDS5B	B9D2
BRCA1	UBA52
BRCA1	POLD2
BRCA1	MAPK1
BRCA1	CCT7
BRCA1	ALDH9A1
BRCA1	STAT1
TRIM15	VASP
TRIM15	VIM
STAT3	MAPK1
STAT3	SPTBN2
ARFGAP3	XPO1
ARFGAP3	SEC22B
UQCRC2	CCT7
VASP	XPO1
VASP	JUN
GNS	FKBP14
FBXL13	SACS
FBXL13	UBA52
GPS1	ERCC8
AXIN2	UBA52
AXIN2	JUN
RPS6KB1	STAT1
RPS6KB1	PPP2R2A
RPS6KB1	MAPK1
RPS6KB1	CYP1A1
CCT7	JUN
CCT7	PPP2R2A
RASA4	XPO1
RASA4	STAT1
PPP2R2A	YWHAG
STAT1	EXOC6
STAT1	ERBB4
STAT1	MAPK1
STAT1	CCNH
STAT1	SMURF1
STAT1	JUN
YWHAG	B9D2
SACS	FGA
CCNH	POLD2
CCNH	HCAR2
CCNH	ERCC8
CYP2A6	ALDH2
ERCC8	POLD2
CYP1A1	TXN2
FAM9B	TRMT61B
CASP1	BAZ1B
ALDH2	FGA
XPO1	POLD2
XPO1	NUP98
VIM	MAPK1
VIM	SMURF1
TRMT61B	C8orf82
TRMT61B	NDUFA7
HTRA2	PEA15
B9D2	NUP98
UBA52	POLD2
UBA52	ERBB4
UBA52	EPS15
EXOSC1	EXOC6
ERBB4	GRAP2
NUP98	HSPA4L
JUN	SPTBN2
JUN	GLUD1
GLUD1	PHYH
MAPK1	HCAR2
MAPK1	PEA15
KIF27	SEC22B
