#tail	head
TOMM40	SF1
TOMM40	NCR3LG1
TOMM40	SORBS2
TOMM40	SDC4
TOMM40	SHKBP1
TOMM40	SEMA7A
SLC25A13	DCD
SLC25A13	LGSN
SLC25A13	PCDH1
SLC25A13	GMPS
SLC25A13	TSC22D1
SLC25A13	F2
NDST3	GPC1
NDST3	HS3ST3B1
NDST3	SDC4
NCR3LG1	LGALS9
NCR3LG1	TNPO2
RHEB	CNTFR
RHEB	PRKAG2
RHEB	LAMTOR1
DAPP1	MET
DAPP1	PIK3R1
DAPP1	CSF2RA
PIK3R1	IL7R
PIK3R1	F2
PIK3R1	MET
PIK3R1	CSF2RA
PCDH1	F2
PCDH1	DCD
PCDH1	TSC22D1
PALM	SDC4
PALM	SORBS2
PALM	SHKBP1
PALM	SEMA7A
PALM	SF1
IL12RB2	CSF2RA
IL12RB2	IL7R
IL12RB2	CNTFR
LGALS9	MET
TSC22D1	F2
TSC22D1	DCD
SDC4	SORBS2
SDC4	DDX21
SDC4	GPC1
SDC4	HS3ST3B1
SDC4	SHKBP1
SDC4	SEMA7A
SDC4	IL7R
SDC4	F2
SDC4	SF1
SEMA7A	SF1
SEMA7A	SORBS2
SEMA7A	SHKBP1
SEMA7A	DDX21
SEMA7A	SLC9A1
SEMA7A	ZBTB14
SEMA7A	GPC1
IL7R	DDX21
IL7R	CSF2RA
IL7R	SF1
IL7R	CNTFR
GMPS	LGSN
GMPS	PRKAG2
SORBS2	SHKBP1
SORBS2	DDX21
SORBS2	GPC1
SORBS2	SF1
HS3ST3B1	ZBTB14
HS3ST3B1	GPC1
CSF2RA	CNTFR
GPC1	SHKBP1
GPC1	SF1
TNPO2	SF1
TNPO2	ZBTB14
DCD	F2
SF1	DDX21
SF1	SHKBP1
DDX21	SHKBP1
F2	SLC9A1
LGSN	SLC9A1
LAMTOR1	PRKAG2
