#tail	head
GPX1	KAT2A
GPX1	HSPA1A
GPX1	ACOX1
MECP2	OGA
MECP2	TAF1B
MECP2	HIST2H2BE
MECP2	HIST1H3G
MECP2	XPC
KAT2A	SNW1
KAT2A	TADA1
KAT2A	TAF1B
KAT2A	HIST2H2BE
KAT2A	HIST1H3G
KAT2A	PCBP2
CCDC40	FAM83D
CCDC40	PSMD9
EED	PCBP2
EED	DDX5
EED	ZNF638
EED	HIST2H2BE
EED	HIST1H3G
EED	RPS24
ACOX1	PPARA
ACOX1	ETFB
ACOX1	SDHD
APLF	XPC
APLF	PPARA
ZNF638	SNW1
ZNF638	SIRT7
ZNF638	HIST1H3G
ZNF638	OGA
PIK3R1	PROM1
PIK3R1	NTRK1
PIK3R1	IGF2R
PIK3R1	PPARA
PIK3R1	SOCS7
MAST1	RAD23A
MAST1	OGA
PROM1	PPARA
PSMD9	PSME4
PSMD9	PSMA6
PSMD9	PSMA4
PSMD9	PSMD7
PSMD9	OGA
PSMD9	LTBR
PPARA	ETFB
PPARA	XPC
PSMA4	LTBR
PSMA4	PSME4
PSMA4	RAD23A
PSMA4	PSMD7
PSMA4	PSMA6
PSMA4	POMP
PSMA4	NTRK1
FAM114A1	TNS2
FAM114A1	RSU1
LTBR	PSME4
LTBR	PSMD7
LTBR	PSMA6
FOXR2	RCBTB1
FOXR2	TADA1
FOXR2	POMP
GOLT1B	PDCD6IP
GOLT1B	ETFB
HSPA1A	RAD23A
HSPA1A	COPS5
HSPA1A	OGA
HSPA1A	SNW1
HSPA1A	NTRK1
RCBTB1	COPS5
RAD23A	PSMA6
RAD23A	PSME4
RAD23A	PSMD7
RAD23A	XPC
RAD23A	PCBP2
RAD23A	UBE4B
HIST2H2BE	SIRT7
HIST2H2BE	USP3
HIST2H2BE	TAF1B
HIST2H2BE	UBE2A
HIST2H2BE	COPS5
HIST2H2BE	HIST1H3G
POMP	PSMA6
POMP	UBE2A
PSMA6	PSMD7
PSMA6	NTRK1
PSMA6	PSME4
PSMA6	COPS5
SNW1	PDCD6IP
SNW1	COPS5
SNW1	PSMD7
SNW1	HIST1H3G
SNW1	DDX5
SNW1	NTRK1
SNW1	PCBP2
SNW1	SIRT7
SNW1	OGA
DDX5	RPS24
DDX5	PCBP2
DDX5	OGA
DDX5	NTRK1
DDX5	COPS5
TADA1	HIST1H3G
XPC	HIST1H3G
XPC	UBE4B
CDT1	MCM8
CDT1	COPS5
IGF2R	OGA
IGF2R	SIRT7
SDHD	P4HA2
SDHD	ETFB
PCBP2	COPS5
PCBP2	NTRK1
PCBP2	OGA
RPS24	OGA
RPS24	SIRT7
RPS24	COPS5
SOCS7	TNS2
COPS5	PSME4
COPS5	PSMD7
COPS5	SIRT7
COPS5	NTRK1
UBE2A	PDCD6IP
FAM83D	POTEB3
ETFB	NTRK1
USP3	SCML2
USP3	HIST1H3G
USP3	RSU1
POTEB3	SCML2
TAF1B	HIST1H3G
SCML2	OGA
MCM8	P4HA2
PSMD7	PSME4
PSMD7	NTRK1
OGA	PDCD6IP
OGA	NTRK1
PSME4	NTRK1
UBE4B	NTRK1
SIRT7	PDCD6IP
SIRT7	HIST1H3G
PDCD6IP	NTRK1
