#tail	head
HJURP	HIST1H4A
HJURP	MOV10
HJURP	HIST1H2BE
HJURP	RBBP7
TOMM20	ELAVL1
TOMM20	MOV10
TOMM20	ECSIT
TOMM20	APC
APC	DLG1
APC	PSMC2
APC	FBXO30
APC	NOG
NDUFAF5	NDUFV2
NDUFAF5	NDUFS2
NDUFAF5	NSMF
NDUFAF5	ECSIT
NDUFAF5	NDUFA5
ALB	VCAM1
ALB	TIMM13
ARF5	CLN3
ARF5	COPZ2
ARF5	ITGA4
ARF5	VCAM1
ARF5	ELAVL1
ARF5	ARCN1
RBBP7	HIST1H4A
RBBP7	SMARCB1
RBBP7	COPS3
RBBP7	TAF6
RBBP7	HIST1H2BE
UBE2N	HIST1H4A
UBE2N	ELAVL1
UBE2N	FBXO15
UBE2N	HIST1H2BE
UBE2N	VCAM1
UBE2N	FBXO30
HIST1H4A	SMARCB1
HIST1H4A	ITGA4
HIST1H4A	VCAM1
HIST1H4A	HIST1H2BE
HINT3	NOG
HINT3	FBXO15
CLN3	NOG
CLN3	ELAVL1
NDUFV2	ECSIT
NDUFV2	NDUFA5
NDUFV2	NDUFS2
FBXO30	ELAVL1
FBXO30	COPS3
FBXO30	MOV10
REL	PSMC2
REL	TIMM13
NCALD	DLG1
NCALD	NOG
HIST1H2BE	ITGA4
DR1	TTLL12
DR1	COPS3
DR1	ELAVL1
COPZ2	ARCN1
COPZ2	CAPZA3
NDUFA5	ECSIT
NDUFA5	NDUFS2
ITGA4	VCAM1
ITGA4	TTLL12
ITGA4	NOG
ITGA4	ARCN1
TIMM13	ELAVL1
TIMM13	SMARCB1
NDUFS2	MOV10
NDUFS2	ECSIT
FBXO15	COPS3
DLG1	NOG
CAPZA3	ARCN1
PSMC2	COPS3
SMARCB1	TAF6
SMARCB1	SS18
TTLL12	VCAM1
ELAVL1	VCAM1
ELAVL1	NOG
ELAVL1	SS18
NOG	MOV10
NOG	SS18
NOG	VCAM1
MOV10	SUPT5H
SUPT5H	INTS8
SUPT5H	NSMF
SUPT5H	TAF6
ARCN1	VCAM1
INTS8	TAF6
INTS8	VCAM1
