#tail	head
MMAB	HADH
MMAB	ECHDC2
PIP4K2B	EPN1
PIP4K2B	SP1
BMI1	GEMIN5
BMI1	ZNF687
BMI1	P4HB
BMI1	TFDP2
ACAD9	ECHDC2
SRSF7	TFDP2
SRSF7	SP1
SP1	MECOM
SP1	HADH
SP1	MAZ
SP1	ALDH2
SP1	ARHGAP1
SP1	PLS3
SP1	INTS6
SP1	EPN1
SP1	CALU
SP1	HOXB9
SP1	SH3KBP1
SP1	ZNF687
SP1	KLHL23
MECOM	GTF3A
MECOM	TSHB
MECOM	MAZ
SEH1L	PLS3
SEH1L	GEMIN5
SEH1L	EPN1
SEH1L	CLTB
TOPBP1	PIAS2
FANCG	BARD1
ELAVL1	PABPC1
ELAVL1	BARD1
ELAVL1	NET1
HOXB9	WASF3
TRMT1L	AURKAIP1
TFDP2	MAZ
TFDP2	SMAD4
CALU	P4HB
CPSF6	SH3KBP1
CPSF6	EGFR
HARS	PLS3
ARHGAP1	RHOT1
GEN1	BARD1
SH3KBP1	GEMIN5
SH3KBP1	ALDH2
SH3KBP1	PLS3
SH3KBP1	CLTB
KLHL23	PLS3
PLS3	EGFR
BARD1	GEMIN5
CARM1	PABPC1
P4HB	EGFR
GTF3A	EPN1
ALDH2	HADH
MAZ	EPN1
MAZ	RHOT1
GEMIN2	GEMIN5
EPN1	CLTB
NET1	RHOT1
