#tail	head
ALDH1A1	SP1
ALDH1A1	IRF1
ALDH1A1	ALDH3B2
ALDH1A1	RXRB
ALDH1A1	CYP2C9
ALDH1A1	DERA
ALDH1A1	BID
ALDH1A1	CEBPE
ALDH1A1	CYP17A1
ATP2A3	PHKB
ATP2A3	GRIN2A
ATP2A3	SLC8A2
ATP2A3	MAZ
ATP2A3	TRPV2
ATP2A3	CATSPER4
ATP2A3	NOG
TMOD2	TRPV2
TMOD2	NOG
TMOD2	GRIN2A
TMOD2	CATSPER4
MRPS33	DAP3
MRPS33	SP1
MRPS33	MRPL20
MRPS33	MRPS14
MRPS33	ZC3H3
MRPS33	MRPL48
SHARPIN	BIRC3
SHARPIN	PSMD7
SHARPIN	UBA52
SREBF1	POLR3C
SREBF1	RABEP1
SREBF1	VAC14
SREBF1	NOG
SREBF1	PIAS1
SREBF1	ESR2
SREBF1	ACACA
SREBF1	RXRB
SREBF1	SP1
SREBF1	UBA52
ENTPD1	PDHB
ENTPD1	NDUFB6
ENTPD1	MAZ
ENTPD1	ALDH3B2
ENTPD1	ETNPPL
ENTPD1	NDUFA12
ENTPD1	NOG
ENTPD1	PHKB
ENO1	CPT1A
ENO1	ESR2
ENO1	BPGM
ENO1	RPS13
ENO1	PCMT1
ENO1	HIST1H2BF
ENO1	ACACA
ENO1	NOG
PHOSPHO1	KHSRP
PHOSPHO1	SLC22A5
PHOSPHO1	PHKB
PHOSPHO1	SP1
MRPL48	MRPL20
MRPL48	MRPS14
MRPL48	DAP3
NOG	GRIN2A
NOG	CYP2C9
NOG	CPT1A
NOG	ZEB2
NOG	BID
NOG	ADCYAP1R1
NOG	IRF1
NOG	N4BP2L2
NOG	SLC8A2
NOG	PLA2G4A
NOG	RPS6KA2
NOG	RABEP1
NOG	ESR2
NOG	STAT4
NOG	DBP
NOG	HOXA1
NOG	NMI
NOG	MRPS14
NOG	ACACA
NOG	FOS
NOG	BIRC3
NOG	PIAS1
NOG	ETNPPL
NOG	CYP17A1
NOG	HSD17B12
NOG	KHSRP
NOG	PSMD7
NOG	MYL10
NOG	AP1S2
SP1	AP1S2
SP1	UBA52
SP1	PIAS1
SP1	ESR2
SP1	CYP2C9
SP1	CPT1A
SP1	DERA
SP1	MAZ
SP1	TAF1
SP1	BID
SP1	DAP3
SP1	DBP
SP1	HOXA1
SP1	SLC26A6
SP1	MRPS14
SP1	CEBPE
SP1	VAC14
SP1	ACACA
SP1	ZEB2
SP1	SLC9A5
SP1	HSD17B12
SP1	RXRB
SP1	IDH1
SP1	KHSRP
PCMT1	ESR2
PCMT1	C11orf54
PCMT1	TAF1
PCMT1	DERA
KHSRP	ESR2
KHSRP	MAZ
KHSRP	FOS
NDUFB6	TAF1
NDUFB6	NDUFA12
HOXA1	N4BP2L2
HOXA1	ESR2
HOXA1	MAZ
HOXA1	HIST1H2BF
PIAS1	TAF1
PIAS1	STAT4
PIAS1	HSD17B12
PIAS1	IRF1
PIAS1	RXRB
PIAS1	ESR2
PIAS1	CEBPE
PIAS1	UBA52
ESR2	DAP3
ESR2	BIRC3
ESR2	CYP17A1
ESR2	VAC14
ESR2	NDUFA12
ESR2	RPS6KA2
ESR2	STAT4
ESR2	CPT1A
ESR2	PPID
ESR2	PDHB
ESR2	BID
ESR2	ADCYAP1R1
ESR2	RPS13
ESR2	PUM2
ESR2	UPF1
ESR2	FOS
ESR2	CYP2C9
ESR2	ZC3H3
ESR2	HSD17B12
ESR2	MYL10
ESR2	ACACA
STAT4	ZEB2
STAT4	IRF1
STAT4	RPS6KA2
STAT4	NMI
SLC26A6	IRGC
SLC26A6	VAC14
SLC26A6	IRF1
TRPV2	SLC8A2
TRPV2	MYL10
TRPV2	PLA2G4A
MRPS14	DAP3
MRPS14	MRPL20
MRPS14	ZC3H3
HSD17B12	RABEP1
HSD17B12	BID
HSD17B12	TAF1
HSD17B12	FOS
HSD17B12	CYP17A1
HSD17B12	CYP2C9
IRGC	RPS6KA2
BPGM	PHKB
BPGM	TAF1
AP1S2	MAZ
AP1S2	N4BP2L2
ILF2	PPID
ILF2	RPS13
ILF2	PUM2
ILF2	UPF1
PSMD7	BIRC3
PSMD7	UBA52
PSMD7	RPS13
PSMD7	TAF1
UBA52	HIST1H2BF
UBA52	N4BP2L2
UBA52	UPF1
UBA52	RPS13
UBA52	IRF1
UBA52	BIRC3
ACACA	SLC4A9
ACACA	CPT1A
ACACA	PDHB
ACACA	RXRB
POLR3C	RXRB
SLC22A5	SLC4A9
SLC22A5	SLC8A2
SLC22A5	IDH1
SLC22A5	CPT1A
SLC22A5	GRIN2A
RPS13	HIST1H2BF
RPS13	TAF1
RPS13	UPF1
ETNPPL	PDHB
ASRGL1	NMI
ASRGL1	QARS
CPT1A	PLA2G4A
CPT1A	ALDH3B2
CPT1A	PDHB
CPT1A	IDH1
RABEP1	TAF1
RABEP1	N4BP2L2
IDH1	CYP17A1
IDH1	MAZ
IDH1	CYP2C9
IDH1	ALDH3B2
RXRB	MAZ
RXRB	TAF1
RXRB	PUM2
RXRB	CYP2C9
RXRB	DBP
UPF1	ZC3H3
RPS6KA2	FOS
PDHB	PLA2G4A
NDUFA12	TAF1
CYP2C9	PLA2G4A
CYP2C9	BID
CYP2C9	ADCYAP1R1
CYP2C9	FOS
C11orf54	VAC14
DAP3	TAF1
DAP3	BHLHA15
DAP3	ZC3H3
DAP3	MRPL20
ZEB2	DBP
ZEB2	IRF1
GRIN2A	SLC8A2
GRIN2A	PLA2G4A
GRIN2A	SLC9A5
GRIN2A	MYL10
ALDH3B2	CYP17A1
ALDH3B2	DERA
BHLHA15	MAZ
MYL10	CATSPER4
IRF1	BIRC3
IRF1	QARS
MAZ	FOS
MAZ	N4BP2L2
MAZ	DBP
MAZ	TAF1
MAZ	CEBPE
CYP17A1	FOS
CYP17A1	ADCYAP1R1
FOS	CEBPE
FOS	TAF1
FOS	HIST1H2BF
FOS	NMI
FOS	PLA2G4A
PUM2	DBP
ADCYAP1R1	BID
SLC4A9	SLC9A5
SLC4A9	SLC8A2
SLC8A2	CATSPER4
SLC8A2	SLC9A5
PHKB	TAF1
TAF1	HIST1H2BF
CATSPER4	PLA2G4A
BIRC3	BID
BID	PLA2G4A
