#tail	head
NOX4	TPO
NOX4	FN1
NOX4	CYBA
NOX4	AKR1B1
LSM3	SF3A2
LSM3	MOV10
LSM3	KLC2
CFTR	FN1
CFTR	CFL1
CFTR	CDH1
CFTR	MOV10
CFTR	RPL7
CFTR	DAZAP1
CFTR	F2
CFTR	P4HA1
CFTR	PIK3R5
CFTR	TARDBP
CFTR	AARS
CFTR	ENO1
CFTR	TAGLN2
CFTR	SLC34A3
AURKA	STK11
AURKA	CUL1
AURKA	CDC27
AURKA	RPL11
AURKA	CFL1
AURKA	MRPL24
AURKA	MYBBP1A
AURKA	FZR1
TAGLN2	CDH1
TAGLN2	PIH1D1
TAGLN2	HIST1H2BF
TAGLN2	ENO1
TAGLN2	FN1
TAGLN2	MOV10
TAGLN2	CFL1
TAGLN2	OBSL1
TAGLN2	DAZAP1
FOXG1	MAFG
FOXG1	P4HA1
FOXG1	MOV10
SF3A2	MOV10
SF3A2	SLC31A1
SF3A2	OBSL1
FZR1	CDC27
FZR1	CKS2
FZR1	STK11
FZR1	UBE2F
FZR1	CUL1
SLC47A2	CDH1
SLC47A2	F2
SLC47A2	FN1
SLC2A8	AKR1B1
SLC2A8	PIK3R5
MRPS24	RPL6
MRPS24	MRPL24
SLC34A3	ATP1B3
SLC34A3	ATP1A4
SLC34A3	SLC9A9
SLC34A3	GAPDH
FN1	RPL6
FN1	OBSL1
FN1	RPL11
FN1	TARDBP
FN1	HIST1H4C
FN1	MAFG
FN1	LRAT
FN1	CYBA
FN1	GAPDH
FN1	RPS21
FN1	TIAL1
FN1	F2
FN1	ENO1
FN1	HIST1H1D
FN1	CFL1
FN1	AARS
FN1	RPL7
FN1	AKR1B1
FN1	SLC31A1
FN1	DAZAP1
AARS	ENO1
AARS	PIH1D1
AARS	GAPDH
AARS	MOV10
AARS	RPL7
AARS	ANKMY2
P4HA1	TGOLN2
STK11	NR4A1
STK11	SLC31A1
STK11	ALDOB
LRSAM1	UBE2F
LRSAM1	ANKMY2
ACOX3	TPO
ACOX3	ALDOB
ATP1B3	ATP1A4
ATP1B3	GAPDH
ATP1B3	CIB2
ATP1B3	SCN2B
ATP1B3	SLC9A9
ATP1A4	SLC9A9
ATP1A4	CIB2
ATP1A4	SCN2B
ATP1A4	HIST1H4C
ATP1A4	GAPDH
ATP1A4	COPS5
MAFG	TINAG
MAFG	ALDOB
MAFG	ENO1
MAFG	TIAL1
MAFG	GAPDH
RPL7	NR4A1
RPL7	GAPDH
RPL7	HIST1H2BF
RPL7	COPS5
RPL7	RPS21
RPL7	RPL11
RPL7	PIH1D1
RPL7	TARDBP
RPL7	OBSL1
RPL7	MYBBP1A
RPL7	HIST1H1D
RPL7	ENO1
RPL7	RPL6
RPL7	MOV10
OBSL1	MYBBP1A
OBSL1	F2
OBSL1	ENO1
OBSL1	TIAL1
OBSL1	DAZAP1
OBSL1	RPL11
OBSL1	GAPDH
OBSL1	HIST1H4C
OBSL1	CUL1
OBSL1	RPL6
RPL11	PIH1D1
RPL11	HIST1H2BF
RPL11	TARDBP
RPL11	MYBBP1A
RPL11	HIST1H1D
RPL11	ENO1
RPL11	MOV10
RPL11	MRPL24
RPL11	GAPDH
RPL11	CUL1
RPL11	COPS5
RPL11	RPL6
RPL11	RPS21
SCN2B	SLC9A9
HIST1H1D	RPL6
HIST1H1D	TARDBP
HIST1H1D	MYBBP1A
DAZAP1	CUL1
DAZAP1	COPS5
DAZAP1	TIAL1
DAZAP1	PIH1D1
DAZAP1	CFL1
TIAL1	COPS5
TIAL1	TARDBP
TIAL1	CUL1
NDUFS6	NDUFA7
NDUFS6	NDUFAF2
NDUFS6	MOV10
RPS21	COPS5
RPS21	RPL6
RPS21	CUL1
RPS21	PIH1D1
TINAG	CUL1
CDC27	UBE2F
CDC27	CDH1
CDC27	GATA2
HIST1H4C	ITGB3BP
HIST1H4C	CDH1
HIST1H4C	MYBBP1A
HIST1H4C	PIH1D1
HIST1H4C	GAPDH
HIST1H4C	CUL1
HIST1H4C	TAF1A
HIST1H4C	HIST1H2BF
HIST1H4C	COPS5
ITGB3BP	NCSTN
ITGB3BP	APH1B
ITGB3BP	HIST1H2BF
ITGB3BP	RPL6
NCSTN	APH1B
NCSTN	CDH1
NCSTN	TGOLN2
NCSTN	MYBBP1A
RPL6	MOV10
RPL6	MRPL24
RPL6	CDH1
RPL6	TARDBP
RPL6	CUL1
RPL6	COPS5
RPL6	MYBBP1A
RPL6	PIH1D1
UBE2F	RCHY1
UBE2F	CUL1
GATA2	BLCAP
GATA2	CUL1
ENO1	AKR1B1
ENO1	TARDBP
ENO1	PIH1D1
ENO1	CFL1
ENO1	GAPDH
ENO1	CDH1
ENO1	HIST1H2BF
ENO1	CUL1
ENO1	SLC31A1
ENO1	COPS5
CYBA	RCHY1
KLC2	CDH1
LRAT	BLCAP
CUL1	MYBBP1A
CUL1	GAPDH
CUL1	COPS5
MOV10	SLC31A1
MOV10	TARDBP
MOV10	COPS5
F2	SLC31A1
HIST1H2BF	GAPDH
HIST1H2BF	TAF1A
HIST1H2BF	MYBBP1A
COPS5	GAPDH
COPS5	MYBBP1A
TARDBP	MYBBP1A
TARDBP	GAPDH
NDUFA7	NDUFAF2
TAF1A	MYBBP1A
GAPDH	SLC31A1
GAPDH	ALDOB
GAPDH	AKR1B1
GAPDH	CFL1
GAPDH	PIH1D1
PIK3R5	TGOLN2
SLC31A1	CFL1
SLC31A1	CDH1
CDH1	AKR1B1
CKS2	CFL1
ALDOB	AKR1B1
PIH1D1	CFL1
NR4A1	MYBBP1A
