#tail	head
NOX4	FN1
NOX4	S100B
NOX4	ALB
NOX4	PAX6
PAX6	HNF4A
PAX6	SPG21
PAX6	GTF2A1
PAX6	MAZ
PAX6	KANK2
PAX6	ESR1
TMEM109	MAZ
TMEM109	ERGIC3
TMEM109	TRIM25
HNF4A	MYL6B
HNF4A	IMPDH1
HNF4A	XPO1
HNF4A	CDC123
HNF4A	CD247
HNF4A	RPS27A
HNF4A	MAZ
HNF4A	C4A
HNF4A	TRIM25
HNF4A	ESR1
HNF4A	PIK3R3
HNF4A	ERGIC3
POMT2	UPK1A
POMT2	CHRND
ZNF669	ANKS3
ZNF669	FBXW8
ZNF669	UBE2O
GTF2A1	ESR1
GTF2A1	CHRND
GTF2A1	XPO1
GTF2A1	CATIP
GTF2A1	MAZ
MAZ	ESR1
MAZ	IMPDH1
MAZ	FRMD3
MAZ	XPO1
MAZ	C4A
MAZ	FN1
MAZ	ERGIC3
MAZ	TRIM25
KANK2	FN1
KANK2	VMAC
KANK2	XPO1
KANK2	FOXK1
KANK2	DDIT4L
ALB	CHRND
ALB	S100B
ALB	IGKV2D-40
ALB	ESR1
ALB	C4A
ALB	FN1
FN1	TKT
FN1	XPO1
FN1	ESR1
FN1	RPS27A
FN1	SRI
FN1	C4A
S100B	ESR1
S100B	SPG21
CMTM7	TMPRSS2
CMTM7	FRMD3
SPG21	VMAC
SPG21	DDIT4L
FOXK1	XPO1
CDC123	TRIM25
CDC123	XPO1
TMPRSS2	TMEM222
ESR1	IGHV3-53
ESR1	CD247
ESR1	TRIM25
ESR1	IGKV2D-40
ESR1	C4A
ESR1	RPS27A
ESR1	MYL6B
ESR1	PIK3R3
ESR1	XPO1
IGKV2D-40	CD247
IGKV2D-40	C4A
IGKV2D-40	IGHV3-53
IGKV2D-40	PIK3R3
UBE2O	TRIM25
UBE2O	RPS27A
UBE2O	FBXW8
FBXW8	XPO1
FBXW8	RPS27A
ANKS3	XPO1
ANKS3	TRIM25
TMEM222	UPK1A
TMEM222	ERGIC3
CHRND	ERGIC3
ERGIC3	SQSTM1
ERGIC3	TRIM25
RPS27A	PIK3R3
RPS27A	TRIM25
RPS27A	CD247
RPS27A	SQSTM1
CATSPERD	MYL6B
CATSPERD	SRI
C4A	IGHV3-53
CATIP	DDIT4L
CD247	IGHV3-53
CD247	PIK3R3
MYL6B	SRI
SQSTM1	XPO1
SQSTM1	TRIM25
SQSTM1	TKT
IMPDH1	DDIT4L
IMPDH1	ITPA
TRIM25	PIK3R3
TRIM25	XPO1
IGHV3-53	PIK3R3
SRI	TKT
TKT	ITPA
PIK3R3	DDIT4L
