#tail	head
DDR1	NCK2
DDR1	SHC1
NTRK2	GNG12
NTRK2	RASA1
NTRK2	EYA3
NTRK2	FGF8
NTRK2	SHC1
NTRK2	KRAS
NTRK2	PIP5K1B
NTRK2	EGFR
NTRK2	GCLM
NTRK2	NCK2
NTRK2	FRS3
C4BPA	GCLC
C4BPA	CLDN4
STX12	BLOC1S6
HSPA8	ATP5F1A
HSPA8	ESR2
HSPA8	HNRNPA1
HSPA8	ANAPC10
HSPA8	SRSF4
HSPA8	RPL7A
HSPA8	CLDN4
HSPA8	SSR1
HSPA8	VCL
HSPA8	SNRPN
HSPA8	DNAJB2
HSPA8	RPS9
HSPA8	SUGP1
HSPA8	EGFR
HSPA8	TRIM25
HSPA8	SHC1
HSPA8	DNAJC5
HSPA8	ITGA4
HSPA8	EEF2
HSPA8	HAUS5
TRIM26	FBF1
TRIM26	XPO1
TRIM26	MAGEA6
FBRS	ESR2
FBRS	TAL1
FBRS	XPO1
SDCBP	SP8
SDCBP	TNIP2
SDCBP	ITGA4
FAM118A	ATOX1
NMD3	GCLC
NMD3	DIS3
NMD3	XPO1
DNAJC5	NECAP1
DNAJC5	TRIM25
HAUS5	RAB5C
HAUS5	XPO1
HAUS5	AURKA
HAUS5	FBF1
HAUS5	ESR2
SSR1	TNIP2
SSR1	DNAJB2
SSR1	VCL
SSR1	CD2AP
SSR1	EEF2
SSR1	SUGP1
SSR1	AURKA
SSR1	ESR2
SSR1	HNRNPA1
SSR1	NECAP1
SSR1	RPL7A
SSR1	RPS25
SSR1	DDX21
SSR1	KPNA3
SSR1	RPS9
AMPD3	ITGA2
AMPD3	ANAPC10
AMPD3	TRIM21
AMPD3	DIS3
RALGDS	TRIM25
RALGDS	KRAS
RALGDS	GCLM
RALGDS	TNIP2
RALGDS	MRAS
TXNRD2	ALOX5
TXNRD2	NCOA6
ANAPC10	XPO1
ANAPC10	ESR2
NCOA6	ESR2
NCOA6	FGF8
NCOA6	PRL
ITGA2	EGFR
ITGA2	VCL
ITGA2	CD46
ITGA2	COL13A1
ITGA2	ITGA4
ITGA2	LAMB1
MAGEA6	NCK2
RPS9	XPO1
RPS9	EXOSC3
RPS9	TRIM25
RPS9	ESR2
RPS9	EEF2
RPS9	ITGA4
RPS9	RPL7A
RPS9	RPS25
RPS9	DDX21
RPS9	ATP5F1A
RPS9	HNRNPA1
SLAMF1	CLSTN1
SLAMF1	CD46
TAL1	EYA3
TAL1	KRAS
TAL1	ONECUT1
EEF2	RPL7A
EEF2	XPO1
EEF2	TPM3
EEF2	TRIM25
EEF2	ITGA4
EEF2	DDX21
EEF2	AURKA
EEF2	KRAS
ATOX1	TRIM25
ATOX1	CLDN4
ITGA4	RPS25
ITGA4	DDX21
ITGA4	COL13A1
ITGA4	XPO1
ITGA4	RPL7A
ITGA4	CD2AP
ITGA4	RAB5C
ITGA4	VCL
ITGA4	LAMB1
ITGA4	SHC1
ITGA4	HNRNPA1
RAB5C	EGFR
RAB5C	ESR2
RAB5C	NECAP1
RAB5C	SUGP1
PRL	SHC1
PRL	ESR2
PRL	FGF8
PRL	CLDN4
CD2AP	EGFR
CD2AP	FRS3
GCLC	CLDN4
TRIM21	RC3H1
GCLM	CLDN4
GCLM	EGFR
GCLM	CLSTN1
DNAJB2	ESR2
DNAJB2	UBE2N
RC3H1	UBE2N
RC3H1	RPS25
RC3H1	ATP5F1A
COL13A1	LAMB1
COL13A1	ONECUT1
COL13A1	VCL
TRIM25	EXOSC3
TRIM25	KPNA3
TRIM25	BLOC1S6
TRIM25	TNIP2
TRIM25	UBE2N
TRIM25	CLSTN1
TRIM25	PRKRIP1
TRIM25	EYA3
TRIM25	RPS25
TRIM25	XPO1
TRIM25	VCL
TRIM25	ESR2
TRIM25	HNRNPA1
TRIM25	RPL7A
ESR2	PIP5K1B
ESR2	CLDN4
ESR2	STT3A
ESR2	XPO1
ESR2	EGFR
ESR2	FGF8
ESR2	RPL7A
ESR2	RPS25
ESR2	AURKA
ESR2	EYA3
ESR2	TPM3
ESR2	SUGP1
ESR2	ITPR2
ESR2	SHC1
STT3A	EGFR
LAMB1	VCL
LAMB1	EGFR
RPL7A	HNRNPA1
RPL7A	DDX21
RPL7A	RPS25
RPL7A	ATP5F1A
RPS25	TNIP2
RPS25	KRAS
RPS25	XPO1
AURKA	HNRNPA1
AURKA	XPO1
AURKA	RASA1
AURKA	EGFR
AURKA	FRS3
AURKA	UBE2N
PRKRIP1	XPO1
PRKRIP1	SNRPN
UBE2N	VCL
UBE2N	TNIP2
UBE2N	KRAS
UBE2N	RHNO1
PIP5K1B	GNG12
PIP5K1B	NECAP1
PIP5K1B	SHC1
PIP5K1B	FGF8
PIP5K1B	KRAS
PIP5K1B	EGFR
PIP5K1B	VCL
EGFR	NCK2
EGFR	XPO1
EGFR	RASA1
EGFR	GNG12
EGFR	TPM3
EGFR	FGF8
EGFR	SHC1
EGFR	ATP5F1A
EGFR	KRAS
EGFR	NECAP1
EGFR	DIS3
EGFR	EXOSC3
EGFR	MRAS
GNG12	FGF8
GNG12	ITPR2
GNG12	SHC1
TNIP2	HNRNPA1
TNIP2	SRSF4
TNIP2	XPO1
ATP5F1A	KRAS
ATP5F1A	HNRNPA1
EXOSC3	DIS3
FGF8	ONECUT1
FGF8	DDX21
KRAS	RASA1
KRAS	FRS3
FRS3	RASA1
FRS3	SHC1
MRAS	SHC1
MRAS	RASA1
TRIM16L	CD46
XPO1	SHC1
XPO1	SUGP1
XPO1	HNRNPA1
XPO1	TPM3
XPO1	VCL
BLOC1S6	TPM3
SHC1	ITPR2
SHC1	RASA1
ONECUT1	SP8
SUGP1	SNRPN
SUGP1	HNRNPA1
SUGP1	SRSF4
SRSF4	HNRNPA1
SRSF4	SNRPN
SNRPN	HNRNPA1
FBF1	VCL
ITPR2	VCL
ITPR2	TPM3
TPM3	VCL
DDX21	HNRNPA1
DDX21	KPNA3
