#tail	head
PAX6	INS
PAX6	OVOL1
PAX6	VDR
PAX6	SPI1
PAX6	UBE2M
PAX6	TRAP1
PAX6	ESR1
MTHFD1	ADCY3
MTHFD1	PCK1
MTHFD1	FAR1
MTHFD1	ESR1
MTHFD1	VPS29
SULT1A3	TRAP1
SULT1A3	SLC6A3
SULT1A3	VDR
MARCH7	VDR
MARCH7	UBE2M
MARCH7	MAPK6
VDAC1	NDUFA8
VDAC1	INS
VDAC1	TRPV4
VDAC1	CNGA1
VDAC1	TRAP1
VDAC1	MAPK6
VDAC1	ESR1
VDAC1	MCOLN1
VDAC1	NDUFV1
VDAC1	CKB
FAR1	MAPK6
FAR1	ADH1B
FAR1	CPT1A
PSEN2	ESR1
PSEN2	NCSTN
FN1	INS
FN1	ESR1
FN1	UBE2M
FN1	TRAP1
FN1	MCOLN1
FN1	C4A
INS	MCOLN1
INS	ADORA2B
INS	CKB
INS	CKMT2
INS	ADCY3
INS	OVOL1
INS	NCSTN
INS	VDR
INS	TRPV4
INS	ESR1
INS	NTN1
INS	SLC6A3
INS	MAPK6
INS	PCK1
INS	TRAP1
INS	CPT1A
NTN1	ADORA2B
NTN1	ZBTB18
STK3	ZNF133
CKB	GAMT
CKB	SPI1
CKB	UBE2M
ADCY3	AKAP5
AKAP5	TRPV4
HLF	ZBTB18
HLF	PTHLH
PTHLH	VDR
PTHLH	SPI1
PTHLH	ESR1
ZBTB18	VDR
VDR	SFTPB
VDR	SLC6A3
VDR	MAPK6
VDR	ESR1
VDR	OVOL1
VDR	ZNF133
ADORA2B	SFTPB
CKMT2	GAMT
NDUFA8	TMEM126B
NDUFA8	NDUFB3
NDUFA8	NDUFV1
TMEM126B	NDUFV1
TMEM126B	NDUFB3
VPS29	PCK1
VPS29	NDUFV1
CPT1A	PCK1
CPT1A	NDUFV1
ESR1	DNAJB11
ESR1	SLC6A3
ESR1	MAPK6
ESR1	C4A
ESR1	UBE2M
ESR1	PCK1
ESR1	TRAP1
ESR1	MCOLN1
ESR1	OVOL1
TRAP1	UBE2M
ADH1B	SCCPDH
DNAJB11	NDUFV1
DNAJB11	SCCPDH
NPPB	NPR3
NPPB	SLC6A3
MAPK6	SPI1
MAPK6	ZNF133
TRPV4	CNGA1
NDUFB3	NDUFV1
C4A	MCOLN1
MCOLN1	CNGA1
