#tail	head
CACNA2D2	INS
CACNA2D2	F10
SPRY1	HNF4A
SPRY1	LCE1A
SPRY1	INS
SPRY1	LCE3D
IDH2	DGAT1
IDH2	ACP2
NAXD	CYB5D2
NAXD	SUCLG2
HNF4A	HIF1AN
HNF4A	SRSF1
HNF4A	PIP5K1A
HNF4A	ACP2
HNF4A	CTNNBL1
HNF4A	LRFN3
HNF4A	PAX4
TENM4	INS
TENM4	LCE3D
PI3	LCE1A
PI3	SPRR2A
AGTR2	IL18
PRPF19	POU3F2
PRPF19	INS
PRPF19	SRSF1
SEMA3B	INS
PTPN6	CD79B
ACP2	DGAT1
IL18	TDGF1
IL18	INS
THOC6	SRSF1
THOC6	PAX4
THOC6	CTNNBL1
LPAR6	GNA14
LCE1A	SPRR2A
INS	CTNNBL1
CACNA1A	DMD
CACNA1A	PAX4
PAX4	POU3F2
PAX4	SRSF1
PAX4	KMT2E
PAX4	CD79B
TDGF1	LRFN3
PIP5K1A	GNA14
PIP5K1A	CD79B
HIST1H2BK	HOXD4
HIST1H2BK	KMT2E
DGAT1	DGKG
DGAT1	SUCLG2
DGKG	GNA14
DGKG	CD79B
CTNNBL1	SRSF1
MGST3	SUCLG2
HIF1AN	SRSF1
