#tail	head
FGF16	IGHV3-13
FGF16	SH2D2A
FGF16	IGHV3-23
FGF16	KIT
FGF16	BAG4
FGF16	BLNK
FGF16	IGKV1-5
FGF16	NRG3
FGF16	IGKV1-16
FGF16	PIK3R6
FGF16	LAT2
FGF16	IGHV1-46
IGHV3-23	SH2D2A
IGHV3-23	KIT
IGHV3-23	IGKV1-5
IGHV3-23	NRG3
IGHV3-23	IGKV1-16
IGHV3-23	PIK3R6
IGHV3-23	LAT2
IGHV3-23	BAG4
IGHV3-23	BLNK
IGHV3-23	FCER1G
IGHV3-23	MS4A2
MS4A2	IGKV1-16
MS4A2	IGKV1-5
MS4A2	FCER1G
MS4A2	IGHV3-13
MS4A2	IGHV1-46
MS4A2	LAT2
NRG3	IGHV1-46
NRG3	BAG4
NRG3	BLNK
NRG3	IGKV1-16
NRG3	LAT2
NRG3	IGKV1-5
NRG3	IGHV3-13
PIK3R6	BAG4
PIK3R6	BLNK
PIK3R6	IGHV3-13
PIK3R6	IGHV1-46
PIK3R6	LAT2
PIK3R6	IGKV1-16
PIK3R6	IGKV1-5
LAT2	IGHV3-13
LAT2	IGHV1-46
LAT2	BAG4
LAT2	BLNK
LAT2	SH2D2A
LAT2	IGKV1-16
LAT2	IGKV1-5
LAT2	FCER1G
LAT2	KIT
IGHV1-46	BAG4
IGHV1-46	BLNK
IGHV1-46	SH2D2A
IGHV1-46	IGKV1-16
IGHV1-46	KIT
IGHV1-46	FCER1G
IGHV1-46	IGKV1-5
FCER1G	IGKV1-16
FCER1G	IGKV1-5
FCER1G	IGHV3-13
KIT	SH2D2A
KIT	IGKV1-5
KIT	IGHV3-13
KIT	BAG4
KIT	BLNK
KIT	IGKV1-16
IGKV1-16	BAG4
IGKV1-16	IGHV3-13
IGKV1-16	BLNK
IGKV1-16	SH2D2A
BLNK	BAG4
BLNK	IGHV3-13
BLNK	SH2D2A
BLNK	IGKV1-5
IGKV1-5	IGHV3-13
IGKV1-5	BAG4
IGKV1-5	SH2D2A
BAG4	IGHV3-13
BAG4	SH2D2A
IGHV3-13	SH2D2A
