#tail	head
DHX16	SLU7
DHX16	CSTF1
DHX16	POLR2F
DHX16	MEGF10
DHX16	CFAP20
PCBP1	ZCCHC10
PCBP1	GTF2F2
PCBP1	CTNNBL1
NCL	MTF1
NCL	SRSF1
MOBP	SDCBP
FOXF2	TXNDC12
FOXF2	ITGA3
FOXF2	SLU7
FOXF2	PCSK5
UPF3B	SLU7
UPF3B	SMNDC1
C17orf50	PCSK5
HIST1H4B	POLR2F
HIST1H4B	CTNNBL1
HIST1H4B	HIST1H3B
PPP2R1A	RBL1
MAP2K1	VCL
MAP2K1	GRB10
CSTF1	SLU7
CSTF1	SRSF1
CSTF1	POLR2F
GTF2F2	CDK12
GTF2F2	CPSF4
GTF2F2	SRSF1
GTF2F2	POLR2F
SLU7	CFAP20
SLU7	THOC3
SLU7	SRSF1
ZCCHC10	SDCBP
CFAP20	RNPS1
CFAP20	SMNDC1
CFAP20	SRSF1
CFAP20	THOC3
CFAP20	IGF2BP3
KRTAP2-3	C19orf66
TGM2	HIST1H3B
POLR2F	SMNDC1
CDK12	SRSF1
SF3A2	AGGF1
SF3A2	IGF2BP3
SF3A2	HIST1H3B
THOC3	RNPS1
THOC3	IGF2BP3
RNPS1	SMNDC1
RNPS1	CTNNBL1
CTNNBL1	HIST1H3B
HIST1H3B	DDX31
SMNDC1	CPSF4
