#tail	head
RBM5	RNPS1
RBM5	AQR
RBM5	SF3A2
RBM5	HNRNPH1
RBM5	PHF5A
RBM5	HNRNPK
RBM5	HNRNPA3
IGHV3-23	SH2D2A
IGHV3-23	PIP5K1A
IGHV3-23	ERBB2
IGHV3-23	BAIAP2
IGHV3-23	PIK3AP1
IGHV3-23	PTEN
IGHV3-23	RAC2
HNRNPK	SP1
HNRNPK	HNRNPA3
HNRNPK	SEC24C
HNRNPK	CTNNB1
HNRNPK	RNPS1
HNRNPK	PARP1
HNRNPK	PHF5A
HNRNPK	SNX9
HNRNPK	SF3A2
HNRNPK	TRIM25
HNRNPK	SMIM1
HNRNPK	PTEN
HNRNPK	ACTG1
HNRNPK	HNRNPH1
HNRNPK	HIST1H3J
HNRNPK	AQR
HNRNPK	RNF4
CTNNB1	ACTG1
CTNNB1	AKR7A2
CTNNB1	CSNK1E
CTNNB1	PIP5K1A
CTNNB1	RELA
CTNNB1	SLC30A7
CTNNB1	RNF4
CTNNB1	ACTA1
CTNNB1	CREBBP
CTNNB1	DDB1
CTNNB1	PCDHA7
CTNNB1	SP1
CTNNB1	ERBB2
CTNNB1	HIST1H3J
CTNNB1	RNPS1
CTNNB1	PARP1
CTNNB1	SNX9
CTNNB1	TRIM25
CTNNB1	PTEN
CTNNB1	ABL1
CTNNB1	SEC24C
CTNNB1	CASP3
PTPN22	ERBB2
PTPN22	AKR7A2
PTPN22	TRAC
PTPN22	ACTA1
PTPN22	EPHA7
PTPN22	ABL1
ACTG1	ERBB2
ACTG1	GAN
ACTG1	BAIAP2
ACTG1	SEC24C
ACTG1	SNX9
ACTG1	ACTA1
ACTG1	SMIM1
ACTG1	RAC2
ACTG1	SP1
ACTG1	HIST1H3J
ACTG1	RELA
ACTG1	PCDHA7
ELL	AQR
ELL	SP1
ELL	ERCC2
ELL	DDB1
ELL	TRIM25
DDB1	ERCC2
DDB1	ABL1
DDB1	SP1
DDB1	HIST1H3J
DDB1	PARP1
DDB1	AQR
DDB1	CLCN1
DDB1	TRIM25
DDB1	PTEN
DDB1	CEP78
IFITM3	PHF5A
IFITM3	TMEM86B
IFITM3	TRAP1
IFITM3	SF3A2
SF3A2	BAIAP2
SF3A2	HNRNPH1
SF3A2	PHF5A
SF3A2	HNRNPA3
SF3A2	TRAP1
SF3A2	SMIM1
SF3A2	RNPS1
SF3A2	RNF4
SF3A2	HIST1H3J
SF3A2	AQR
SNX9	SEC24C
SNX9	PIP5K1A
SNX9	HNRNPA3
SNX9	RNPS1
RNPS1	RNF4
RNPS1	HNRNPA3
RNPS1	AQR
RNPS1	HNRNPH1
RNPS1	PHF5A
NFIC	HIST1H3J
NFIC	CREBBP
NFIC	RELA
NFIC	PARP1
NFIC	TRIM25
PIGT	TRIM25
PIGT	RNF4
PIGT	PIGK
IL2	PIP5K1A
IL2	RELA
IL2	CASP3
IL2	AKR7A2
IL2	TRAP1
IL2	PLD2
IL2	TRAC
SEC24C	SP1
SEC24C	HNRNPA3
SEC24C	HLA-G
SFRP1	TMEM86B
SFRP1	MTF1
RRN3	ACTA1
RRN3	RNF4
RRN3	ERCC2
AQR	HIST1H3J
AQR	RNF4
AQR	ERCC2
AQR	PHF5A
AQR	HNRNPA3
AQR	HNRNPH1
HIST1H3J	HNRNPA3
HIST1H3J	CREBBP
HIST1H3J	RNF4
HIST1H3J	PARP1
HIST1H3J	PHF5A
ACTA1	PCDHA7
ACTA1	CASP3
ACTA1	ERBB2
ACTA1	BAIAP2
ACTA1	PTEN
ACTA1	RAC2
ACTA1	SP1
ACTA1	ABL1
ACTA1	RELA
SMIM1	CASP3
SMIM1	HNRNPH1
SMIM1	PARP1
SMIM1	TMEM86B
SLC30A7	RNF4
SLC30A7	MTF1
SLC30A7	CASP3
SLC30A7	SP1
SLC30A7	PARP1
CEP78	TUBB4A
CEP78	CSNK1E
AKR7A2	TRAP1
AKR7A2	MTM1
AKR7A2	SP1
AKR7A2	CASP3
AKR7A2	RELA
AKR7A2	PARP1
RNF4	HNRNPA3
RNF4	PIGK
RNF4	SP1
RNF4	TRIM25
RNF4	HNRNPH1
RNF4	PARP1
HNRNPA3	PARP1
HNRNPA3	PHF5A
HNRNPA3	TRIM25
HNRNPA3	HNRNPH1
CREBBP	TRIM25
CREBBP	PTEN
CREBBP	SP1
CREBBP	MTF1
CREBBP	RELA
CREBBP	PARP1
TFCP2	SP1
TFCP2	STAC2
PHF5A	TRAP1
PHF5A	SP1
PHF5A	HNRNPH1
PIP5K1A	TRIM25
PIP5K1A	PTEN
PIP5K1A	BAIAP2
PIP5K1A	ERBB2
PIP5K1A	PLD2
PIP5K1A	PIK3AP1
PIP5K1A	CASP3
PIP5K1A	RAC2
PIP5K1A	GNAT1
PIP5K1A	SH2D2A
PIP5K1A	MTM1
RAC2	PLD2
RAC2	BAIAP2
RAC2	MRAS
STAC2	SP1
STAC2	MTF1
TRAP1	CASP3
TRAP1	PARP1
TRAP1	GAN
MRAS	ERBB2
MRAS	RELA
RELA	MTF1
RELA	TUBB4A
RELA	CLCN1
RELA	PTEN
RELA	ABL1
RELA	CASP3
RELA	SP1
RELA	CSNK1E
RELA	PARP1
RELA	GAN
MTF1	PARP1
MTF1	HNRNPH1
MTF1	PTEN
MTF1	SP1
TUBB4A	TRIM25
TUBB4A	CSNK1E
TUBB4A	SP1
TUBB4A	GAN
GNAT1	PTEN
CSNK1E	CACNG2
CSNK1E	BAIAP2
CSNK1E	SP1
GAN	HNRNPH1
CACNG2	EPHA7
MTM1	ABL1
MTM1	ERBB2
MTM1	EPHA7
SH2D2A	BAIAP2
SH2D2A	ERBB2
ABL1	PTEN
ABL1	SP1
ABL1	PIK3AP1
ABL1	PARP1
ABL1	TRIM25
ABL1	PCDHA7
ABL1	ERBB2
ABL1	BAIAP2
SP1	EPHA7
SP1	CASP3
SP1	TRIM25
SP1	PARP1
SP1	CLCN1
SP1	PTEN
SP1	PIGK
PCDHA7	ERBB2
ERCC2	TRIM25
ERCC2	PARP1
BAIAP2	ERBB2
BAIAP2	PIK3AP1
BAIAP2	TRIM25
ERBB2	PTEN
ERBB2	PARP1
TRAC	HLA-G
PTEN	PARP1
PTEN	EPHA7
TRIM25	HNRNPH1
CASP3	PARP1
CASP3	PLD2
PARP1	PLD2
PARP1	HNRNPH1
