#tail	head
TERF2	XRCC5
TERF2	XRCC6
TERF2	MAZ
TIAM1	GRIN2B
TIAM1	EFNA1
GRIN2B	MAZ
GRIN2B	PRKACA
GRIN2B	DBP
GRIN2B	FXYD3
GRIN2B	CALD1
CALD1	MAZ
CALD1	DBP
CALD1	SRI
CALD1	PRKACA
CALD1	DLD
RORA	CYP2C19
RORA	PRKACA
RORA	MAZ
RORA	DBP
FGF8	CHRNA3
FGF8	APP
FGF8	GPC4
FGF8	CD58
FGF8	KARS
FLYWCH2	SLX1A
FLYWCH2	SEC13
HIST1H3I	XRCC5
HIST1H3I	ZKSCAN4
CHRNA3	CYP2C19
CHRNA3	SRI
HOXB9	PRKACA
HOXB9	MAZ
HOXB9	KRTAP1-1
CD58	PRKACA
IARS	SEC13
IARS	PAPSS2
IARS	APP
IARS	DLD
FXYD3	MAZ
FXYD3	SRI
KARS	BHMT
KARS	CYP2C19
KARS	MSRA
KARS	QARS
KARS	PRKACA
SRI	APP
CLDN2	LPAR3
BHMT	QARS
BHMT	APP
BHMT	DLD
HS3ST4	HS3ST3B1
HS3ST4	PAPSS2
ZBTB42	MID2
XRCC6	DLD
XRCC6	SEC13
P4HA3	ADRA2C
PSMA1	MID2
CSF2	PRKACA
MSRA	APP
MSRA	QARS
MAZ	GPC4
MAZ	ADAM17
ADAM17	APP
ADRA2C	GNAT3
PRKACA	SEC13
PRKACA	APP
PRKACA	GNAT3
GPC4	CYP2C19
GNAT3	APP
