#tail	head
HEXIM1	HNF1A
HEXIM1	FOXF2
HEXIM1	SUPT5H
HEXIM1	GTF2A1
AMT	GLUD2
AMT	SHMT1
AMT	TAT
CDC5L	DNAJC5B
CDC5L	SRSF7
CDC5L	CLDN1
CDC5L	XPO5
CDC5L	FAM19A1
PRRX2	STC1
PRRX2	SEMA3A
PRRX2	PAX4
PRRX2	DNAJC5B
HIST2H3D	ATF2
HIST2H3D	STAT1
HIST2H3D	FN1
HIST2H3D	MYC
FOXF2	GTF2A1
FOXF2	HNF1A
FOXF2	MYC
FOXF2	ATF2
FOXF2	FAM19A1
FOXF2	S100G
GTF2A1	ATF2
GTF2A1	SUPT5H
GTF2A1	WNK4
GTF2A1	MYC
GTF2A1	POU4F1
GTF2A1	ITGA1
FN1	SUPT5H
FN1	XPO5
FN1	KERA
FN1	ITGA1
FN1	MYC
FN1	RACK1
RACK1	HNF1A
RACK1	STAT1
RACK1	TAL1
CLDN1	WNK4
PDE6B	PDE6A
PDE6B	PPAT
PDE6B	NPR1
PDE6A	PPAT
PDE6A	NPR1
TAT	SHMT1
TAT	GLUD2
S100G	ATF2
HNF1A	TAL1
HNF1A	SRSF7
HNF1A	PAX4
HNF1A	MYC
HNF1A	ATP2B3
HNF1A	ATF2
HNF1A	STC1
HNF1A	SEMA3A
KERA	TAL1
KERA	ITGA1
SEMA3A	POU1F1
SEMA3A	PAX4
ATP2B3	ITGA1
POU1F1	SRSF7
MYC	PPAT
MYC	SHMT1
MYC	SUPT5H
MYC	NPR1
MYC	SRSF7
MYC	GLUD2
MYC	XPO5
PPAT	GLUD2
PPAT	SHMT1
TAL1	POU4F1
TAL1	PAX4
TAL1	ATF2
TAL1	FAM19A1
STAT1	STC1
STAT1	SHMT1
STC1	PAX4
XPO5	SHMT1
GLUD2	ATF2
GLUD2	SHMT1
ATF2	PAX4
ATF2	FAM19A1
PAX4	FAM19A1
PAX4	WNK4
