#tail	head
CHEK2	HIST1H4B
CHEK2	H2BFS
NKAIN3	SLC17A1
NKAIN3	SLC5A1
NKAIN3	SLC5A3
NLGN1	HIST1H4B
EN1	MEIS1
EN1	PLCB1
PMPCA	PLCB1
HOXA9	SKAP1
HOXA9	MEIS1
EED	PTBP1
EED	HIST1H4B
EED	H2BFS
EED	HNRNPH1
NR3C1	SF3A1
NR3C1	MAPK14
DYNLL2	SMC1A
DYNLL2	NUP133
DYNLL2	DYNC1I1
DYNLL2	CDCA8
HIST1H4B	HNRNPH1
HIST1H4B	DERL1
HIST1H4B	BARD1
HIST1H4B	SUN2
H2BFS	BARD1
IFI16	PIP4K2A
CLEC1B	DGKD
BABAM2	SSR3
HOMER3	NLGN3
SLC5A3	CLTRN
SF3A1	EFTUD2
IVD	DLD
SMN1	SLC5A1
SMN1	DYNC1I1
SMN1	MAPK14
SMN1	NUP133
NKAIN4	CIB3
DGKD	IGLV3-1
DGKD	PLCB1
FLRT3	MEIS1
NLGN3	PLCB4
EFTUD2	SMC1A
EFTUD2	MAP1S
RASGRP2	PLCB4
CLTRN	SLC17A1
MAP1LC3A	SRSF1
MAP1LC3A	PTBP1
PLCB1	PIP4K2A
SLC17A1	SLC5A2
SSR3	SEC61A1
DERL1	SEC61A1
DERL1	SMC1A
FGF5	IGLV3-1
KNTC1	CDCA8
DLD	SLC5A1
PLCB4	PIP4K2A
SUN2	HNRNPH1
SMC1A	CDCA8
HNRNPH1	SRSF1
