#tail	head
PCBP1	HNF4A
PCBP1	RBM8A
UBC	AMPD3
UBC	USP33
UBC	NFKB1
UBC	CDC20
UBC	SYT1
KRT27	KRT6C
COL9A3	COL4A3
ELP3	HNF4A
ELP3	HIST1H3A
ELP3	HIST1H3C
DAB1	GATA3
PCNA	TPI1
PCNA	HIST1H3F
PCNA	DIO2
PCNA	LEF1
PCNA	CDC20
CORO2A	TCF3
CACNA1E	SYT1
TEX28	KIAA0100
OSM	COL4A3
OSM	GATA3
OSM	MYC
INS	FOXK2
INS	CDC20
INS	FAM120B
INS	SNRPN
NCOA1	FAM120B
NCOA1	ACTN2
NCOA1	NFKB1
ACVR2B	PSMC4
PRPF3	HIST1H3A
PRPF3	ZRSR2
PRPF3	HIST1H3F
KPNA4	HIST1H4E
ATOX1	GGPS1
REST	HIST1H2BN
REST	FBXW7
REST	HIST1H4E
REST	HIST1H3A
HNF4A	DNMT3A
HNF4A	CSNK2A1
HNF4A	LCMT1
HNF4A	TCP1
ATXN7	ACTN2
RASSF9	GGCT
LEF1	EBF2
LEF1	NFATC3
LEF1	DNMT3A
LEF1	HIST1H2BN
LEF1	HIST1H3F
LEF1	ECM2
LEF1	GPS2
PARP2	HIST1H3C
MON2	PAAF1
MON2	VASN
GATA3	ACTN2
GATA3	HIST1H3F
TRPV4	SYT1
TDGF1P3	DAND5
HIST1H4E	ACTN2
HIST1H4E	HIST1H2BN
HIST1H4E	HMGN2
HIST1H4E	HIST1H3A
TRIM25	ANGPTL7
TRIM25	DIO2
PSMC4	PSMC1
FBXW7	PSMC1
RXRB	GPS2
HNRNPK	CHD4
HIST1H3F	MYC
HIST1H3F	IGSF8
HIST1H3A	CHD4
SART1	SNRPN
HIST1H3C	HIST1H2BN
HIST1H3C	SRBD1
HIST1H3C	MYC
HIST1H3C	CHD4
PSMC1	MYC
MYC	TCF3
MYC	DNMT3A
MYC	HMGN2
CHD4	TCF3
CHD4	FOXK2
CHD4	KRT6C
TCF3	SLC5A8
SYF2	NKAPD1
VASN	JAG2
MAT1A	DNMT3A
