#tail	head
CD3E	CALM3
CD3E	NCK1
CD3E	PTPN6
CD3E	ZFPL1
PTPRQ	BTK
NCK1	HIST1H1E
NCK1	BTK
NCK1	EHMT2
NCK1	ERBB3
BTK	ERBB3
BTK	PTPRB
BTK	PTPN6
BTK	CALM3
BTK	FASLG
BTK	SOS2
BTK	STAT2
HIST1H1E	HIST2H2BE
HIST1H1E	CBX6
HIST1H1E	HIST1H4C
HIST1H1E	HIST1H4D
HIST1H1E	PLXND1
HIST1H1E	EHMT2
KRTAP10-3	C10orf62
KRTAP10-3	TNFRSF6B
KRTAP10-3	DMRT3
CENPJ	CALM3
CENPJ	ATN1
CENPJ	BCCIP
SMN2	SYNCRIP
SMN2	CUL3
SMN2	DDAH2
SMN2	HIST1H4D
SMN2	HIST1H4C
HBA2	SLC31A1
HBA2	SOD2
HBA2	ERBB3
HBA2	HBB
HBA2	HMOX1
APBB3	RBM14
APBB3	BACE2
RNF4	ZFPL1
RNF4	EEF1G
RNF4	HIST1H4D
RNF4	MYC
RNF4	HIST1H4C
RNF4	ITGA5
RNF4	ATN1
RNF4	HIST2H2BE
RNF4	TRAF3
RNF4	SOD2
HIST1H4C	MYC
HIST1H4C	CUL3
HIST1H4C	HIST2H2BE
HIST1H4C	RXRA
HIST1H4C	EEF1G
HIST1H4C	CALM3
HIST1H4C	ZC3H18
HIST1H4C	EHMT2
HIST1H4C	ATAD2
HIST1H4C	CBX6
HIST1H4C	HMOX1
CUL3	GNL3
CUL3	EEF1G
CUL3	RBM14
CUL3	ZC3H18
CUL3	HIST2H2BE
CUL3	CALM3
CUL3	HIST1H4D
CUL3	SYNCRIP
ZFPL1	MYC
ZFPL1	CLEC7A
BCCIP	GNL3
FASLG	TNFRSF6B
FASLG	SLC31A1
ERCC6	HIST1H4D
ERCC6	MYC
ERCC6	SOD2
ERCC6	EHMT2
ERCC6	HIST2H2BE
ERCC6	CBX6
GNL3	TFDP1
GNL3	MYC
GNL3	CBX6
TRAF3	C10orf62
TRAF3	RBM14
ZC3H18	HIST2H2BE
ZC3H18	HIST1H4D
ZC3H18	RBM14
RXRA	SOD2
RXRA	HIST1H4D
RXRA	HMOX1
RXRA	HIST2H2BE
RXRA	BCL3
HIST2H2BE	CBX6
HIST2H2BE	HIST1H4D
HIST2H2BE	EHMT2
ITGB2	FGG
ITGB2	ITGA5
ITGB2	CX3CL1
ITGB2	PTPRB
PLXND1	RND2
SOD2	GSTM2
SOD2	HMOX1
SOD2	MYC
PTPN6	SOS2
PTPN6	STAT2
PTPN6	MYC
PTPN6	ERBB3
AIM2	TRIM27
SLC31A1	MYC
SLC31A1	HBB
SLC31A1	ERBB3
MYC	HIST1H4D
MYC	IPO11
MYC	CALM3
MYC	GSTM2
MYC	EHMT2
MYC	ATAD2
MYC	SYNCRIP
MYC	CBX6
MYC	HMOX1
MYC	TFDP1
MYC	EEF1G
HBB	ERBB3
FGG	ITGA5
FGG	CX3CL1
ERBB3	SOS2
ERBB3	CALM3
ERBB3	STAT2
SOS2	STAT2
BACE2	ADGRE5
BCL3	RAB9A
STAT2	CBFA2T3
CBFA2T3	ATN1
ARL13B	CLEC7A
ARL13B	IPO11
ARL13B	HMOX1
ARL13B	RAB9A
CX3CL1	ITGA5
HMOX1	GSTM2
HMOX1	HIST1H4D
TRIM27	DMRT3
EEF1G	ATAD2
EEF1G	HIST1H4D
ATAD2	TFDP1
EHMT2	TFDP1
EHMT2	HIST1H4D
SYNCRIP	TFDP1
TFDP1	RND2
TFDP1	IPO11
CALM3	HIST1H4D
CALM3	CLEC7A
CBX6	HIST1H4D
RBM14	ATN1
DMRT3	ATN1
