#tail	head
DVL2	GNG4
DVL2	GRB2
DVL2	EREG
DVL2	GNB3
DVL2	CDC42
DVL2	ELOA2
IFNA13	LEPR
IFNA13	GCLC
ELOA2	POLR2H
ELOA2	POLR2I
CDC42	RPS27A
CDC42	GRB2
CDC42	EREG
CDC42	JUN
CDC42	GNB3
CDC42	GNG4
GATA4	NKX2-1
GATA4	TFAP2D
GATA4	HOXD3
FOXF2	NKX2-1
FOXF2	PLA2G2F
FOXF2	LINC00173
FOXF2	TNIP2
IL1RN	HMGA1
IL1RN	HSD17B12
IL1RN	JUN
POLR2I	POLR2H
POLR2I	JUN
POLR2I	RPS27A
POLR2I	HIST1H2AJ
POLR2I	HOXD3
GCLC	GMPS
GCLC	JUN
GCLC	GFPT1
GCLC	ATF4
GCLC	NME4
GCLC	PPID
GCLC	SLC6A14
HSD17B12	GNB3
HSD17B12	ZNHIT3
HSD17B12	JUN
HSD17B12	GPS2
JDP2	NKX2-1
JDP2	ATF4
JDP2	JUN
OIP5	TFAP2D
OIP5	GPS2
OIP5	HIST1H2AJ
OIP5	JUN
HK3	NME4
HK3	GMPS
HK3	MTMR6
HK3	ATF4
HK3	GFPT1
HK3	JUN
ZNHIT3	TNIP2
MTMR6	PLA2G2F
HMGA1	LINC00173
HMGA1	NKX2-1
HMGA1	JUN
HMGA1	PDE4C
CBX6	HIST1H2AJ
CBX6	ULK2
ULK2	IPO9
GMPS	JUN
GMPS	SLC6A14
GMPS	NME4
GMPS	GFPT1
GMPS	PDE4C
LEPR	GRB2
IPO9	JUN
IPO9	AKIRIN2
NME4	PDE4C
NME4	SLC6A14
NME4	GFPT1
NKX2-1	GPS2
NKX2-1	ATF4
NKX2-1	GRB2
NKX2-1	SLC6A14
NTSR1	GNB3
NTSR1	GNG4
GNG4	GNB3
GNG4	EREG
GNG4	GRB2
GFPT1	SLC6A14
GFPT1	JUN
EREG	JUN
EREG	GNB3
EREG	GRB2
EREG	RPS27A
ATF4	GPS2
ATF4	JUN
GPS2	HIST1H2AJ
RPS27A	POLR2H
RPS27A	GRB2
RPS27A	JUN
AKIRIN2	PPID
AKIRIN2	TNIP2
AKIRIN2	JUN
GNB3	GRB2
SLC6A14	JUN
HOXD3	JUN
HOXD3	HIST1H2AJ
HOXD3	POLR2H
HIST1H2AJ	JUN
HIST1H2AJ	POLR2H
JUN	POLR2H
JUN	TNIP2
TNIP2	POLR2H
