#tail	head
GABPB2	SPG21
GABPB2	ESR2
GABPB2	VCAM1
MDFIC	CTNNB1
MDFIC	ESR2
MDFIC	CDK9
ATP5F1A	RPLP0
ATP5F1A	NPM1
ATP5F1A	VCAM1
ATP5F1A	CTNNB1
PRPF6	SF3B3
PRPF6	LUC7L2
PRPF6	SNW1
DNAJC1	CLEC2D
ANKFY1	ESR2
RPLP0	CTNNB1
RPLP0	SNW1
RPLP0	NPM1
RPLP0	VHL
TGFB1	GTF3A
TGFB1	CDK9
TGFB1	COL4A1
ARID2	SMARCA4
ARID2	ESR2
ITGA10	COL3A1
ITGA10	COL4A1
ITGA10	ITGA8
ITGA10	COL7A1
COL4A5	MICALL1
COL4A5	COL3A1
TMEM9B	CLEC2D
VHL	UBE2S
NPM1	VCAM1
NPM1	SNW1
NPM1	DHX30
NPM1	CDK6
NPM1	SMARCA4
NPM1	RPL31
SPG21	TMEM239
SPG21	TFAP4
FGF11	STRN3
FGF11	GTF3A
STRN3	CTNNB1
YIF1A	TIMMDC1
CDK6	TFAP4
CDK6	CTNNB1
MICALL1	COL4A1
MICALL1	COL3A1
LUC7L2	SF3B3
LUC7L2	SNW1
LUC7L2	RPL31
KCTD7	UBE2S
COL19A1	P4HA3
COL19A1	ITGA8
COL19A1	COL4A1
RPL31	CTNNB1
ESR2	SF3B3
ESR2	CTNNB1
ESR2	VCAM1
TMEM239	TIMMDC1
P4HA3	COL7A1
P4HA3	COL4A1
ITGA8	COL4A1
ITGA8	COL7A1
COL3A1	COL4A1
SMARCA4	SNW1
SMARCA4	SF3B3
SNW1	CTNNB1
GAS7	ITCH
