#tail	head
MAGED1	NGF
MAGED1	MAZ
MAGED1	USP9X
OCLN	SRRT
PRPF31	UBE2M
MAS1	ASPRV1
MAS1	GCN1
PSMF1	PSMB4
PSMF1	PSMB8
HIST2H2BE	SART3
HIST2H2BE	MAZ
HIST2H2BE	USP3
HIST2H2BE	MYC
HIST2H2BE	HIST2H2BF
ULK1	TRIM25
AP1M1	SQSTM1
AP1M1	GCN1
AP1M1	ESR2
CPNE6	APP
CPNE6	CHRNA1
CPNE6	CATSPER1
ATP1A1	MYC
ATP1A1	SQSTM1
ATP1A1	SRRT
ATP1A1	SEC23A
ATP1A1	SLC7A9
ATP1A1	MAZ
THAP7	MTUS2
THAP7	RPL13A
PRKACA	TUBA4A
PRKACA	SEPT7
PRKACA	AGR2
PRKACA	XPO1
PRKACA	SIN3A
PRKACA	GPKOW
PRKACA	EGFR
PRKACA	MYC
PRKACA	MAZ
PRKACA	GNAS
GNAS	SEC23A
GNAS	SEPT7
GNAS	XPO1
GNAS	TRIM25
GNAS	NAPA
HNRNPL	SF1
HNRNPL	SQSTM1
HNRNPL	APP
HNRNPL	SEC23A
HNRNPL	NRF1
HNRNPL	XRCC5
HNRNPL	AIMP1
TNFRSF13C	PSMB4
TOLLIP	XPO1
RPL10A	SART3
RPL10A	DGCR8
RPL10A	ESR2
STAU2	DGCR8
STAU2	ESR2
STAU2	NIFK
STAU2	TRIM25
SLC11A2	APP
USP9X	ESR2
USP9X	SEC23A
LILRB5	ESR2
LILRB5	HLA-H
CDKN2A	MYC
SORCS3	NGF
SORCS3	NRF1
DENND1A	SQSTM1
DENND1A	SEC23A
DENND1A	SEPT7
TRIM25	SQSTM1
TRIM25	SART3
TRIM25	ITGAV
TRIM25	MAZ
TRIM25	RPL13A
TRIM25	NEDD4L
MARCKS	MAZ
ESR2	SEPT7
ESR2	XPO1
ESR2	EGFR
ESR2	SUMO3
ESR2	UBE2M
ESR2	PSMB4
NAPA	SEC23A
NAPA	TMEM43
NAPA	SEPT7
CCDC102B	LENG1
SART3	MAZ
SIN3A	MYC
SIN3A	MAZ
XRCC5	EGFR
XRCC5	SRRT
XRCC5	SQSTM1
XRCC5	SEPT7
XRCC5	LILRA3
NEDD4L	XPO1
NEDD4L	NGF
EGFR	XPO1
EGFR	ASNS
EGFR	SQSTM1
EGFR	LRRFIP1
EGFR	TPM1
EGFR	GCN1
EGFR	RARS
ITGAV	SPP1
ITGAV	NCOR2
ITGAV	MYC
PQBP1	GPKOW
NIFK	DGCR8
NIFK	SRRM1
ZNF837	MTUS2
ASNS	AIMP1
GCN1	MYC
MYC	PRKAR1B
MYC	TMEM43
MYC	MAZ
MYC	SQSTM1
MYC	MAPRE1
MYC	NCOR2
UBE2M	YWHAH
UBE2M	SRRT
TMEM108	NRF1
SEC23A	TMEM43
LENG1	AIMP1
RARS	SEPT7
RARS	AIMP1
XPO1	SQSTM1
XPO1	MAPRE1
XPO1	SRRT
TMEM43	SF1
NCOR2	HEY2
SF1	SRRT
SF1	SQSTM1
CHN2	SMARCD1
CHN2	PAPOLA
AIMP1	SRRT
AIMP1	SQSTM1
AGR2	APP
ZNF7	DGCR8
SRRM1	MAZ
