#tail	head
EXT1	B3GALT4
EXT1	FOXO1
UBC	HIP1R
UBC	SRPRB
OR13G1	RTP2
DYRK2	RPA1
DYRK2	HIST2H2BE
SRC	JUN
SRC	CTNND1
SRC	HNRNPL
SRC	SP1
SRC	PELP1
SRC	KLK3
GCNT3	A4GALT
GCNT3	B3GALT4
GEMIN8	SPTBN1
PELP1	POU2F1
PELP1	HIST2H2BE
NPM1	TUBB
NPM1	RPA1
HIST2H2BE	SPON2
HIST2H2BE	JUN
HIST2H2BE	RPA1
HIST2H2BE	SETD1B
COX20	MT2A
HAS3	HAS2
HAS3	SLC35B4
HSPA7	OTUB1
HSPA7	VCAM1
HNRNPDL	JUN
HNRNPDL	SIPA1L3
HNRNPDL	SPTBN1
STUB1	SPTBN1
STUB1	SIPA1L3
STUB1	OTUB1
COMT	SRPRB
COMT	GIPC1
CTNND1	POU2F1
CTNND1	MT2A
CTNND1	RPRD1B
CTNND1	GATA1
OR7D4	RTP1
OR7D4	RTP2
OTUB1	SP1
HNRNPL	SPTBN1
HNRNPL	ATP7A
KLK3	POU2F1
NR6A1	POU2F1
GBGT1	OGT
PSPH	PTDSS1
GCLM	ZIM2
GPN3	GPN1
GPN3	RPRD1B
CEP72	TUBB
SETD1B	OGT
BTBD8	WIPI2
ARHGEF12	MT2A
EFTUD2	JUN
EFTUD2	MRPL54
EFTUD2	PTDSS1
EFTUD2	OGT
EFTUD2	TUBB
EFTUD2	CAD
POU2F1	JUN
POU2F1	RPRD1B
POU2F1	POLR2D
B4GAT1	A4GALT
OGT	B3GALT4
OGT	SIPA1L3
AAK1	RPRD1B
HAS1	JUN
REEP3	OR5M3
BMP15	CAD
BMP15	SP1
OR5M3	REEP2
CCDC84	SNRPG
SP1	REEP6
SP1	JUN
SP1	CAD
TJP3	SPTBN1
CYP2C8	CYP2E1
OR1A2	REEP6
CAD	JUN
CAD	PTDSS1
RTP1	OR4N5
OR4N5	REEP2
REEP6	OR2H1
PLA2G5	PTDSS1
JUN	SEMG1
OR2H1	REEP2
