#tail	head
FOXD3	C9orf24
FOXD3	TGFB2
FOXD3	FGF9
CLGN	FAM187B
CLGN	RCN1
CD1B	GALNT12
CD1B	QSOX2
SCGB1D1	SCARB2
SLC10A2	ATP1A3
IGLV2-11	FGF9
IGLV2-11	GNG3
IGLV2-11	GNG13
IGLV2-11	C1QA
IGLV2-11	GNGT2
IGLV2-11	INPP5J
IGLV2-11	PTPN11
IGLV2-11	SH3KBP1
GNAI1	GNGT2
GNAI1	GNG13
GNAI1	GNG8
GNAI1	PTPN11
GNAI1	TAS2R14
DR1	HIST1H3D
SERPIND1	APP
SERPIND1	TP53
YIPF4	YIPF3
YIPF4	SLC17A2
ALPG	AHCY
ALPG	CPT2
ALPG	SH3KBP1
SH3KBP1	FGF9
SH3KBP1	GNG3
SH3KBP1	GNG13
SH3KBP1	FGF3
SH3KBP1	INPP5J
SH3KBP1	AHCY
SH3KBP1	GNG8
SH3KBP1	HIP1R
SH3KBP1	UBB
SH3KBP1	ELAVL1
SH3KBP1	IGKV1D-33
SH3KBP1	RCN1
MCM7	TIMELESS
GNG8	FGF9
GNG8	FGF18
GNG8	ATP1A3
GNG8	APP
GNG8	GNG3
GNG8	TACR2
GNG8	PTPN11
GNG8	CYFIP2
GNG8	IGKV1D-12
RCN1	WDR45B
RCN1	AHCY
TXK	PTPRO
TXK	INPP5J
TXK	PIP5K1C
TXK	IGKV1D-33
TXK	FGF18
TXK	GNG13
TXK	FGF3
TXK	GNGT2
TXK	PTPN11
OAS2	ACSM3
OAS2	ACSL4
OAS2	APP
CDS1	MUC15
CDS1	YIPF3
PIP5K1C	IGKV3-11
PIP5K1C	FGF9
PIP5K1C	GNG13
PIP5K1C	GNGT2
PIP5K1C	LDLR
PIP5K1C	GNG3
PIP5K1C	UBB
PIP5K1C	INPP5J
PIP5K1C	CYFIP2
FGF18	IGKV1D-33
FGF18	PTPN11
FGF18	FGF3
FGF18	UBB
FGF18	GNGT2
FGF18	FGF9
ACSM3	NME7
ACSM3	CPT2
ACSM3	ACSL4
FOXO1	BMP2
FOXO1	EPHB3
FOXO1	TP53
ATXN7	HIST1H3D
ATXN7	GPRASP1
PIGA	B3GNT6
PIGA	ELAVL1
PIGA	PTPMT1
IGKV3-11	CYFIP2
IGKV3-11	INPP5J
IGKV3-11	FGF9
IGKV3-11	GNG13
IGKV3-11	PTPN11
AHCY	HK1
AHCY	SF1
AHCY	APP
GNG13	FGF3
GNG13	CYFIP2
GNG13	IGKV1D-12
GNG13	TACR2
GNG13	GNGT2
GNG13	TAS2R20
GNG13	INPP5J
GPRASP1	TACR2
SLC17A2	PHKB
SLC17A2	ATP1A3
SLC17A2	UBB
TP53	HIP1R
TP53	ELAVL1
TP53	PHKB
TP53	APP
EPHB3	PTPMT1
EPHB3	PTPN11
HELZ2	MED11
HELZ2	CPT2
HELZ2	BMP2
HELZ2	FGF9
UBB	SCARB2
UBB	INPP5J
UBB	SF1
UBB	LY96
UBB	FGF9
UBB	HIP1R
UBB	APP
CYFIP2	GNGT2
CYFIP2	FGF9
CYFIP2	PTPN11
CYFIP2	WIPF1
CYFIP2	IGKV1D-12
CYFIP2	GNG3
CYFIP2	IGKV1D-33
CYFIP2	FGF3
MAP3K7	TGFB2
MAP3K7	LY96
NME7	GALNT12
NME7	HK1
HIP1R	SNX18
HIP1R	LDLR
GNGT2	TACR2
GNGT2	IGKV1D-33
GNGT2	PTPN11
GNGT2	TAS2R14
GNGT2	FGF9
GNGT2	FGF3
GNGT2	APP
GNGT2	TAS2R20
TAS2R20	GNG3
QSOX2	GINM1
PTPN11	PHKB
PTPN11	FGF3
PTPN11	INPP5J
PTPN11	LY96
PTPN11	GNG3
PTPN11	ELAVL1
PHKB	INPP5J
PHKB	ATP1A3
CPT2	APP
CPT2	PTPMT1
TIMELESS	FCGRT
IGKV1D-12	FGF9
IGKV1D-12	FGF3
IGKV1D-12	GNG3
C1QA	IGKV1D-33
ELAVL1	SF1
ELAVL1	WIPF1
IGKV1D-33	FGF3
IGKV1D-33	INPP5J
IGKV1D-33	FGF9
FCGRT	LDLR
GNG3	TAS2R40
GNG3	FGF3
MED11	APP
ACSL4	HK1
INPP5J	FGF3
INPP5J	SNX18
INPP5J	SCARB2
INPP5J	LDLR
C9orf24	SF1
SF1	FGF9
BMP2	TGFB2
GALNT12	APP
YIPF3	GINM1
LDLR	GINM1
HK1	APP
FGF9	APP
SCARB2	SNX18
