#tail	head
TRBC1	CD274
TRBC1	TRAV8-4
BTBD1	COMMD1
BTBD1	UBE2U
RABGAP1L	THAP11
UBE2V2	ASB18
LDHB	MAZ
LDHB	NME3
TUBB2A	NBEAL2
DET1	HSP90AB1
COMMD1	ASB4
MTOR	LAT
MTOR	PLD2
MTOR	RPS9
CEP250	MYH9
CHERP	SYMPK
EXOC8	MYH9
PHF21A	MAZ
PHF21A	THAP11
ARNT	HDAC1
ARNT	LSM8
ARNT	HSPD1
ARNT	CHD4
WFDC2	MAZ
TRAV8-4	CD1C
ASB4	HSP90AB1
LSM8	SRSF1
LSM8	CDC40
HDAC1	THBS1
HDAC1	SYMPK
HDAC1	STAT5A
HDAC1	CHD4
ETV5	STAT5A
CDC40	SYMPK
HSPD1	BCAT2
HSPD1	HSP90AB1
MYH9	HSP90AB1
MYH9	CHD4
HSP90AB1	RPS9
HSP90AB1	AMPD3
PLD2	RPTOR
NUP205	SRSF1
CHD4	MAZ
AMPD3	UBE3B
IL2RB	STAT5A
MAZ	ACAP1
MAZ	BCAT2
