#tail	head
PXN	COL4A6
PXN	PTK2B
PXN	TLN2
PXN	COL3A1
PXN	GSN
PXN	ITGA6
PXN	IGF1
PXN	ATP2B2
PXN	ITGB7
PXN	TRPM2
PXN	LAMB1
PXN	LAMA1
PXN	COL5A1
PXN	CHRNA3
CYLD	CREB1
CYLD	DCD
CYLD	ERH
CYLD	SF3A1
EED	CUL1
EED	ITGB7
EED	ERH
EED	MYH10
CYP19A1	CHRNA3
CYP19A1	GSN
CYP19A1	NR1I2
CYP19A1	G6PC
CYP19A1	TGFB1
CYP19A1	IGF1
CYP19A1	MYH10
CYP19A1	ESR1
GLB1L2	GOLPH3L
GLB1L2	ATP2B2
PLRG1	GABARAP
ESR1	G6PC
ESR1	IGF1
ESR1	MYH10
ESR1	EXOSC10
ESR1	GSN
ESR1	FOXA1
ESR1	MED9
ESR1	INS
ESR1	GFAP
ESR1	TGFB1
ESR1	CHRNA3
ESR1	CUL1
ESR1	NR1I2
TGFB1	NR1I2
TGFB1	MARCO
TGFB1	G6PC
TGFB1	COL3A1
TGFB1	IGF1
TGFB1	LAMB1
TGFB1	COL5A1
TGFB1	MYH10
TGFB1	CHRNA3
GSN	GFAP
GSN	NR1I2
GSN	SGTA
GSN	INS
GSN	IGF1
GSN	TLN2
GSN	DCD
GSN	FOXA1
GSN	PTK2B
CHRNA3	IGF1
ARIH1	CREB1
CUL1	SGTA
CUL1	INS
CUL1	MYH10
GOLPH3L	INS
GOLPH3L	FOXA1
MYH10	IGF1
FOXA1	NR1I2
FOXA1	NHLH1
FOXA1	INS
FOXA1	G6PC
FOXA1	CREB1
FOXA1	EXOSC10
INS	ERH
INS	COL3A1
INS	NR1I2
INS	IGF1
INS	G6PC
INS	COL4A6
INS	COL5A1
INS	LAMA1
FAM131A	CREB1
FAM131A	NHLH1
CFD	DCD
CFD	TLN2
CFD	GFAP
CFD	NR1I2
CREB1	G6PC
CREB1	COL3A1
ITGB7	TLN2
ITGB7	ITGA6
ITGB7	LAMB1
ITGB7	LAMA1
ITGB7	PTK2B
ITGB7	COL4A6
ITGB7	COL5A1
SLC8A2	TRPM2
SLC8A2	ATP2B2
NHLH1	IGF1
IGF1	COL5A1
IGF1	NR1I2
IGF1	PTK2B
IGF1	G6PC
IGF1	COL3A1
G6PC	NR1I2
LAMB1	ITGA6
LAMB1	COL4A6
LAMB1	COL5A1
LAMB1	PTK2B
COL4A6	COL5A1
COL4A6	TLN2
COL4A6	PTK2B
COL4A6	ITGA6
COL4A6	COL3A1
COL4A6	LAMA1
COL3A1	LAMA1
COL3A1	ITGA6
COL3A1	NR1I2
COL3A1	COL5A1
COL3A1	TLN2
LAMA1	PTK2B
LAMA1	COL5A1
GFAP	TLN2
GFAP	GABARAP
GFAP	DCD
NR1I2	COL5A1
DCD	TLN2
DCD	MED9
PTK2B	ITGA6
PTK2B	COL5A1
ITGA6	COL5A1
ITGA6	TLN2
GABARAP	EXOSC10
TLN2	COL5A1
