#tail	head
ORAI2	ANXA1
ORAI2	PRKCZ
ORAI2	RASGRP1
ORAI2	NEB
ORAI2	CALD1
MEIS1	DOP1A
MEIS1	CALD1
MEIS1	GRIA1
MEIS1	ANXA1
MEIS1	TCF3
PRKCZ	GRIA1
PRKCZ	HTR3C
PRKCZ	GRIK5
PRKCZ	PPARA
PRKCZ	TCF3
PRKCZ	GSK3A
PRKCZ	RARA
PRKCZ	ROCK2
PRKCZ	RHOC
GSK3A	PABPC1
GSK3A	SAMHD1
GSK3A	HDAC1
GSK3A	SPICE1
PABPC1	OBSL1
PABPC1	SEPHS1
PABPC1	SH3KBP1
CAPN15	CAPNS2
CAPN15	HERPUD1
SLC9A3	ROCK2
RHOBTB2	BCR
RHOBTB2	OPHN1
RHOBTB2	FAM13B
GRM1	TCF3
GRM1	LATS2
GRM1	CYTH2
GRM1	FGF8
ANXA1	GRIA1
ANXA1	HTR3C
ANXA1	OBSL1
ANXA1	GRIK5
PPARA	TCF3
PPARA	NPHS2
PPARA	ROCK2
PPARA	CDKN2A
PPARA	ETFA
PPARA	FGF8
PPARA	NEB
SAMHD1	FAM13B
SAMHD1	SPICE1
HTR3C	RASGRP1
HTR3C	NEB
HTR3C	CALD1
BCR	FGF8
BCR	SH3KBP1
BCR	RHOC
BCR	RASGRP1
FGF8	TCF3
FGF8	SH3KBP1
FGF8	HDAC1
CALD1	GRIK5
CALD1	GRIA1
CALD1	SEPHS1
CALD1	SH3KBP1
CALD1	OBSL1
OBSL1	SEC61B
OBSL1	MCM5
OBSL1	RARA
GRIK5	NEB
GRIK5	TCF3
GRIK5	RASGRP1
GRIK5	CAPNS2
RARA	MRPL24
RARA	HERPUD1
RARA	ROCK2
RARA	HDAC1
RARA	CDKN2A
RARA	MRPL58
HDAC1	CDKN2A
HDAC1	TCF3
HDAC1	SRPRA
HDAC1	HERPUD1
NEB	TCF3
NEB	GRIA1
CYTH2	TCF3
CYTH2	MCM5
LATS2	CDKN2A
LATS2	SPICE1
SH3KBP1	MCM5
SH3KBP1	SEPHS1
SH3KBP1	RASGRP1
SH3KBP1	TCF3
SH3KBP1	NPHS2
SH3KBP1	CD2AP
SPICE1	SRPRA
GRIA1	RASGRP1
GRIA1	TCF3
DOP1A	TCF3
FAM13B	RHOC
SEC61B	CDKN2A
SEC61B	MCM5
MRPL24	MRPL58
ETFA	MRPL58
ROCK2	RHOC
RASGRP1	NPHS2
SEPHS1	CD2AP
SEPHS1	MCM5
CD2AP	TCF3
CD2AP	NPHS2
CDKN2A	MCM5
MRPL58	TCF3
RHOC	OPHN1
OPHN1	TCF3
