#tail	head
MYO18A	SNW1
MYO18A	CFTR
MYO18A	GNB1
MYO18A	SPTBN1
MYO18A	ITK
FXYD7	GNG5
FXYD7	KCNMB1
KCNJ4	GNG5
KCNJ4	GNB1
KCNMB1	PRKG2
KCNMB1	SLC22A16
FXYD4	KCNA1
FXYD4	KCNMB2
FXYD4	GNG5
PLRG1	CDC40
TMEM229B	IRF2
TMEM229B	STAT3
EPS8L2	SEC13
EPS8L2	SEPT7
GRK2	STAT3
GRK2	HTR1E
GRK2	TNF
AKT1	ILF3
AKT1	IGHV4-39
AKT1	GNB1
RRP1	MED4
STAT3	ITK
STAT3	PIH1D1
STAT3	TNF
TNF	CFTR
FLII	SNW1
FLII	SEC13
FLII	MED4
GHRHR	GNG5
SLC22A16	GRIN2A
SLC22A16	KCNA1
RNF182	UBE2Q1
RNF182	UBE2Z
CFTR	EZR
CFTR	PSMC4
CFTR	TRIP12
LRPPRC	SEPT7
LRPPRC	SPTBN1
LRPPRC	RRBP1
LRPPRC	ILF3
FBXL3	UBE2Q1
SEC13	SNW1
SEC13	EIF3M
SEC13	PIH1D1
SEC13	SPTBN1
SEC13	RRBP1
BLNK	GNG5
BLNK	GNB1
BLNK	ITK
TMEM45A	C4orf3
CDC40	SNW1
GNG5	HTR1E
GNG5	GNB1
GNG5	IGHV4-39
RRBP1	HCFC1
RRBP1	ILF3
RRBP1	SEC23A
RRBP1	EXOSC7
RRBP1	SEPT7
SEPT7	SPTBN1
SEPT7	MED4
GNB1	HTR1E
GNB1	ITK
GNB1	SNW1
PTAR1	VAPA
PTAR1	SSX2IP
SEC23A	EZR
SEC23A	MED4
SEC23A	EIF3M
PIH1D1	ILF3
PIH1D1	EZR
PIH1D1	EIF2A
EZR	EIF2A
EZR	SPTBN1
SSX2IP	CAMSAP1
HCFC1	SNW1
EBP	VAPA
CAMSAP1	SPTBN1
ILF3	SNW1
JAGN1	C4orf3
UBE2Q1	EXOSC7
SNW1	MED4
SNW1	EIF3M
SNW1	EXOSC7
EIF3M	MED4
EIF3M	SPTBN1
EIF2A	RRP12
