#tail	head
PAX3	E4F1
PAX3	VPS37B
PAX3	TAF11
POLR2J	ERCC3
POLR2J	ZNF830
POLR2J	POLR2F
POLR2J	RFC3
POLR2J	TAF1L
POLR2J	TAF11
POLR2J	POLR2G
VPS37B	SETD1A
VPS37B	ATF2
VPS37B	E4F1
TAF11	ERCC3
TAF11	POLR2F
TAF11	POLR2G
TAF11	TAF1L
TAF11	E4F1
TRAPPC4	RAB1A
TRAPPC4	SERPINA1
ACSBG2	SCP2
ACSBG2	ACOT6
ACSBG2	PRKAB2
ACSBG2	AGPAT4
ACSBG2	AK1
TGM7	PRKAB2
TGM7	PPP1R32
PPP1R32	WWOX
IGKV1-17	LAT
IGKV1-17	INPP5A
RFC3	ZNF830
RFC3	POLR2G
RFC3	ERCC3
RFC3	POLR2F
SCP2	ACOT6
SCP2	PEX10
SCP2	AMACR
SCP2	AGPAT4
SCP2	RAB8A
PRKAB2	PDE3A
POLR2G	MED30
POLR2G	TAF1L
POLR2G	ERCC3
POLR2G	ZNF830
POLR2G	POLR2F
POLR2G	WWOX
AMACR	PEX10
RAB1A	E4F1
RAB1A	SERPINA1
RAB1A	RAB8A
GSN	SESTD1
GSN	SETD1A
GSN	LAT
SERPINA1	ATF2
INPP5A	SETD1A
INPP5A	LAT
INPP5A	PCK1
ACOT6	NUDT7
ACOT6	AGPAT4
POLR2F	MED30
POLR2F	TAF1L
POLR2F	ZNF830
POLR2F	ERCC3
SESTD1	ZNF830
PCK1	MED30
ATF2	AGPAT4
PDE3A	AK1
PEX10	NUDT7
ERCC3	TAF1L
ERCC3	ZNF830
E4F1	ZNF830
