#tail	head
LSM2	DHX15
LSM2	SOX2
LSM2	SRSF3
LSM2	CIRBP
LSM2	SNRPB2
LSM2	DDX23
LSM2	DNAJA1
LSM2	TRA2B
LSM2	POLR2H
LSM2	USP39
HUWE1	UBL4A
HUWE1	SET
HUWE1	NUDC
HUWE1	RPL7A
HUWE1	RPS7
HUWE1	SRSF3
HUWE1	PSMD7
HUWE1	TRIM25
HUWE1	KPNB1
HUWE1	DNAJA1
HUWE1	TCF21
HUWE1	SUB1
HUWE1	DDOST
HUWE1	MAX
HUWE1	NAP1L1
HUWE1	INS
HUWE1	YWHAZ
SOCS3	CXCR1
SOCS3	MAX
SOCS3	PRKACA
SOCS3	RPL7A
MRPL9	MRPL52
MRPL9	SOX2
MRPL9	MRPL16
MRPL9	MRPS22
RPS7	DDOST
RPS7	KPNB1
RPS7	YWHAZ
RPS7	UBL4A
RPS7	FN1
RPS7	NAP1L1
RPS7	RPL7A
RPS7	SRPRB
RPS7	HIST1H3J
RPS7	INS
RPS7	TRIM25
RPS7	VCAM1
RPS7	DDX23
INS	POR
INS	TUBA8
INS	USP39
INS	SUB1
INS	RAP1B
INS	FN1
INS	SET
INS	CXCR1
INS	NUDCD1
INS	S100A7
INS	DHX15
INS	MRPS22
INS	PI4KA
INS	FZD8
INS	DNAJA1
INS	SEC23B
INS	TRAPPC6A
INS	AGRN
INS	ABCF1
INS	CPZ
INS	C5
INS	ATXN2
INS	VCAM1
INS	DDX23
INS	H3F3B
INS	MRPL52
INS	CD40LG
INS	GGT7
INS	TRAF1
INS	CKS1B
INS	SNRPB2
INS	NAP1L1
INS	PSMD7
RPL7A	DDOST
RPL7A	KPNB1
RPL7A	FN1
RPL7A	NAP1L1
RPL7A	UBL4A
RPL7A	HIST1H3J
RPL7A	VCAM1
RPL7A	SRPRB
RPL7A	TRIM25
RAP1B	YWHAZ
RAP1B	LIMA1
RAP1B	PRKACA
RAP1B	TRIM25
RAP1B	FN1
RAP1B	VCAM1
UBL4A	KPNB1
UBL4A	TUBA8
UBL4A	MRPS22
UBL4A	SRPRB
UBL4A	OTUB1
DDX23	SRSF3
DDX23	TRIM25
DDX23	TRA2B
DDX23	DHX15
DDX23	USP39
DDX23	SNRPB2
DDX23	OTUB1
DDX23	POLR2H
DDX23	CIRBP
NUDC	LLGL1
NUDC	H3F3B
NUDC	MAX
NUDC	SET
NUDC	NUDCD1
NUDC	OTUB1
NUDC	GTF3C5
NUDC	SEC23B
NUDC	TRIM25
NUDC	VCAM1
NUDC	DNAJA1
CIRBP	SRSF3
CIRBP	VCAM1
CIRBP	TRA2B
CIRBP	DHX15
CIRBP	USP39
CIRBP	SNRPB2
CIRBP	FN1
DNAJA1	TRIM25
DNAJA1	TRAF1
DNAJA1	TRA2B
DNAJA1	SET
DNAJA1	OTUB1
DNAJA1	LLGL1
DNAJA1	SEC23B
DNAJA1	SOX2
SET	LIMA1
SET	NAP1L1
SET	SUB1
SET	KPNB1
SET	DHX15
SET	PRKACA
SET	HIST1H3J
SET	RANBP3
SET	SOX2
SET	SEC23B
SET	OTUB1
SET	H3F3B
SET	PSMD7
SET	YWHAZ
SET	FN1
DHX32	MRPL16
DHX32	NUDCD1
HIST1H2AI	NAP1L1
HIST1H2AI	MAX
HIST1H2AI	HIST1H3J
HIST1H2AI	YWHAZ
HIST1H2AI	TRIM25
MAX	RANBP3
MAX	GTF3C5
MAX	POLR2H
MAX	S100A7
MAX	GGT7
MAX	KPNB1
MAX	PSMD7
MAX	TRIM25
MAX	H3F3B
CD40LG	C5
CD40LG	PSMD7
CD40LG	CXCR1
CD40LG	VCAM1
CD40LG	FZD8
CD40LG	POR
CD40LG	TRAF1
OTUB1	SRPRB
OTUB1	KPNB1
OTUB1	ABCF1
OTUB1	YWHAZ
MRPL52	MRPL16
MRPL52	MRPS22
LIMA1	RASAL2
LIMA1	HIST1H3J
LIMA1	YWHAZ
LIMA1	SEC23B
TRAF1	NAP1L1
TRAF1	RHOXF2
TRAF1	TUBA8
TRAF1	RASAL2
PRKACA	FN1
PRKACA	YWHAZ
PRKACA	SEC23B
PRKACA	H3F3B
PRKACA	SRPRB
CHEK1	YWHAZ
CHEK1	L3HYPDH
CHEK1	POLR2H
CHEK1	HIST1H3J
CHEK1	H3F3B
GTF3C5	TRIM25
GTF3C5	TCF21
GTF3C5	SUB1
GTF3C5	POLR2H
GTF3C5	HIST1H3J
ATXN2	DHX15
ATXN2	CELF5
NUDCD1	DHX15
NUDCD1	AGRN
NUDCD1	DDOST
NUDCD1	POLR2H
FN1	PI4KA
FN1	YWHAZ
FN1	DHX15
FN1	SEC23B
FN1	AGRN
FN1	ABCF1
FN1	C5
FN1	SRSF3
FN1	DDOST
FN1	KPNB1
FN1	POR
FN1	USP39
FN1	SUB1
FN1	RANBP3
SUB1	ABCF1
SUB1	TRIM25
HNF1A	C5
HNF1A	TUBA8
HNF1A	CSF3
HNF1A	YWHAZ
HNF1A	RASAL2
HNF1A	CPZ
H3F3B	HIST1H3J
H3F3B	POLR2H
FAM174A	CMTM7
FAM174A	PI4KA
CSF3	PSMD7
CSF3	CXCR1
CSF3	FZD8
WNT16	CXCR1
WNT16	FZD8
WNT16	AGRN
S100A7	POR
S100A7	TRIM25
S100A7	VCAM1
S100A7	C5
DEDD	TRIM25
DEDD	RANBP3
RASAL2	POLR2H
RASAL2	TRIM25
PSMD7	ABCF1
PSMD7	CKS1B
PSMD7	SEC23B
L3HYPDH	CPZ
RHOXF2	TRAPPC6A
RHOXF2	CELF5
RHOXF2	FAM166A
VCAM1	DDOST
VCAM1	KPNB1
VCAM1	DHX15
VCAM1	PI4KA
VCAM1	YWHAZ
POLR2H	SOX2
POLR2H	DHX15
POLR2H	SRSF3
POLR2H	HIST1H3J
POLR2H	USP39
POLR2H	SNRPB2
POLR2H	TRA2B
MRPL16	MRPS22
RANBP3	NAP1L1
DHX15	USP39
DHX15	SNRPB2
DHX15	SEC23B
DHX15	SRSF3
DHX15	TRIM25
DHX15	TRA2B
NAP1L1	SEC23B
NAP1L1	TRIM25
USP39	HIST1H3J
USP39	TRA2B
USP39	TRIM25
USP39	SNRPB2
USP39	SRSF3
HIST1H3J	YWHAZ
HIST1H3J	MRPS22
MRPS22	SOX2
POR	C5
POR	SRPRB
ABCF1	SRSF3
ABCF1	TRIM25
YWHAZ	SOX2
YWHAZ	TRA2B
YWHAZ	TRIM25
YWHAZ	KPNB1
WNT7B	CXCR1
WNT7B	FZD8
WNT7B	AGRN
WNT7B	TRIM25
KPNB1	SEC23B
TRIM25	SEC23B
TRIM25	SRSF3
GGT7	CMTM7
SEC23B	SRSF3
SRSF3	SNRPB2
SRSF3	TRA2B
TRA2B	SNRPB2
