#tail	head
PTPRQ	EPHA3
PTPRQ	SRMS
PTPRQ	TNK1
PTPRQ	FGFR4
HDAC4	RARA
HDAC4	HNF4A
HDAC4	YWHAG
HDAC4	RUVBL2
HDAC4	SLC30A7
HDAC4	PTPN14
HDAC4	NUDC
HDAC4	ACOT7
HDAC4	DDB1
HDAC4	SNW1
NUDC	SNW1
NUDC	NPHP4
NUDC	DLD
NUDC	SFPQ
NUDC	SEPT7
NUDC	NWD1
NUDC	RPS27
NUDC	ARMC8
WIPI1	GABPA
WIPI1	HNF4A
CRABP2	PTGS1
CRABP2	CASP9
CRABP2	HCAR2
CRABP2	RARA
CRABP2	HNF4A
ACADS	ACOX2
ACADS	DLD
ACADS	ACOT7
ACADS	ACSL4
ACADS	ACSM3
SLC27A4	ATP1A4
SLC27A4	SLC4A7
SLC27A4	SLC1A5
SLC27A4	SLC5A5
SLC27A4	ACSL4
SLC27A4	PNLIP
SLC27A4	LIPF
EPHA3	DUSP23
EPHA3	HNF4A
EPHA3	PTPN14
EPHA3	HNF1A
EPHA3	EYA1
SEPT7	DLD
SEPT7	LIMCH1
SEPT7	RP2
SEPT7	PPP1CB
SEPT7	SNW1
SEPT7	SFPQ
SEPT7	EIF4A3
SEPT7	MISP
SEPT7	HNF4A
SEPT7	CLTC
SEPT7	MYO1C
SEPT7	EDC4
SEPT7	GNAI3
SEPT7	NWD1
COPE	RARA
COPE	MYO1C
COPE	DLD
COPE	RUVBL2
DUSP23	SRMS
DUSP23	FGFR4
DUSP23	TNK1
DUSP23	HNF4A
RPL22	RPL37
RPL22	POU5F1
RPL22	SNW1
RPL22	EIF4A3
RPL22	RARA
RPL22	RPS27
RPL22	ASXL1
LIMCH1	SFPQ
LIMCH1	RARA
LIMCH1	SLC4A7
LIMCH1	PPP1CB
LIMCH1	GABPA
LIMCH1	SNW1
CASP9	CSF3
CASP9	ATP7A
CASP9	PTGS1
CASP9	HCAR2
CASP9	NLRP1
ACSL4	PTGS1
ACSL4	DLD
ACSL4	PNLIP
ACSL4	HNF1A
ACSL4	SLC1A5
ACSL4	ADCY4
ACSL4	ACOX2
ACSL4	ACSM3
ACSL4	GABPA
ACSL4	ACOT7
DDB1	PTPN14
DDB1	SFPQ
DDB1	POU5F1
DDB1	SUZ12
DDB1	SNW1
DDB1	ACTL6A
DDB1	NPHP4
DDB1	HNF4A
SLC1A5	SLC4A7
SLC1A5	SLC5A5
SLC1A5	KRT10
SLC1A5	KRT14
SLC1A5	ATP1A4
SLC1A5	LAMP1
SLC1A5	KRT13
RPL37	EIF4A3
RPL37	GABPA
RPL37	HNF4A
RPL37	RPS27
RPL37	RARA
FXYD7	SLC5A5
FXYD7	HNF4A
FXYD7	ATP1A4
FXYD7	SLC6A19
HNF1A	FGFR4
HNF1A	HNF4A
HNF1A	YWHAG
HNF1A	CSF3
HNF1A	EDC4
HNF1A	PPP1CB
RPS27	ATP7A
RPS27	EIF4A3
RPS27	RARA
PTPN14	RARA
PTPN14	YWHAG
PTPN14	TNK1
PTPN14	FGFR4
PTPN14	ARMC8
PTPN14	SRMS
H2AFZ	SUZ12
H2AFZ	ACTL6A
H2AFZ	RARA
H2AFZ	MYO1C
H2AFZ	RUVBL2
CSF3	NPHP4
CSF3	RARA
CSF3	RUVBL2
CSF3	AHCYL2
CSF3	DNAJC7
CSF3	RP2
PTGS1	RARA
PTGS1	GDNF
YWHAG	NPHP4
YWHAG	EIF4A3
YWHAG	DLD
YWHAG	TNK1
YWHAG	CLTC
SNW1	PPP1CB
SNW1	RARA
SNW1	SUZ12
SNW1	ACTL6A
SNW1	CLTC
SNW1	EDC4
SNW1	GNAI3
SNW1	RP2
SNW1	SFPQ
SNW1	SLC4A7
SNW1	NWD1
SNW1	EIF4A3
SNW1	MISP
SNW1	STK26
SNW1	HNF4A
SNW1	RUVBL2
STK26	CCM2
STK26	DLD
ADCY4	GNAI3
ADCY4	ACSM3
SLC4A7	SLC5A5
SLC4A7	KRT14
SLC4A7	ATP1A4
SLC4A7	KRT10
SLC4A7	SLC6A19
SLC4A7	ARMC8
SLC4A7	C3
SLC4A7	LAMP1
SFPQ	RP2
SFPQ	ATP7A
SFPQ	PPP1CB
SFPQ	EIF4A3
SFPQ	MISP
SFPQ	HNF4A
SFPQ	CLTC
SFPQ	EDC4
SFPQ	GNAI3
SFPQ	NWD1
CCM2	DOK4
TNK1	CLTC
TNK1	EYA1
ACOT7	DLD
ACOT7	ACSM3
ACOT7	HNF4A
RUVBL2	EIF4A3
RUVBL2	DLD
RUVBL2	HNF4A
RUVBL2	SUZ12
RUVBL2	ACTL6A
ATP7A	KRT10
ATP7A	GABPA
ATP7A	C3
SUZ12	MYO1C
SUZ12	SAFB2
SUZ12	RARA
SUZ12	EIF4A3
SUZ12	HNF4A
SUZ12	ASXL1
SUZ12	POU5F1
ASXL1	HNF4A
ASXL1	RARA
DNAJC7	CLTC
DNAJC7	MISP
DNAJC7	GABPA
DNAJC7	NPHP4
C3	GNAI3
C3	HNF4A
C3	SLC30A7
CLTC	PPP1CB
CLTC	EDC4
CLTC	RARA
CLTC	NLRP1
POU5F1	KRT14
POU5F1	KRT10
POU5F1	HNF4A
SAFB2	MYO1C
SAFB2	PPP1CB
SAFB2	NLRP1
ARMC8	HNF4A
ARMC8	PPP1CB
ARMC8	GDNF
HNF4A	NPHP4
HNF4A	RARA
HNF4A	GABPA
HNF4A	GNAI3
HNF4A	SLC30A7
HNF4A	MISP
HNF4A	GDNF
HNF4A	RAB10
HNF4A	KRT10
HCAR2	GDNF
HCAR2	RARA
HCAR2	GNAI3
DLD	EIF4A3
DLD	ACSM3
AHCYL2	SLC5A5
AHCYL2	SLC6A19
AHCYL2	DOK4
EDC4	GABPA
GNAI3	GABPA
GABPA	SLC30A7
GABPA	EYA1
GDNF	DOK4
KRT14	KRT13
KRT14	SLC30A7
KRT14	KRT10
KRT14	EIF4A3
KRT14	KRT77
KRT13	KRT10
KRT13	KRT77
EYA1	SRMS
EYA1	FGFR4
SLC5A5	ATP1A4
MISP	MYO1C
MISP	PPP1CB
LAMP1	RAB10
SLC30A7	KRT10
LIPF	ACSM3
LIPF	PNLIP
SLC6A19	ATP1A4
KRT77	KRT10
MYO1C	PPP1CB
MYO1C	RAB10
EIF4A3	KRT10
PNLIP	ACSM3
